s5_maxleft_east,s5_maxleft_north,s5_minleft15_east,s5_minleft15_north,s5_ref_east,s5_ref_north,s5_minright15_east,s5_minright15_north,s5_maxright_east,s5_maxright_north
661480.9083690426,1509694.5116009226,661482.6767046354,1509697.9972719774,661482.6884433257,1509698.1405180492,661482.6769222221,1509698.2932944447,661483.4649447887,1509699.7720135618
