s1_maxleft_east,s1_maxleft_north,s1_minleft15_east,s1_minleft15_north,s1_ref_east,s1_ref_north,s1_minright15_east,s1_minright15_north,s1_maxright_east,s1_maxright_north
661484.6516739025,1509682.2487169174,661486.6521270988,1509682.296083524,661486.904979228,1509682.2868337072,661486.9897040889,1509682.324727104,661488.6872455396,1509682.370856544
