s2_maxleft_east,s2_maxleft_north,s2_minleft15_east,s2_minleft15_north,s2_ref_east,s2_ref_north,s2_minright15_east,s2_minright15_north,s2_maxright_east,s2_maxright_north
661484.1734108183,1509690.067341509,661486.7029785654,1509690.1847195218,661486.8399735426,1509690.064909947,661487.0041458018,1509690.087135945,661488.7350615822,1509690.0890581093
