s4_maxleft_east,s4_maxleft_north,s4_minleft15_east,s4_minleft15_north,s4_ref_east,s4_ref_north,s4_minright15_east,s4_minright15_north,s4_maxright_east,s4_maxright_north
661482.4681575623,1509693.5995790674,661485.4983914662,1509695.8695805343,661485.6433467972,1509695.9789465372,661485.7446229314,1509696.0730165925,661487.1111255363,1509697.04671665
