s7_maxleft_east,s7_maxleft_north,s7_minleft15_east,s7_minleft15_north,s7_ref_east,s7_ref_north,s7_minright15_east,s7_minright15_north,s7_maxright_east,s7_maxright_north
661473.2059296222,1509696.7274052114,661473.334429197,1509698.576054887,661473.3152516539,1509698.7534221213,661473.3547084855,1509698.9227704797,661473.4011615503,1509700.580682176
