s6_maxleft_east,s6_maxleft_north,s6_minleft15_east,s6_minleft15_north,s6_ref_east,s6_ref_north,s6_minright15_east,s6_minright15_north,s6_maxright_east,s6_maxright_north
661478.3526672493,1509696.6117554004,661478.2336113546,1509698.2707854786,661478.2615893397,1509698.4320248752,661478.2862330384,1509698.5805206446,661478.4409856624,1509700.2858819165
