s3_maxleft_east,s3_maxleft_north,s3_minleft15_east,s3_minleft15_north,s3_ref_east,s3_ref_north,s3_minright15_east,s3_minright15_north,s3_maxright_east,s3_maxright_north
661483.7172251849,1509692.0484348186,661486.520782609,1509693.4304770012,661486.675167745,1509693.4850893696,661486.8414517632,1509693.6068202239,661488.2925422719,1509694.339829198
