Speed_time,Speed_velocity,Speed_Setpoint,Speed_adjust,Speed_error
3.36,0.04,0.0,0.0,0.0
3.52,0.04,0.0,29.220001220703125,3.0
3.68,0.04,0.0,29.220001220703125,3.0
3.84,0.04,0.0,29.220001220703125,3.0
4.0,0.04,0.0,29.220001220703125,3.0
4.16,0.06,0.0,29.220001220703125,3.0
4.32,0.08,0.0,29.220001220703125,3.0
4.48,0.08,0.0,34.15260696411133,2.9600000381469727
4.64,0.08,0.0,34.15260696411133,2.9600000381469727
4.8,0.08,0.0,34.15260696411133,2.9600000381469727
4.96,0.08,0.0,34.15260696411133,2.9600000381469727
5.12,0.06,0.0,34.15260696411133,2.9600000381469727
5.28,0.08,0.0,34.15260696411133,2.9600000381469727
5.44,0.11,0.0,38.37910461425781,2.9200000762939453
5.6,0.11,0.0,38.37910461425781,2.9200000762939453
5.76,0.13,0.0,38.37910461425781,2.9200000762939453
5.92,0.1,0.0,38.37910461425781,2.9200000762939453
6.08,0.1,0.0,38.37910461425781,2.9200000762939453
6.24,0.1,0.0,38.37910461425781,2.9200000762939453
6.4,0.1,0.0,38.37910461425781,2.9200000762939453
6.56,0.1,0.0,42.680728912353516,2.890000104904175
6.72,0.1,0.0,42.680728912353516,2.890000104904175
6.88,0.1,0.0,42.680728912353516,2.890000104904175
7.04,0.13,0.0,42.680728912353516,2.890000104904175
7.2,0.13,0.0,42.680728912353516,2.890000104904175
7.36,0.1,0.0,42.680728912353516,2.890000104904175
7.52,0.08,0.0,42.680728912353516,2.890000104904175
7.68,0.08,0.0,42.680728912353516,2.890000104904175
7.84,0.08,0.0,42.680728912353516,2.890000104904175
8.0,0.08,0.0,42.680728912353516,2.890000104904175
8.16,0.08,0.0,42.680728912353516,2.890000104904175
8.32,0.08,0.0,42.680728912353516,2.890000104904175
8.48,0.06,0.0,52.74905014038086,2.9200000762939453
8.64,0.04,0.0,52.74905014038086,2.9200000762939453
8.8,0.04,0.0,52.74905014038086,2.9200000762939453
8.96,0.02,0.0,52.74905014038086,2.9200000762939453
9.12,0.02,0.0,52.74905014038086,2.9200000762939453
9.28,0.02,0.0,52.74905014038086,2.9200000762939453
9.44,0.02,0.0,52.74905014038086,2.940000057220459
9.6,0.02,0.0,57.407249450683594,2.940000057220459
9.76,0.02,0.0,57.407249450683594,2.940000057220459
9.92,0.02,0.0,57.407249450683594,2.940000057220459
10.08,0.02,0.0,57.407249450683594,2.940000057220459
10.24,0.0,0.0,57.407249450683594,2.940000057220459
10.4,0.0,0.0,57.407249450683594,2.940000057220459
10.56,0.0,0.0,62.2996940612793,2.9800000190734863
10.72,0.0,0.0,62.2996940612793,2.9800000190734863
10.88,0.0,0.0,62.2996940612793,2.9800000190734863
11.04,0.0,0.0,62.2996940612793,2.9800000190734863
11.2,0.02,0.0,62.2996940612793,2.9800000190734863
11.36,0.04,0.0,62.2996940612793,2.9800000190734863
11.52,0.04,0.0,67.70321655273438,3.0
11.68,0.04,0.0,67.70321655273438,3.0
11.84,0.04,0.0,67.70321655273438,3.0
12.0,0.04,0.0,67.70321655273438,3.0
12.16,0.06,0.0,67.70321655273438,3.0
12.32,0.08,0.0,67.70321655273438,3.0
12.48,0.08,0.0,71.78759002685547,2.9600000381469727
12.64,0.08,0.0,71.78759002685547,2.9600000381469727
12.8,0.08,0.0,71.78759002685547,2.9600000381469727
12.96,0.08,0.0,71.78759002685547,2.9600000381469727
13.12,0.1,0.0,71.78759002685547,2.9600000381469727
13.28,0.1,0.0,71.78759002685547,2.9600000381469727
13.44,0.1,0.0,71.78759002685547,2.9600000381469727
13.6,0.1,0.0,76.03670501708984,2.9200000762939453
13.76,0.1,0.0,76.03670501708984,2.9200000762939453
13.92,0.1,0.0,76.03670501708984,2.9200000762939453
14.08,0.1,0.0,76.03670501708984,2.9200000762939453
14.24,0.1,0.0,76.03670501708984,2.9200000762939453
14.4,0.08,0.0,76.03670501708984,2.9200000762939453
14.56,0.06,0.0,81.20598602294922,2.9000000953674316
14.72,0.08,0.0,81.20598602294922,2.9000000953674316
14.88,0.11,0.0,81.20598602294922,2.9000000953674316
15.04,0.11,0.0,81.20598602294922,2.9000000953674316
15.2,0.13,0.0,81.20598602294922,2.9000000953674316
15.36,0.11,0.0,81.20598602294922,2.9000000953674316
15.52,0.08,0.0,86.18401336669922,2.940000057220459
15.68,0.08,0.0,86.18401336669922,2.940000057220459
15.84,0.08,0.0,86.18401336669922,2.940000057220459
16.0,0.08,0.0,86.18401336669922,2.940000057220459
16.16,0.08,0.0,86.18401336669922,2.940000057220459
16.32,0.06,0.0,86.18401336669922,2.940000057220459
16.48,0.06,0.0,86.18401336669922,2.940000057220459
16.64,0.06,0.0,90.3136215209961,2.9200000762939453
16.8,0.06,0.0,90.3136215209961,2.9200000762939453
16.96,0.06,0.0,90.3136215209961,2.9200000762939453
17.12,0.06,0.0,90.3136215209961,2.9200000762939453
17.28,0.06,0.0,90.3136215209961,2.9200000762939453
17.44,0.06,0.0,90.3136215209961,2.9200000762939453
17.6,0.06,0.0,95.84712982177734,2.940000057220459
17.76,0.06,0.0,95.84712982177734,2.940000057220459
17.92,0.04,0.0,95.84712982177734,2.940000057220459
18.08,0.02,0.0,95.84712982177734,2.940000057220459
18.24,0.02,0.0,95.84712982177734,2.940000057220459
18.4,0.0,0.0,95.84712982177734,2.940000057220459
18.56,0.0,0.0,100.29512023925781,2.940000057220459
18.72,0.0,0.0,100.29512023925781,2.940000057220459
18.88,0.0,0.0,100.29512023925781,2.940000057220459
