Speed_time,Speed_velocity,Speed_Setpoint,Speed_adjust,Speed_error
2.4,0.0,3.0,0.0,0.0
2.56,0.0,3.0,0.0,0.0
2.72,0.0,3.0,21.763999938964844,3.0
2.88,0.0,3.0,21.763999938964844,3.0
3.04,0.0,3.0,21.763999938964844,3.0
3.2,0.0,3.0,21.763999938964844,3.0
3.36,0.04,3.0,21.763999938964844,3.0
3.52,0.04,3.0,21.763999938964844,3.0
3.68,0.04,3.0,21.908000946044922,3.0
3.84,0.06,3.0,21.908000946044922,3.0
4.0,0.04,3.0,21.908000946044922,3.0
4.16,0.04,3.0,21.908000946044922,3.0
4.32,0.04,3.0,21.908000946044922,3.0
4.48,0.04,3.0,21.908000946044922,3.0
4.64,0.04,3.0,21.908000946044922,3.0
4.8,0.04,3.0,21.99007797241211,2.9600000381469727
4.96,0.04,3.0,21.99007797241211,2.9600000381469727
5.12,0.04,3.0,21.99007797241211,2.9600000381469727
5.28,0.04,3.0,21.99007797241211,2.9600000381469727
5.44,0.04,3.0,21.99007797241211,2.9600000381469727
5.6,0.02,3.0,21.99007797241211,2.9600000381469727
5.76,0.02,3.0,22.195838928222656,2.9600000381469727
5.92,0.02,3.0,22.195838928222656,2.9600000381469727
6.08,0.02,3.0,22.195838928222656,2.9600000381469727
6.24,0.02,3.0,22.195838928222656,2.9600000381469727
6.4,0.04,3.0,22.195838928222656,2.9600000381469727
6.56,0.04,3.0,22.195838928222656,2.9600000381469727
6.72,0.04,3.0,22.368881225585938,2.9800000190734863
6.88,0.04,3.0,22.368881225585938,2.9800000190734863
7.04,0.02,3.0,22.368881225585938,2.9800000190734863
7.2,0.02,3.0,22.368881225585938,2.9800000190734863
7.36,0.02,3.0,22.368881225585938,2.9800000190734863
7.52,0.02,3.0,22.368881225585938,2.9800000190734863
7.68,0.04,3.0,22.368881225585938,2.9800000190734863
7.84,0.06,3.0,22.46095848083496,2.9600000381469727
8.0,0.08,3.0,22.46095848083496,2.9600000381469727
8.16,0.12,3.0,22.46095848083496,2.9600000381469727
8.32,0.17,3.0,22.46095848083496,2.9600000381469727
8.48,0.21,3.0,22.46095848083496,2.9600000381469727
8.64,0.27,3.0,22.46095848083496,2.9600000381469727
8.8,0.33,3.0,22.615598678588867,2.940000057220459
8.96,0.42,3.0,22.615598678588867,2.940000057220459
9.12,0.48,3.0,22.615598678588867,2.940000057220459
9.28,0.54,3.0,22.615598678588867,2.940000057220459
9.44,0.62,3.0,22.615598678588867,2.940000057220459
9.6,0.69,3.0,22.615598678588867,2.940000057220459
9.76,0.75,3.0,22.615598678588867,2.940000057220459
9.92,0.83,3.0,22.3587589263916,2.6700000762939453
10.08,0.92,3.0,22.3587589263916,2.6700000762939453
10.24,1.02,3.0,22.3587589263916,2.6700000762939453
10.4,1.11,3.0,22.3587589263916,2.6700000762939453
10.56,1.19,3.0,22.3587589263916,2.6700000762939453
10.72,1.29,3.0,22.3587589263916,2.6700000762939453
10.88,1.38,3.0,22.106760025024414,2.25
11.04,1.44,3.0,22.106760025024414,2.25
11.2,1.5,3.0,22.106760025024414,2.25
11.36,1.57,3.0,22.106760025024414,2.25
11.52,1.63,3.0,22.106760025024414,2.25
11.68,1.69,3.0,22.106760025024414,2.25
11.84,1.75,3.0,21.6724796295166,1.6200000047683716
12.0,1.82,3.0,21.6724796295166,1.6200000047683716
12.16,1.86,3.0,21.6724796295166,1.6200000047683716
12.32,1.94,3.0,21.6724796295166,1.6200000047683716
12.48,2.03,3.0,21.6724796295166,1.6200000047683716
12.64,2.07,3.0,21.6724796295166,1.6200000047683716
12.8,2.13,3.0,21.807479858398438,1.25
12.96,2.19,3.0,21.807479858398438,1.25
13.12,2.24,3.0,21.807479858398438,1.25
13.28,2.3,3.0,21.807479858398438,1.25
13.44,2.34,3.0,21.807479858398438,1.25
13.6,2.4,3.0,21.807479858398438,1.25
13.76,2.47,3.0,21.807479858398438,1.25
13.92,2.51,3.0,21.64923858642578,0.869999885559082
14.08,2.55,3.0,21.64923858642578,0.869999885559082
14.24,2.64,3.0,21.64923858642578,0.869999885559082
14.4,2.68,3.0,21.64923858642578,0.869999885559082
14.56,2.72,3.0,21.64923858642578,0.869999885559082
14.72,2.76,3.0,21.64923858642578,0.869999885559082
14.88,2.78,3.0,21.48668098449707,0.49000000953674316
15.04,2.8,3.0,21.48668098449707,0.49000000953674316
15.2,2.8,3.0,21.48668098449707,0.49000000953674316
15.36,2.82,3.0,21.48668098449707,0.49000000953674316
15.52,2.82,3.0,21.48668098449707,0.49000000953674316
15.68,2.82,3.0,21.48668098449707,0.49000000953674316
15.84,2.85,3.0,21.48668098449707,0.49000000953674316
16.0,2.85,3.0,21.472240447998047,0.2200000286102295
16.16,2.85,3.0,21.472240447998047,0.2200000286102295
16.32,2.84,3.0,21.472240447998047,0.2200000286102295
16.48,2.82,3.0,21.472240447998047,0.2200000286102295
16.64,2.82,3.0,21.472240447998047,0.2200000286102295
16.8,2.8,3.0,21.472240447998047,0.2200000286102295
16.96,2.78,3.0,21.644441604614258,0.15000009536743164
17.12,2.78,3.0,21.644441604614258,0.15000009536743164
17.28,2.76,3.0,21.644441604614258,0.15000009536743164
17.44,2.72,3.0,21.644441604614258,0.15000009536743164
17.6,2.7,3.0,21.644441604614258,0.15000009536743164
17.76,2.7,3.0,21.644441604614258,0.15000009536743164
17.92,2.68,3.0,21.83176040649414,0.2200000286102295
18.08,2.66,3.0,21.83176040649414,0.2200000286102295
18.24,2.66,3.0,21.83176040649414,0.2200000286102295
