time_operate,x_east,y_north,cte,yaw_control
59.36,661487.5557797635,1509575.5890075958,0.43373837929209097,14.29025073072746
59.52,661487.6089648907,1509575.7368409724,0.48880153227228473,18.668272923668866
59.68,661487.6621500147,1509575.88467435,0.5438646819321344,23.0556555930656
59.84,661487.6792735327,1509576.0322859099,0.5628663247521174,24.633471008232135
60.0,661487.7144278529,1509576.1800083788,0.599898720233098,27.623980638188247
60.16,661487.7496955832,1509576.3092932662,0.6368097540054456,30.611298930612286
60.32,661487.7847364919,1509576.4754533165,0.6739635096771874,33.62386566965327
60.48,661487.8198908133,1509576.6231757859,0.7109959063914387,36.633261917451414
60.64,661487.8550451315,1509576.770898255,0.7480282998802128,39.64895342055543
60.8,661487.87216865,1509576.9185098156,0.7670299431745307,41.261476687851896
60.96,661487.9073229674,1509577.0662322848,0.804062335809502,44.28669391046728
61.12,661487.9244464826,1509577.2138438458,0.8230639756886088,45.90874269690467
61.28,661487.959600799,1509577.3615663156,0.8600963673749104,48.943485630889924
61.44,661487.9947551151,1509577.5092887853,0.8971287587766109,51.9845240492146
61.6,661488.0118786291,1509577.6569003463,0.9161303975173141,53.622394038567386
61.76,661488.029002143,1509577.804511907,0.9351320360682832,55.26349429167458
61.92,661488.0460122454,1509577.9705610499,0.9542550350946146,56.917311571694526
62.08,661488.0810531487,1509578.1367211014,0.991408785548673,59.98384360065434
62.24,661488.0981766614,1509578.2843326621,1.0104104229612383,61.637741090737855
62.4,661488.1151867628,1509578.450381805,1.029533420849166,63.30435560754057
62.56,661488.1503410757,1509578.5981042753,1.0665658091202566,66.37419808023608
62.72,661488.1673511792,1509578.7641534184,1.0856888090952577,68.05035917583236
62.88,661488.1844746906,1509578.9117649796,1.1046904452745525,69.72028417351405
63.04,661488.2014847905,1509579.0778141224,1.1238134418343426,71.40292619028949
63.2,661488.2365256933,1509579.2439741746,1.160967191624332,74.49828309648481
63.36,661488.2356184034,1509579.3914748267,1.161938075996432,74.771541550428
63.52,661488.2526285024,1509579.55752397,1.1810610716075525,76.46391559026868
63.68,661488.2516078011,1509579.723462204,1.1821533161704139,76.75007672992083
63.84,661488.2687313107,1509579.8710737654,1.201154950642103,78.43640056032177
64.0,661488.2857414088,1509580.0371229085,1.2202779452096866,80.13544138727892
64.16,661488.2848341182,1509580.1846235613,1.221248828917718,80.41878261742139
64.32,661488.3018442157,1509580.3506727049,1.2403718230109666,82.12123936660663
64.48,661488.3008235134,1509580.5166109388,1.2414640667200252,82.41748326725562
64.64,661488.2817720115,1509580.6824382637,1.2245255604243614,81.30444912146598
64.8,661488.2808647206,1509580.8299389163,1.2254964437529248,81.58851241653193
64.96,661488.279844018,1509580.9958771504,1.2265886872722496,81.88222748787554
65.12,661488.2789367269,1509581.143377803,1.2275595703162119,82.16664149225835
