time_operate,Track,x_east,y_north,cte,yaw_control
307.52,linear_SN1,661485.5877159237,1509526.1807536983,-2.163272809097783,61.347516398284654
307.68,linear_SN1,661485.5512006294,1509526.254282214,-2.198848917105807,58.19877565775077
307.84,linear_SN1,661485.4965410938,1509526.3461374075,-2.2523344451903577,53.64400761147347
308.0,linear_SN1,661485.4600258002,1509526.4196659238,-2.28791055262918,50.48012643729835
308.16,linear_SN1,661485.4235105066,1509526.4931944394,-2.3234866598782684,47.31019733969018
308.32,linear_SN1,661485.3868818082,1509526.5851605358,-2.3589414003907745,44.14370754164827
308.48,linear_SN1,661485.3322222709,1509526.6770157297,-2.412426930088063,39.5617236471448
308.64,linear_SN1,661485.277562734,1509526.7688709232,-2.465912459500751,34.970647234840015
308.8,linear_SN1,661485.2229032002,1509526.8607261172,-2.519397985593095,30.37047854208639
308.96,linear_SN1,661485.1681302617,1509526.9710188915,-2.572762144853989,25.77070455511145
309.12,linear_SN1,661485.1134707286,1509527.062874085,-2.6262476702822637,21.15237146775803
309.28,linear_SN1,661485.0588111959,1509527.154729279,-2.6797331955208046,16.524945855913288
309.44,linear_SN1,661485.0040382587,1509527.2650220538,-2.733097353263827,11.897915001902675
309.6,linear_SN1,661484.9672961548,1509527.3754257315,-2.768430727419218,8.67127859412092
309.76,linear_SN1,661484.9484714849,1509527.504377893,-2.785611945273776,6.8575895707688375
309.92,linear_SN1,661484.9298736249,1509527.5964548932,-2.8030358968860996,5.022005242536991
310.08,linear_SN1,661484.8931315218,1509527.7068585714,-2.8383692702825547,1.783479341665469
310.24,linear_SN1,661484.8743068522,1509527.835810733,-2.8555504878525113,-0.04209921172608233
310.4,linear_SN1,661484.8375647522,1509527.9462144112,-2.8908838581183565,-0.04209921172608233
310.56,linear_SN1,661484.8187400831,1509528.0751665728,-2.9080650751191115,-5.124058337171277
310.72,linear_SN1,661484.818059654,1509528.185792057,-2.907336873656079,-5.5615058915762745
310.88,linear_SN1,661484.8172658201,1509528.3148551218,-2.9064873051718627,-5.989342391686577
311.04,linear_SN1,661484.7985545559,1509528.425369703,-2.923789889193801,-7.83598822656073
311.2,linear_SN1,661484.7977607219,1509528.5544327677,-2.9229403208993188,-8.266621754143983
311.36,linear_SN1,661484.7970802928,1509528.6650582515,-2.9222121191516854,-8.706598078084369
311.52,linear_SN1,661484.8143172935,1509528.7942322195,-2.9033317657517004,-7.727496913063348
311.68,linear_SN1,661484.8316676989,1509528.904968607,-2.884572779278032,-6.754673340594451
311.84,linear_SN1,661484.8309872694,1509529.0155940906,-2.883844578194467,-7.188127234369418
312.0,linear_SN1,661484.8484510795,1509529.107892897,-2.865206958836849,-6.221478107477495
312.16,linear_SN1,661484.8658014843,1509529.2186292845,-2.8464479728375154,-5.242173354911841
312.32,linear_SN1,661484.8652344595,1509529.3108171877,-2.8458411388700013,-5.6786332990536295
312.48,linear_SN1,661484.8646674347,1509529.4030050912,-2.84523430480762,-6.114990074005206
312.64,linear_SN1,661484.8821312442,1509529.4953038981,-2.826596686019204,-5.141777245132019
312.8,linear_SN1,661484.8816776242,1509529.5690542208,-2.826111218883139,-5.584349715729104
312.96,linear_SN1,661484.8813374093,1509529.6243669626,-2.8257471185785246,-6.03632690212747
313.12,linear_SN1,661484.8811105993,1509529.6612421242,-2.8255043850104924,-6.497729429272738
313.28,linear_SN1,661484.8808837892,1509529.698117285,-2.825261651537327,-6.959090699127216
