lon1,lat1,lon2,lat2,distance_m,second_prev,second_now,time,speed_ms,speed_kmhr
100.491585,13.649881,100.4915852,13.64988133,0.04,4.8,4.94,14:04.9,0.285714286,1.028571429
100.4915848,13.649881,100.491585,13.649881,0.02,4.94,5.09,14:05.1,0.133333333,0.48
100.4915845,13.649881,100.4915848,13.649881,0.04,5.09,5.23,14:05.2,0.285714286,1.028571429
100.491584,13.649881,100.4915845,13.649881,0.05,5.23,5.37,14:05.4,0.357142857,1.285714286
100.4915832,13.64988117,100.491584,13.649881,0.09,5.37,5.51,14:05.5,0.642857143,2.314285714
100.4915823,13.6498815,100.4915832,13.64988117,0.1,5.51,5.66,14:05.7,0.666666667,2.4
100.4915813,13.64988183,100.4915823,13.6498815,0.11,5.66,5.8,14:05.8,0.785714286,2.828571429
100.4915803,13.64988233,100.4915813,13.64988183,0.12,5.8,5.94,14:05.9,0.857142857,3.085714286
100.4915792,13.64988283,100.4915803,13.64988233,0.14,5.94,6.09,14:06.1,0.933333333,3.36
100.491578,13.64988367,100.4915792,13.64988283,0.16,6.09,6.23,14:06.2,1.142857143,4.114285714
100.4915768,13.649884,100.491578,13.64988367,0.13,6.23,6.37,14:06.4,0.928571429,3.342857143
100.4915758,13.6498845,100.4915768,13.649884,0.12,6.37,6.52,14:06.5,0.8,2.88
100.4915745,13.649885,100.4915758,13.6498845,0.15,6.52,6.66,14:06.7,1.071428571,3.857142857
100.491573,13.64988567,100.4915745,13.649885,0.18,6.66,6.8,14:06.8,1.285714286,4.628571429
100.4915715,13.64988633,100.491573,13.64988567,0.18,6.8,6.94,14:06.9,1.285714286,4.628571429
100.49157,13.64988733,100.4915715,13.64988633,0.2,6.94,7.09,14:07.1,1.333333333,4.8
100.4915685,13.649888,100.49157,13.64988733,0.18,7.09,7.23,14:07.2,1.285714286,4.628571429
100.4915668,13.64988883,100.4915685,13.649888,0.2,7.23,7.37,14:07.4,1.428571429,5.142857143
100.4915653,13.64988967,100.4915668,13.64988883,0.19,7.37,7.52,14:07.5,1.266666667,4.56
100.4915637,13.64989067,100.4915653,13.64988967,0.21,7.52,7.66,14:07.7,1.5,5.4
100.491562,13.6498915,100.4915637,13.64989067,0.2,7.66,7.8,14:07.8,1.428571429,5.142857143
100.4915602,13.64989233,100.491562,13.6498915,0.22,7.8,7.95,14:08.0,1.466666667,5.28
100.4915585,13.64989333,100.4915602,13.64989233,0.21,7.95,8.09,14:08.1,1.5,5.4
100.4915567,13.64989433,100.4915585,13.64989333,0.23,8.09,8.23,14:08.2,1.642857143,5.914285714
100.4915548,13.64989533,100.4915567,13.64989433,0.23,8.23,8.37,14:08.4,1.642857143,5.914285714
100.4915528,13.6498965,100.4915548,13.64989533,0.25,8.37,8.52,14:08.5,1.666666667,6
100.4915508,13.64989767,100.4915528,13.6498965,0.25,8.52,8.66,14:08.7,1.785714286,6.428571429
100.491549,13.64989867,100.4915508,13.64989767,0.23,8.66,8.8,14:08.8,1.642857143,5.914285714
100.4915472,13.64989967,100.491549,13.64989867,0.23,8.8,8.95,14:08.9,1.533333333,5.52
100.4915453,13.64990083,100.4915472,13.64989967,0.24,8.95,9.09,14:09.1,1.714285714,6.171428571
100.4915433,13.64990183,100.4915453,13.64990083,0.24,9.09,9.23,14:09.2,1.714285714,6.171428571
100.4915415,13.649903,100.4915433,13.64990183,0.24,9.23,9.38,14:09.4,1.6,5.76
100.4915397,13.64990433,100.4915415,13.649903,0.25,9.38,9.52,14:09.5,1.785714286,6.428571429
100.491538,13.64990567,100.4915397,13.64990433,0.23,9.52,9.66,14:09.7,1.642857143,5.914285714
100.4915363,13.64990683,100.491538,13.64990567,0.22,9.66,9.8,14:09.8,1.571428571,5.657142857
100.4915345,13.64990817,100.4915363,13.64990683,0.25,9.8,9.95,14:10.0,1.666666667,6
100.4915328,13.6499095,100.4915345,13.64990817,0.23,9.95,10.09,14:10.1,1.642857143,5.914285714
100.4915312,13.64991067,100.4915328,13.6499095,0.22,10.09,10.23,14:10.2,1.571428571,5.657142857
100.4915293,13.649912,100.4915312,13.64991067,0.25,10.23,10.38,14:10.4,1.666666667,6
100.4915273,13.649913,100.4915293,13.649912,0.24,10.38,10.52,14:10.5,1.714285714,6.171428571
100.4915255,13.64991417,100.4915273,13.649913,0.24,10.52,10.66,14:10.7,1.714285714,6.171428571
100.4915237,13.64991533,100.4915255,13.64991417,0.24,10.66,10.81,14:10.8,1.6,5.76
100.4915218,13.6499165,100.4915237,13.64991533,0.24,10.81,10.95,14:11.0,1.714285714,6.171428571
100.49152,13.64991783,100.4915218,13.6499165,0.25,10.95,11.09,14:11.1,1.785714286,6.428571429
100.4915183,13.649919,100.49152,13.64991783,0.22,11.09,11.23,14:11.2,1.571428571,5.657142857
100.4915165,13.64992033,100.4915183,13.649919,0.25,11.23,11.38,14:11.4,1.666666667,6
100.4915147,13.6499215,100.4915165,13.64992033,0.24,11.38,11.52,14:11.5,1.714285714,6.171428571
100.4915132,13.64992267,100.4915147,13.6499215,0.21,11.52,11.66,14:11.7,1.5,5.4
100.4915113,13.64992383,100.4915132,13.64992267,0.24,11.66,11.81,14:11.8,1.6,5.76
100.4915097,13.64992517,100.4915113,13.64992383,0.23,11.81,11.95,14:12.0,1.642857143,5.914285714
100.4915082,13.6499265,100.4915097,13.64992517,0.22,11.95,12.09,14:12.1,1.571428571,5.657142857
100.4915067,13.64992767,100.4915082,13.6499265,0.21,12.09,12.24,14:12.2,1.4,5.04
100.4915048,13.64992883,100.4915067,13.64992767,0.24,12.24,12.38,14:12.4,1.714285714,6.171428571
100.4915032,13.64993033,100.4915048,13.64992883,0.25,12.38,12.52,14:12.5,1.785714286,6.428571429
100.4915015,13.64993167,100.4915032,13.64993033,0.23,12.52,12.66,14:12.7,1.642857143,5.914285714
100.4914998,13.64993317,100.4915015,13.64993167,0.25,12.66,12.81,14:12.8,1.666666667,6
100.491498,13.64993467,100.4914998,13.64993317,0.26,12.81,12.95,14:13.0,1.857142857,6.685714286
100.4914962,13.649936,100.491498,13.64993467,0.25,12.95,13.09,14:13.1,1.785714286,6.428571429
100.4914947,13.6499375,100.4914962,13.649936,0.23,13.09,13.24,14:13.2,1.533333333,5.52
100.491493,13.64993917,100.4914947,13.6499375,0.26,13.24,13.38,14:13.4,1.857142857,6.685714286
100.4914913,13.64994083,100.491493,13.64993917,0.26,13.38,13.52,14:13.5,1.857142857,6.685714286
100.4914897,13.64994233,100.4914913,13.64994083,0.25,13.52,13.67,14:13.7,1.666666667,6
100.4914878,13.64994383,100.4914897,13.64994233,0.26,13.67,13.81,14:13.8,1.857142857,6.685714286
100.4914862,13.64994517,100.4914878,13.64994383,0.23,13.81,13.95,14:13.9,1.642857143,5.914285714
100.4914843,13.64994683,100.4914862,13.64994517,0.27,13.95,14.09,14:14.1,1.928571429,6.942857143
100.4914823,13.6499485,100.4914843,13.64994683,0.28,14.09,14.24,14:14.2,1.866666667,6.72
100.4914803,13.64995017,100.4914823,13.6499485,0.28,14.24,14.38,14:14.4,2,7.2
100.4914785,13.64995167,100.4914803,13.64995017,0.26,14.38,14.52,14:14.5,1.857142857,6.685714286
100.4914765,13.64995333,100.4914785,13.64995167,0.28,14.52,14.67,14:14.7,1.866666667,6.72
100.4914745,13.64995517,100.4914765,13.64995333,0.3,14.67,14.81,14:14.8,2.142857143,7.714285714
100.4914725,13.64995683,100.4914745,13.64995517,0.28,14.81,14.95,14:15.0,2,7.2
100.4914705,13.64995883,100.4914725,13.64995683,0.31,14.95,15.1,14:15.1,2.066666667,7.44
100.4914687,13.6499605,100.4914705,13.64995883,0.27,15.1,15.24,14:15.2,1.928571429,6.942857143
100.4914667,13.6499625,100.4914687,13.6499605,0.31,15.24,15.38,14:15.4,2.214285714,7.971428571
100.4914648,13.6499645,100.4914667,13.6499625,0.3,15.38,15.52,14:15.5,2.142857143,7.714285714
100.4914628,13.6499665,100.4914648,13.6499645,0.31,15.52,15.67,14:15.7,2.066666667,7.44
100.4914608,13.6499685,100.4914628,13.6499665,0.31,15.67,15.81,14:15.8,2.214285714,7.971428571
100.4914588,13.64997033,100.4914608,13.6499685,0.3,15.81,15.95,14:16.0,2.142857143,7.714285714
100.4914568,13.64997217,100.4914588,13.64997033,0.3,15.95,16.1,14:16.1,2,7.2
100.4914548,13.64997417,100.4914568,13.64997217,0.31,16.1,16.24,14:16.2,2.214285714,7.971428571
100.4914528,13.64997617,100.4914548,13.64997417,0.31,16.24,16.38,14:16.4,2.214285714,7.971428571
100.491451,13.64997817,100.4914528,13.64997617,0.3,16.38,16.53,14:16.5,2,7.2
100.491449,13.64998033,100.491451,13.64997817,0.32,16.53,16.67,14:16.7,2.285714286,8.228571429
100.491447,13.64998233,100.491449,13.64998033,0.31,16.67,16.81,14:16.8,2.214285714,7.971428571
100.491445,13.6499845,100.491447,13.64998233,0.32,16.81,16.95,14:17.0,2.285714286,8.228571429
100.491443,13.6499865,100.491445,13.6499845,0.31,16.95,17.1,14:17.1,2.066666667,7.44
100.491441,13.64998867,100.491443,13.6499865,0.32,17.1,17.24,14:17.2,2.285714286,8.228571429
100.491439,13.649991,100.491441,13.64998867,0.34,17.24,17.38,14:17.4,2.428571429,8.742857143
100.4914372,13.64999317,100.491439,13.649991,0.31,17.38,17.53,14:17.5,2.066666667,7.44
100.4914353,13.64999567,100.4914372,13.64999317,0.34,17.53,17.67,14:17.7,2.428571429,8.742857143
100.4914338,13.649998,100.4914353,13.64999567,0.31,17.67,17.81,14:17.8,2.214285714,7.971428571
100.4914322,13.65000067,100.4914338,13.649998,0.35,17.81,17.96,14:18.0,2.333333333,8.4
100.4914305,13.650003,100.4914322,13.65000067,0.32,17.96,18.1,14:18.1,2.285714286,8.228571429
100.491429,13.6500055,100.4914305,13.650003,0.32,18.1,18.24,14:18.2,2.285714286,8.228571429
100.4914277,13.65000817,100.491429,13.6500055,0.33,18.24,18.38,14:18.4,2.357142857,8.485714286
100.4914263,13.65001083,100.4914277,13.65000817,0.33,18.38,18.53,14:18.5,2.2,7.92
100.491425,13.6500135,100.4914263,13.65001083,0.33,18.53,18.67,14:18.7,2.357142857,8.485714286
100.4914238,13.65001633,100.491425,13.6500135,0.34,18.67,18.81,14:18.8,2.428571429,8.742857143
100.4914228,13.65001917,100.4914238,13.65001633,0.33,18.81,18.96,14:19.0,2.2,7.92
100.491422,13.650022,100.4914228,13.65001917,0.33,18.96,19.1,14:19.1,2.357142857,8.485714286
100.491421,13.65002483,100.491422,13.650022,0.33,19.1,19.24,14:19.2,2.357142857,8.485714286
100.4914203,13.65002783,100.491421,13.65002483,0.34,19.24,19.39,14:19.4,2.266666667,8.16
100.4914195,13.65003067,100.4914203,13.65002783,0.33,19.39,19.53,14:19.5,2.357142857,8.485714286
100.4914188,13.65003367,100.4914195,13.65003067,0.34,19.53,19.67,14:19.7,2.428571429,8.742857143
100.4914183,13.65003667,100.4914188,13.65003367,0.34,19.67,19.81,14:19.8,2.428571429,8.742857143
100.491418,13.65003967,100.4914183,13.65003667,0.34,19.81,19.96,14:20.0,2.266666667,8.16
100.4914178,13.65004267,100.491418,13.65003967,0.33,19.96,20.1,14:20.1,2.357142857,8.485714286
100.4914175,13.65004567,100.4914178,13.65004267,0.34,20.1,20.24,14:20.2,2.428571429,8.742857143
100.4914175,13.65004867,100.4914175,13.65004567,0.33,20.24,20.39,14:20.4,2.2,7.92
100.4914175,13.65005167,100.4914175,13.65004867,0.33,20.39,20.53,14:20.5,2.357142857,8.485714286
100.4914175,13.65005467,100.4914175,13.65005167,0.33,20.53,20.67,14:20.7,2.357142857,8.485714286
100.4914177,13.65005767,100.4914175,13.65005467,0.33,20.67,20.82,14:20.8,2.2,7.92
100.4914178,13.65006067,100.4914177,13.65005767,0.33,20.82,20.96,14:21.0,2.357142857,8.485714286
100.4914182,13.65006367,100.4914178,13.65006067,0.34,20.96,21.1,14:21.1,2.428571429,8.742857143
100.4914185,13.65006667,100.4914182,13.65006367,0.34,21.1,21.24,14:21.2,2.428571429,8.742857143
100.4914188,13.65006967,100.4914185,13.65006667,0.34,21.24,21.39,14:21.4,2.266666667,8.16
100.4914193,13.6500725,100.4914188,13.65006967,0.32,21.39,21.53,14:21.5,2.285714286,8.228571429
100.4914198,13.6500755,100.4914193,13.6500725,0.34,21.53,21.67,14:21.7,2.428571429,8.742857143
100.4914203,13.65007833,100.4914198,13.6500755,0.32,21.67,21.82,14:21.8,2.133333333,7.68
100.491421,13.65008133,100.4914203,13.65007833,0.34,21.82,21.96,14:22.0,2.428571429,8.742857143
