lon1,lat1,lon2,lat2,distance_m,second_prev,second_now,time,speed_ms,speed_kmhr
100.4929928,13.65169933,100.4929927,13.65169933,0.02,4.3,4.44,20:04.4,0.142857143,0.514285714
100.4929928,13.65169917,100.4929928,13.65169933,0.02,4.44,4.59,20:04.6,0.133333333,0.48
100.4929928,13.6516985,100.4929928,13.65169917,0.07,4.59,4.73,20:04.7,0.5,1.8
100.4929927,13.65169733,100.4929928,13.6516985,0.13,4.73,4.87,20:04.9,0.928571429,3.342857143
100.4929925,13.65169583,100.4929927,13.65169733,0.17,4.87,5.02,20:05.0,1.133333333,4.08
100.4929925,13.65169433,100.4929925,13.65169583,0.17,5.02,5.16,20:05.2,1.214285714,4.371428571
100.4929925,13.6516925,100.4929925,13.65169433,0.2,5.16,5.3,20:05.3,1.428571429,5.142857143
100.4929925,13.65169067,100.4929925,13.6516925,0.2,5.3,5.45,20:05.4,1.333333333,4.8
100.4929925,13.65168867,100.4929925,13.65169067,0.22,5.45,5.59,20:05.6,1.571428571,5.657142857
100.4929923,13.6516865,100.4929925,13.65168867,0.24,5.59,5.73,20:05.7,1.714285714,6.171428571
100.4929922,13.65168417,100.4929923,13.6516865,0.26,5.73,5.87,20:05.9,1.857142857,6.685714286
100.4929922,13.65168183,100.4929922,13.65168417,0.26,5.87,6.02,20:06.0,1.733333333,6.24
100.4929922,13.6516795,100.4929922,13.65168183,0.26,6.02,6.16,20:06.2,1.857142857,6.685714286
100.4929922,13.65167683,100.4929922,13.6516795,0.3,6.16,6.3,20:06.3,2.142857143,7.714285714
100.4929922,13.65167417,100.4929922,13.65167683,0.3,6.3,6.45,20:06.5,2,7.2
100.4929922,13.6516715,100.4929922,13.65167417,0.3,6.45,6.59,20:06.6,2.142857143,7.714285714
100.492992,13.65166867,100.4929922,13.6516715,0.32,6.59,6.73,20:06.7,2.285714286,8.228571429
100.4929922,13.651666,100.492992,13.65166867,0.3,6.73,6.88,20:06.9,2,7.2
100.4929923,13.65166317,100.4929922,13.651666,0.32,6.88,7.02,20:07.0,2.285714286,8.228571429
100.4929923,13.65166017,100.4929923,13.65166317,0.33,7.02,7.16,20:07.2,2.357142857,8.485714286
100.492992,13.651657,100.4929923,13.65166017,0.35,7.16,7.3,20:07.3,2.5,9
100.4929917,13.651654,100.492992,13.651657,0.34,7.3,7.45,20:07.5,2.266666667,8.16
100.4929917,13.651651,100.4929917,13.651654,0.33,7.45,7.59,20:07.6,2.357142857,8.485714286
100.4929918,13.65164783,100.4929917,13.651651,0.35,7.59,7.73,20:07.7,2.5,9
100.4929917,13.65164467,100.4929918,13.65164783,0.35,7.73,7.88,20:07.9,2.333333333,8.4
100.4929917,13.65164133,100.4929917,13.65164467,0.37,7.88,8.02,20:08.0,2.642857143,9.514285714
100.4929917,13.651638,100.4929917,13.65164133,0.37,8.02,8.16,20:08.2,2.642857143,9.514285714
100.4929915,13.65163467,100.4929917,13.651638,0.37,8.16,8.31,20:08.3,2.466666667,8.88
100.4929915,13.65163133,100.4929915,13.65163467,0.37,8.31,8.45,20:08.5,2.642857143,9.514285714
100.4929915,13.65162767,100.4929915,13.65163133,0.41,8.45,8.59,20:08.6,2.928571429,10.54285714
100.4929915,13.65162433,100.4929915,13.65162767,0.37,8.59,8.73,20:08.7,2.642857143,9.514285714
100.4929915,13.65162083,100.4929915,13.65162433,0.39,8.73,8.88,20:08.9,2.6,9.36
100.4929915,13.65161733,100.4929915,13.65162083,0.39,8.88,9.02,20:09.0,2.785714286,10.02857143
100.4929915,13.65161383,100.4929915,13.65161733,0.39,9.02,9.16,20:09.2,2.785714286,10.02857143
100.4929913,13.65161,100.4929915,13.65161383,0.43,9.16,9.31,20:09.3,2.866666667,10.32
100.4929915,13.6516065,100.4929913,13.65161,0.39,9.31,9.45,20:09.5,2.785714286,10.02857143
100.4929913,13.65160267,100.4929915,13.6516065,0.43,9.45,9.59,20:09.6,3.071428571,11.05714286
100.4929912,13.651599,100.4929913,13.65160267,0.41,9.59,9.74,20:09.7,2.733333333,9.84
100.492991,13.65159533,100.4929912,13.651599,0.41,9.74,9.88,20:09.9,2.928571429,10.54285714
100.4929912,13.65159167,100.492991,13.65159533,0.41,9.88,10.02,20:10.0,2.928571429,10.54285714
100.4929912,13.651588,100.4929912,13.65159167,0.41,10.02,10.16,20:10.2,2.928571429,10.54285714
100.492991,13.65158433,100.4929912,13.651588,0.41,10.16,10.31,20:10.3,2.733333333,9.84
