lon1,lat1,lon2,lat2,distance_m,second_prev,second_now,time,speed_ms,speed_kmhr
100.4929822,13.65009067,100.4929822,13.65009067,0,29.73,29.88,22:29.9,0,0
100.4929822,13.65009067,100.4929822,13.65009067,0,29.88,30.02,22:30.0,0,0
100.4929822,13.65009067,100.4929822,13.65009067,0,30.02,30.16,22:30.2,0,0
100.4929822,13.65009067,100.4929822,13.65009067,0,30.16,30.3,22:30.3,0,0
100.4929822,13.65009083,100.4929822,13.65009067,0.02,30.3,30.45,22:30.5,0.133333333,0.48
100.4929822,13.65009117,100.4929822,13.65009083,0.04,30.45,30.59,22:30.6,0.285714286,1.028571429
100.4929822,13.65009217,100.4929822,13.65009117,0.11,30.59,30.73,22:30.7,0.785714286,2.828571429
100.4929823,13.65009367,100.4929822,13.65009217,0.17,30.73,30.88,22:30.9,1.133333333,4.08
100.4929822,13.65009533,100.4929823,13.65009367,0.19,30.88,31.02,22:31.0,1.357142857,4.885714286
100.4929822,13.65009717,100.4929822,13.65009533,0.2,31.02,31.16,22:31.2,1.428571429,5.142857143
100.492982,13.65009933,100.4929822,13.65009717,0.24,31.16,31.31,22:31.3,1.6,5.76
100.4929822,13.6501015,100.492982,13.65009933,0.24,31.31,31.45,22:31.5,1.714285714,6.171428571
100.4929822,13.65010383,100.4929822,13.6501015,0.26,31.45,31.59,22:31.6,1.857142857,6.685714286
100.4929823,13.65010633,100.4929822,13.65010383,0.28,31.59,31.73,22:31.7,2,7.2
100.4929823,13.65010867,100.4929823,13.65010633,0.26,31.73,31.88,22:31.9,1.733333333,6.24
100.4929825,13.65011133,100.4929823,13.65010867,0.3,31.88,32.02,22:32.0,2.142857143,7.714285714
100.4929827,13.650114,100.4929825,13.65011133,0.3,32.02,32.16,22:32.2,2.142857143,7.714285714
100.492983,13.65011683,100.4929827,13.650114,0.32,32.16,32.31,22:32.3,2.133333333,7.68
100.4929832,13.65011983,100.492983,13.65011683,0.33,32.31,32.45,22:32.4,2.357142857,8.485714286
