lon1,lat1,lon2,lat2,distance_m,second_prev,second_now,time,speed_ms,speed_kmhr
100.4926305,13.64908817,100.4926305,13.64908817,0,6.98,7.13,58:07.1,0,0
100.4926305,13.64908817,100.4926305,13.64908817,0,7.13,7.27,58:07.3,0,0
100.4926307,13.64908817,100.4926305,13.64908817,0.02,7.27,7.41,58:07.4,0.142857143,0.514285714
100.4926307,13.64908817,100.4926307,13.64908817,0,7.41,7.56,58:07.6,0,0
100.4926305,13.64908833,100.4926307,13.64908817,0.03,7.56,7.7,58:07.7,0.214285714,0.771428571
100.4926303,13.64908833,100.4926305,13.64908833,0.02,7.7,7.84,58:07.8,0.142857143,0.514285714
100.49263,13.6490885,100.4926303,13.64908833,0.04,7.84,7.99,58:08.0,0.266666667,0.96
100.4926295,13.64908867,100.49263,13.6490885,0.06,7.99,8.13,58:08.1,0.428571429,1.542857143
100.4926292,13.64908883,100.4926295,13.64908867,0.04,8.13,8.27,58:08.3,0.285714286,1.028571429
100.4926275,13.64909017,100.4926292,13.64908883,0.23,8.27,8.41,58:08.4,1.642857143,5.914285714
100.4926263,13.64909117,100.4926275,13.64909017,0.17,8.41,8.56,58:08.6,1.133333333,4.08
100.4926253,13.64909217,100.4926263,13.64909117,0.16,8.56,8.7,58:08.7,1.142857143,4.114285714
100.4926243,13.64909283,100.4926253,13.64909217,0.13,8.7,8.84,58:08.8,0.928571429,3.342857143
100.4926233,13.6490935,100.4926243,13.64909283,0.13,8.84,8.99,58:09.0,0.866666667,3.12
100.4926225,13.64909417,100.4926233,13.6490935,0.12,8.99,9.13,58:09.1,0.857142857,3.085714286
100.4926217,13.64909467,100.4926225,13.64909417,0.11,9.13,9.27,58:09.3,0.785714286,2.828571429
100.4926207,13.64909517,100.4926217,13.64909467,0.12,9.27,9.42,58:09.4,0.8,2.88
100.4926197,13.64909567,100.4926207,13.64909517,0.12,9.42,9.56,58:09.6,0.857142857,3.085714286
100.4926188,13.64909617,100.4926197,13.64909567,0.11,9.56,9.7,58:09.7,0.785714286,2.828571429
100.492618,13.64909667,100.4926188,13.64909617,0.11,9.7,9.84,58:09.8,0.785714286,2.828571429
100.492617,13.64909717,100.492618,13.64909667,0.12,9.84,9.99,58:10.0,0.8,2.88
100.4926162,13.6490975,100.492617,13.64909717,0.1,9.99,10.13,58:10.1,0.714285714,2.571428571
100.4926152,13.64909783,100.4926162,13.6490975,0.11,10.13,10.27,58:10.3,0.785714286,2.828571429
100.4926143,13.6490985,100.4926152,13.64909783,0.12,10.27,10.42,58:10.4,0.8,2.88
100.4926133,13.64909917,100.4926143,13.6490985,0.13,10.42,10.56,58:10.6,0.928571429,3.342857143
100.4926123,13.64909983,100.4926133,13.64909917,0.13,10.56,10.7,58:10.7,0.928571429,3.342857143
100.4926115,13.64910033,100.4926123,13.64909983,0.11,10.7,10.85,58:10.9,0.733333333,2.64
100.4926103,13.64910083,100.4926115,13.64910033,0.14,10.85,10.99,58:11.0,1,3.6
100.4926095,13.6491015,100.4926103,13.64910083,0.12,10.99,11.13,58:11.1,0.857142857,3.085714286
100.4926083,13.64910217,100.4926095,13.6491015,0.15,11.13,11.27,58:11.3,1.071428571,3.857142857
100.4926072,13.64910283,100.4926083,13.64910217,0.15,11.27,11.42,58:11.4,1,3.6
100.492606,13.64910333,100.4926072,13.64910283,0.14,11.42,11.56,58:11.6,1,3.6
100.492605,13.64910383,100.492606,13.64910333,0.12,11.56,11.7,58:11.7,0.857142857,3.085714286
100.4926038,13.6491045,100.492605,13.64910383,0.15,11.7,11.85,58:11.9,1,3.6
100.4926028,13.649105,100.4926038,13.6491045,0.12,11.85,11.99,58:12.0,0.857142857,3.085714286
100.4926017,13.64910567,100.4926028,13.649105,0.15,11.99,12.13,58:12.1,1.071428571,3.857142857
100.4926007,13.64910617,100.4926017,13.64910567,0.12,12.13,12.28,58:12.3,0.8,2.88
100.4925997,13.64910683,100.4926007,13.64910617,0.13,12.28,12.42,58:12.4,0.928571429,3.342857143
100.4925987,13.64910733,100.4925997,13.64910683,0.12,12.42,12.56,58:12.6,0.857142857,3.085714286
100.4925977,13.649108,100.4925987,13.64910733,0.13,12.56,12.7,58:12.7,0.928571429,3.342857143
100.4925965,13.6491085,100.4925977,13.649108,0.14,12.7,12.85,58:12.9,0.933333333,3.36
100.4925955,13.64910917,100.4925965,13.6491085,0.13,12.85,12.99,58:13.0,0.928571429,3.342857143
100.4925945,13.64910983,100.4925955,13.64910917,0.13,12.99,13.13,58:13.1,0.928571429,3.342857143
100.4925933,13.64911033,100.4925945,13.64910983,0.14,13.13,13.28,58:13.3,0.933333333,3.36
100.4925922,13.64911117,100.4925933,13.64911033,0.16,13.28,13.42,58:13.4,1.142857143,4.114285714
100.4925912,13.64911183,100.4925922,13.64911117,0.13,13.42,13.56,58:13.6,0.928571429,3.342857143
100.4925902,13.6491125,100.4925912,13.64911183,0.13,13.56,13.71,58:13.7,0.866666667,3.12
100.492589,13.64911317,100.4925902,13.6491125,0.15,13.71,13.85,58:13.9,1.071428571,3.857142857
100.4925878,13.64911383,100.492589,13.64911317,0.15,13.85,13.99,58:14.0,1.071428571,3.857142857
100.4925867,13.6491145,100.4925878,13.64911383,0.15,13.99,14.13,58:14.1,1.071428571,3.857142857
100.4925855,13.64911533,100.4925867,13.6491145,0.16,14.13,14.28,58:14.3,1.066666667,3.84
100.4925845,13.649116,100.4925855,13.64911533,0.13,14.28,14.42,58:14.4,0.928571429,3.342857143
100.4925835,13.64911683,100.4925845,13.649116,0.14,14.42,14.56,58:14.6,1,3.6
100.4925823,13.6491175,100.4925835,13.64911683,0.15,14.56,14.71,58:14.7,1,3.6
100.4925812,13.64911817,100.4925823,13.6491175,0.15,14.71,14.85,58:14.9,1.071428571,3.857142857
100.49258,13.649119,100.4925812,13.64911817,0.16,14.85,14.99,58:15.0,1.142857143,4.114285714
100.4925788,13.64911967,100.49258,13.649119,0.15,14.99,15.14,58:15.1,1,3.6
100.4925777,13.64912033,100.4925788,13.64911967,0.15,15.14,15.28,58:15.3,1.071428571,3.857142857
100.4925777,13.64912067,100.4925777,13.64912033,0.04,15.28,15.42,58:15.4,0.285714286,1.028571429
100.4925767,13.6491215,100.4925777,13.64912067,0.14,15.42,15.56,58:15.6,1,3.6
100.4925755,13.64912217,100.4925767,13.6491215,0.15,15.56,15.71,58:15.7,1,3.6
100.4925743,13.64912283,100.4925755,13.64912217,0.15,15.71,15.85,58:15.9,1.071428571,3.857142857
100.4925732,13.6491235,100.4925743,13.64912283,0.15,15.85,15.99,58:16.0,1.071428571,3.857142857
100.492572,13.64912433,100.4925732,13.6491235,0.16,15.99,16.14,58:16.1,1.066666667,3.84
100.4925708,13.64912517,100.492572,13.64912433,0.16,16.14,16.28,58:16.3,1.142857143,4.114285714
100.4925698,13.64912583,100.4925708,13.64912517,0.13,16.28,16.42,58:16.4,0.928571429,3.342857143
100.4925687,13.6491265,100.4925698,13.64912583,0.15,16.42,16.57,58:16.6,1,3.6
100.4925673,13.64912717,100.4925687,13.6491265,0.16,16.57,16.71,58:16.7,1.142857143,4.114285714
100.4925662,13.64912783,100.4925673,13.64912717,0.15,16.71,16.85,58:16.8,1.071428571,3.857142857
100.492565,13.6491285,100.4925662,13.64912783,0.15,16.85,16.99,58:17.0,1.071428571,3.857142857
100.4925638,13.6491295,100.492565,13.6491285,0.17,16.99,17.14,58:17.1,1.133333333,4.08
100.4925627,13.64913017,100.4925638,13.6491295,0.15,17.14,17.28,58:17.3,1.071428571,3.857142857
100.4925615,13.64913067,100.4925627,13.64913017,0.14,17.28,17.42,58:17.4,1,3.6
100.4925602,13.64913133,100.4925615,13.64913067,0.16,17.42,17.57,58:17.6,1.066666667,3.84
100.4925592,13.64913233,100.4925602,13.64913133,0.16,17.57,17.71,58:17.7,1.142857143,4.114285714
100.4925578,13.64913283,100.4925592,13.64913233,0.15,17.71,17.85,58:17.9,1.071428571,3.857142857
100.4925567,13.64913367,100.4925578,13.64913283,0.16,17.85,18,16:58:18,1.066666667,3.84
100.4925553,13.6491345,100.4925567,13.64913367,0.17,18,18.14,58:18.1,1.214285714,4.371428571
100.4925542,13.64913533,100.4925553,13.6491345,0.16,18.14,18.28,58:18.3,1.142857143,4.114285714
100.492553,13.64913633,100.4925542,13.64913533,0.17,18.28,18.42,58:18.4,1.214285714,4.371428571
100.4925518,13.64913717,100.492553,13.64913633,0.16,18.42,18.57,58:18.6,1.066666667,3.84
100.4925507,13.649138,100.4925518,13.64913717,0.16,18.57,18.71,58:18.7,1.142857143,4.114285714
100.4925493,13.64913883,100.4925507,13.649138,0.17,18.71,18.85,58:18.9,1.214285714,4.371428571
100.4925483,13.64913967,100.4925493,13.64913883,0.14,18.85,19,16:58:19,0.933333333,3.36
100.492547,13.64914033,100.4925483,13.64913967,0.16,19,19.14,58:19.1,1.142857143,4.114285714
100.4925458,13.64914117,100.492547,13.64914033,0.16,19.14,19.28,58:19.3,1.142857143,4.114285714
100.4925447,13.64914183,100.4925458,13.64914117,0.15,19.28,19.43,58:19.4,1,3.6
100.4925435,13.64914267,100.4925447,13.64914183,0.16,19.43,19.57,58:19.6,1.142857143,4.114285714
100.4925423,13.64914333,100.4925435,13.64914267,0.15,19.57,19.71,58:19.7,1.071428571,3.857142857
100.4925412,13.64914417,100.4925423,13.64914333,0.16,19.71,19.85,58:19.9,1.142857143,4.114285714
100.49254,13.64914483,100.4925412,13.64914417,0.15,19.85,20,16:58:20,1,3.6
100.4925388,13.6491455,100.49254,13.64914483,0.15,20,20.14,58:20.1,1.071428571,3.857142857
100.4925378,13.64914633,100.4925388,13.6491455,0.14,20.14,20.28,58:20.3,1,3.6
100.4925365,13.64914717,100.4925378,13.64914633,0.17,20.28,20.43,58:20.4,1.133333333,4.08
100.4925357,13.64914783,100.4925365,13.64914717,0.12,20.43,20.57,58:20.6,0.857142857,3.085714286
100.4925345,13.6491485,100.4925357,13.64914783,0.15,20.57,20.71,58:20.7,1.071428571,3.857142857
100.4925335,13.64914933,100.4925345,13.6491485,0.14,20.71,20.86,58:20.9,0.933333333,3.36
100.4925323,13.64915017,100.4925335,13.64914933,0.16,20.86,21,16:58:21,1.142857143,4.114285714
100.4925312,13.64915083,100.4925323,13.64915017,0.15,21,21.14,58:21.1,1.071428571,3.857142857
100.49253,13.64915167,100.4925312,13.64915083,0.16,21.14,21.28,58:21.3,1.142857143,4.114285714
100.4925288,13.64915217,100.49253,13.64915167,0.14,21.28,21.43,58:21.4,0.933333333,3.36
100.4925277,13.649153,100.4925288,13.64915217,0.16,21.43,21.57,58:21.6,1.142857143,4.114285714
100.4925267,13.6491535,100.4925277,13.649153,0.12,21.57,21.71,58:21.7,0.857142857,3.085714286
100.4925255,13.6491545,100.4925267,13.6491535,0.17,21.71,21.86,58:21.9,1.133333333,4.08
100.4925243,13.64915533,100.4925255,13.6491545,0.16,21.86,22,16:58:22,1.142857143,4.114285714
100.4925233,13.649156,100.4925243,13.64915533,0.13,22,22.14,58:22.1,0.928571429,3.342857143
100.492522,13.64915683,100.4925233,13.649156,0.17,22.14,22.29,58:22.3,1.133333333,4.08
100.4925207,13.64915783,100.492522,13.64915683,0.18,22.29,22.43,58:22.4,1.285714286,4.628571429
100.4925195,13.64915883,100.4925207,13.64915783,0.17,22.43,22.57,58:22.6,1.214285714,4.371428571
100.4925183,13.6491595,100.4925195,13.64915883,0.15,22.57,22.71,58:22.7,1.071428571,3.857142857
