time_operate,x_east,y_north,latitude,longitude
0.0,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
0.32,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
0.65,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
0.97,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
1.3,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
1.62,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
1.95,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
2.27,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
2.6,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
2.92,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
3.25,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
3.57,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
3.9,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
4.22,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
4.55,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
4.87,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
5.2,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
5.52,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
5.85,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
6.17,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
6.5,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
6.82,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
7.15,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
7.47,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
7.8,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
8.12,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
8.45,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
8.77,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
9.1,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
9.42,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
9.75,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
10.07,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
10.4,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
10.72,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
11.05,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
11.37,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
11.7,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
12.02,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
12.35,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
12.67,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
13.0,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
13.32,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
13.65,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
13.97,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
14.3,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
14.62,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
14.95,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
15.27,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
15.6,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
15.92,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
16.25,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
16.57,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
16.9,661473.3296747109,1509698.595455227,13.651658500000002,100.4928785
