raw_x_east,raw_y_north,x_east,y_north
661490.4126,1509586.043,661490.4144,1509586.043
661490.4126,1509586.043,661490.4144,1509586.043
661490.4126,1509586.043,661490.4144,1509586.043
661490.4126,1509586.043,661490.4135,1509586.043
661490.4126,1509586.043,661490.4135,1509586.043
661490.4126,1509586.043,661490.4135,1509586.043
661490.4126,1509586.043,661490.4135,1509586.043
661490.4126,1509586.043,661490.4135,1509586.043
661490.4126,1509586.043,661490.4135,1509586.043
661490.4126,1509586.043,661490.4135,1509586.043
661490.4126,1509586.043,661490.4135,1509586.043
661490.4127,1509586.024,661490.4135,1509586.042
661490.4126,1509586.043,661490.4135,1509586.042
661490.4306,1509586.043,661490.4144,1509586.042
661490.4486,1509586.043,661490.4162,1509586.042
661490.4668,1509586.025,661490.4189,1509586.041
661490.5028,1509586.025,661490.4234,1509586.04
661490.5389,1509586.025,661490.4297,1509586.039
661490.575,1509586.025,661490.4369,1509586.038
661490.6291,1509586.026,661490.4478,1509586.037
661490.7013,1509586.008,661490.4622,1509586.036
661490.7915,1509586.008,661490.4812,1509586.034
661490.8816,1509586.009,661490.5046,1509586.032
661491.0078,1509586.009,661490.5344,1509586.03
661491.1522,1509585.992,661490.5713,1509586.028
661491.2964,1509585.993,661490.6155,1509586.025
661491.4768,1509585.975,661490.6688,1509586.022
661491.6572,1509585.977,661490.731,1509586.019
661491.8555,1509585.978,661490.8031,1509586.016
661492.072,1509585.961,661490.8861,1509586.011
661492.3064,1509585.962,661490.9808,1509586.007
661492.5588,1509585.964,661491.0881,1509586.004
661492.8114,1509585.947,661491.208,1509586
661493.0818,1509585.948,661491.3406,1509585.995
661493.3883,1509585.95,661491.4876,1509585.99
661493.6949,1509585.952,661491.649,1509585.987
661494.0014,1509585.954,661491.8239,1509585.983
661494.344,1509585.956,661492.0142,1509585.98
661494.6685,1509585.958,661492.2188,1509585.976
661495.0291,1509585.96,661492.4388,1509585.973
661495.3898,1509585.963,661492.6733,1509585.971
661495.7504,1509585.965,661492.9212,1509585.969
661496.111,1509585.967,661493.1827,1509585.967
661496.4715,1509585.988,661493.4559,1509585.965
661496.8501,1509585.99,661493.7408,1509585.965
661497.2108,1509585.992,661494.0365,1509585.965
661497.5714,1509585.994,661494.3412,1509585.966
661497.9499,1509586.015,661494.6558,1509585.968
661498.3286,1509586.018,661494.9795,1509585.97
661498.7073,1509586.001,661495.3113,1509585.972
661499.086,1509586.004,661495.6502,1509585.974
661499.4826,1509586.006,661495.9964,1509585.977
661499.8793,1509586.009,661496.3498,1509585.98
661500.2761,1509585.993,661496.7095,1509585.982
661500.6908,1509585.995,661497.0747,1509585.984
661501.1056,1509585.979,661497.4452,1509585.985
661501.5203,1509585.982,661497.8212,1509585.987
661501.9351,1509585.984,661498.2007,1509585.988
661502.3859,1509585.969,661498.5866,1509585.989
661502.8006,1509585.971,661498.9752,1509585.989
661503.2334,1509585.974,661499.3673,1509585.99
661503.6662,1509585.958,661499.7631,1509585.99
661504.099,1509585.961,661500.1625,1509585.989
661504.5137,1509585.963,661500.5646,1509585.988
661504.9285,1509585.948,661500.9686,1509585.986
661505.3612,1509585.95,661501.3761,1509585.984
661505.776,1509585.953,661501.7863,1509585.982
661506.2088,1509585.937,661502.1993,1509585.978
661506.6415,1509585.94,661502.6149,1509585.974
661507.0563,1509585.942,661503.0324,1509585.971
661507.489,1509585.945,661503.4525,1509585.968
661507.9218,1509585.929,661503.8745,1509585.964
661508.3726,1509585.932,661504.2991,1509585.96
661508.8054,1509585.935,661504.7256,1509585.957
661509.2201,1509585.937,661505.1521,1509585.954
661509.6528,1509585.94,661505.5794,1509585.952
661510.0675,1509585.942,661506.0068,1509585.951
661510.4822,1509585.945,661506.4341,1509585.949
661510.879,1509585.929,661506.8588,1509585.947
661511.2757,1509585.931,661507.2825,1509585.945
661511.6724,1509585.934,661507.7045,1509585.943
661512.069,1509585.936,661508.1246,1509585.941
661512.4657,1509585.939,661508.543,1509585.94
661512.8804,1509585.941,661508.9613,1509585.939
661513.2771,1509585.944,661509.3787,1509585.939
661513.6918,1509585.946,661509.7953,1509585.939
661514.0885,1509585.949,661510.2109,1509585.939
661514.5032,1509585.951,661510.6256,1509585.939
661514.9179,1509585.954,661511.0394,1509585.94
661515.3147,1509585.938,661511.4523,1509585.94
661515.7114,1509585.94,661511.8635,1509585.94
661516.1081,1509585.943,661512.2728,1509585.94
661516.5048,1509585.927,661512.6794,1509585.94
661516.8835,1509585.929,661513.0833,1509585.94
661517.2621,1509585.931,661513.4854,1509585.939
661517.6408,1509585.934,661513.8848,1509585.939
661518.0194,1509585.936,661514.2824,1509585.939
661518.3981,1509585.938,661514.6782,1509585.938
661518.7767,1509585.941,661515.0731,1509585.939
661519.1734,1509585.943,661515.468,1509585.94
661519.5522,1509585.927,661515.8619,1509585.939
661519.9669,1509585.929,661516.2568,1509585.939
661520.3635,1509585.932,661516.6517,1509585.939
661520.7783,1509585.934,661517.0466,1509585.938
661521.1749,1509585.937,661517.4415,1509585.938
661521.5716,1509585.939,661517.8355,1509585.938
661521.9683,1509585.942,661518.2295,1509585.937
661522.347,1509585.926,661518.6217,1509585.936
661522.7437,1509585.928,661519.013,1509585.935
661523.1224,1509585.93,661519.4034,1509585.934
661523.501,1509585.933,661519.7928,1509585.934
661523.8798,1509585.917,661520.1814,1509585.933
661524.2584,1509585.919,661520.5691,1509585.932
661524.6371,1509585.921,661520.9568,1509585.932
661524.9977,1509585.924,661521.3436,1509585.931
661525.3944,1509585.926,661521.7312,1509585.931
661525.773,1509585.928,661522.1189,1509585.931
661526.1518,1509585.912,661522.5066,1509585.929
661526.5485,1509585.915,661522.8952,1509585.928
661526.9633,1509585.899,661523.2847,1509585.926
661527.378,1509585.901,661523.676,1509585.925
661527.7927,1509585.904,661524.0673,1509585.923
661528.2254,1509585.907,661524.4604,1509585.922
661528.6222,1509585.891,661524.8526,1509585.92
661529.0369,1509585.893,661525.2457,1509585.918
661529.4516,1509585.896,661525.6397,1509585.915
661529.8665,1509585.88,661526.0346,1509585.912
661530.2631,1509585.882,661526.4304,1509585.91
661530.6598,1509585.885,661526.8262,1509585.908
661531.0385,1509585.887,661527.222,1509585.906
661531.4353,1509585.871,661527.6187,1509585.903
661531.8139,1509585.873,661528.0154,1509585.901
661532.1925,1509585.876,661528.4121,1509585.898
661532.5712,1509585.878,661528.8088,1509585.896
661532.95,1509585.862,661529.2064,1509585.893
661533.3286,1509585.864,661529.6031,1509585.89
661533.7072,1509585.866,661529.9998,1509585.887
661534.1039,1509585.869,661530.3975,1509585.885
661534.5006,1509585.871,661530.7951,1509585.883
661534.8792,1509585.874,661531.1909,1509585.881
661535.2579,1509585.876,661531.5849,1509585.88
661535.6367,1509585.86,661531.9771,1509585.878
661536.0153,1509585.862,661532.3665,1509585.876
661536.3759,1509585.864,661532.7542,1509585.874
661536.7365,1509585.867,661533.1392,1509585.873
661537.0791,1509585.869,661533.5206,1509585.872
661537.4397,1509585.871,661533.8993,1509585.871
661537.7823,1509585.873,661534.2752,1509585.871
661538.1429,1509585.875,661534.6494,1509585.87
661538.4855,1509585.877,661535.0217,1509585.87
661538.8281,1509585.88,661535.3914,1509585.87
661539.1708,1509585.863,661535.7592,1509585.87
661539.5134,1509585.865,661536.1253,1509585.869
661539.856,1509585.867,661536.4895,1509585.869
661540.2166,1509585.87,661536.8528,1509585.869
661540.5772,1509585.872,661537.2153,1509585.87
661540.9379,1509585.856,661537.5768,1509585.869
661541.2805,1509585.858,661537.9356,1509585.869
661541.6411,1509585.86,661538.2926,1509585.868
661541.9838,1509585.844,661538.6479,1509585.866
661542.3263,1509585.864,661539.0013,1509585.866
661542.669,1509585.848,661539.3529,1509585.865
661542.9936,1509585.85,661539.7018,1509585.865
661543.3361,1509585.852,661540.0498,1509585.864
661543.6608,1509585.836,661540.396,1509585.862
661543.9673,1509585.837,661540.7405,1509585.861
