raw_x_east,raw_y_north,x_east,y_north
661487.2232,1509582.759,661487.2232,1509582.759
661487.2232,1509582.759,661487.2232,1509582.759
661487.2232,1509582.759,661487.2232,1509582.759
661487.2232,1509582.759,661487.2232,1509582.759
661487.2232,1509582.759,661487.2232,1509582.759
661487.2232,1509582.759,661487.2232,1509582.759
661487.2232,1509582.759,661487.2232,1509582.759
661487.2232,1509582.759,661487.2232,1509582.759
661487.2233,1509582.741,661487.2232,1509582.758
661487.2232,1509582.759,661487.2232,1509582.758
661487.2232,1509582.759,661487.2232,1509582.758
661487.2233,1509582.741,661487.2232,1509582.756
661487.2233,1509582.741,661487.2232,1509582.754
661487.2233,1509582.741,661487.2232,1509582.752
661487.2233,1509582.741,661487.2232,1509582.75
661487.2232,1509582.759,661487.2232,1509582.75
661487.2232,1509582.759,661487.2232,1509582.75
661487.2229,1509582.796,661487.2232,1509582.754
661487.2228,1509582.815,661487.2232,1509582.761
661487.2226,1509582.852,661487.2231,1509582.771
661487.2223,1509582.907,661487.223,1509582.785
661487.2219,1509582.962,661487.2229,1509582.807
661487.2215,1509583.036,661487.2227,1509582.837
661487.2389,1509583.128,661487.2243,1509582.876
661487.2381,1509583.257,661487.2257,1509582.927
661487.2373,1509583.386,661487.2272,1509582.99
661487.2363,1509583.552,661487.2285,1509583.069
661487.2353,1509583.718,661487.2297,1509583.161
661487.2521,1509583.921,661487.2326,1509583.272
661487.2507,1509584.142,661487.2355,1509583.401
661487.2673,1509584.382,661487.24,1509583.549
661487.2838,1509584.622,661487.2461,1509583.715
661487.3002,1509584.899,661487.254,1509583.901
661487.2984,1509585.194,661487.26,1509584.108
661487.3145,1509585.507,661487.2676,1509584.333
661487.3306,1509585.821,661487.2769,1509584.576
661487.3465,1509586.153,661487.2879,1509584.836
661487.3624,1509586.503,661487.3006,1509585.114
661487.3782,1509586.872,661487.3133,1509585.41
661487.3761,1509587.204,661487.3258,1509585.716
661487.392,1509587.554,661487.3383,1509586.033
661487.3899,1509587.905,661487.3489,1509586.361
661487.3877,1509588.255,661487.3576,1509586.697
661487.4037,1509588.587,661487.3682,1509587.036
661487.4195,1509588.956,661487.3787,1509587.381
661487.4173,1509589.306,661487.3873,1509587.73
661487.415,1509589.675,661487.3942,1509588.082
661487.4127,1509590.062,661487.3992,1509588.438
661487.4102,1509590.468,661487.4024,1509588.797
661487.4257,1509590.874,661487.4074,1509589.164
661487.4232,1509591.279,661487.4105,1509589.537
661487.4386,1509591.703,661487.4154,1509589.917
661487.4542,1509592.109,661487.422,1509590.302
661487.4517,1509592.515,661487.4268,1509590.695
661487.4311,1509592.92,661487.428,1509591.091
661487.4467,1509593.326,661487.4309,1509591.493
661487.4442,1509593.732,661487.4338,1509591.899
661487.4418,1509594.119,661487.4367,1509592.304
661487.4573,1509594.525,661487.4415,1509592.71
661487.455,1509594.912,661487.4444,1509593.114
661487.4526,1509595.299,661487.4473,1509593.516
661487.4502,1509595.686,661487.4485,1509593.914
661487.4657,1509596.092,661487.4496,1509594.312
661487.4632,1509596.497,661487.4508,1509594.711
661487.4607,1509596.903,661487.4537,1509595.109
661487.4582,1509597.309,661487.4549,1509595.507
661487.4376,1509597.733,661487.4542,1509595.907
661487.417,1509598.157,661487.4518,1509596.311
661487.4323,1509598.599,661487.4493,1509596.719
661487.4115,1509599.042,661487.4449,1509597.132
661487.3908,1509599.484,661487.4387,1509597.55
661487.388,1509599.927,661487.4325,1509597.974
661487.3853,1509600.369,661487.4245,1509598.402
661487.3826,1509600.812,661487.4164,1509598.833
661487.3799,1509601.254,661487.4083,1509599.268
661487.3953,1509601.678,661487.402,1509599.705
661487.3927,1509602.102,661487.3975,1509600.142
661487.4081,1509602.526,661487.3967,1509600.579
661487.4056,1509602.932,661487.394,1509601.013
661487.403,1509603.356,661487.3931,1509601.444
661487.3825,1509603.762,661487.3923,1509601.872
661487.3799,1509604.186,661487.3915,1509602.298
661487.3952,1509604.628,661487.3925,1509602.724
661487.3927,1509605.034,661487.3935,1509603.146
661487.3721,1509605.458,661487.3927,1509603.566
661487.3874,1509605.901,661487.3919,1509603.988
661487.3848,1509606.325,661487.3911,1509604.411
661487.3819,1509606.786,661487.3885,1509604.837
661487.3792,1509607.228,661487.3859,1509605.266
661487.3765,1509607.671,661487.3832,1509605.698
661487.3738,1509608.113,661487.3823,1509606.133
661487.3711,1509608.537,661487.3815,1509606.568
661487.3685,1509608.961,661487.3788,1509607.001
661487.3658,1509609.404,661487.3761,1509607.438
661487.3451,1509609.846,661487.3734,1509607.877
661487.3423,1509610.289,661487.3689,1509608.316
661487.3395,1509610.749,661487.3644,1509608.758
661487.3548,1509611.192,661487.3617,1509609.199
661487.3521,1509611.635,661487.359,1509609.64
661487.3312,1509612.095,661487.3544,1509610.082
661487.3285,1509612.538,661487.3499,1509610.525
661487.3258,1509612.98,661487.3454,1509610.969
661487.3412,1509613.405,661487.3426,1509611.413
661487.3385,1509613.847,661487.3399,1509611.858
661487.3359,1509614.271,661487.339,1509612.3
661487.3512,1509614.714,661487.3399,1509612.743
661487.3486,1509615.138,661487.3408,1509613.181
661487.3459,1509615.58,661487.3399,1509613.62
661487.3431,1509616.023,661487.339,1509614.059
661487.3584,1509616.465,661487.3417,1509614.496
661487.3555,1509616.945,661487.3444,1509614.937
661487.3528,1509617.387,661487.3471,1509615.378
661487.3499,1509617.848,661487.348,1509615.822
661487.3292,1509618.291,661487.347,1509616.266
661487.3262,1509618.77,661487.3461,1509616.716
661487.3054,1509619.231,661487.3415,1509617.168
661487.2845,1509619.692,661487.3351,1509617.623
661487.2817,1509620.153,661487.3287,1509618.08
661487.2789,1509620.595,661487.3223,1509618.538
661487.2581,1509621.056,661487.3122,1509618.997
661487.2552,1509621.517,661487.3022,1509619.454
661487.2704,1509621.978,661487.294,1509619.913
661487.2675,1509622.457,661487.2857,1509620.374
661487.2645,1509622.937,661487.2792,1509620.839
661487.2798,1509623.379,661487.2746,1509621.299
661487.277,1509623.84,661487.2718,1509621.76
661487.2561,1509624.301,661487.2689,1509622.221
661487.2534,1509624.744,661487.2661,1509622.68
661487.2507,1509625.186,661487.2633,1509623.14
661487.2661,1509625.61,661487.2641,1509623.595
661487.2813,1509626.071,661487.2667,1509624.05
661487.2786,1509626.514,661487.2675,1509624.504
661487.2939,1509626.956,661487.2702,1509624.954
661487.3091,1509627.417,661487.2746,1509625.402
661487.3063,1509627.878,661487.2773,1509625.852
661487.3034,1509628.339,661487.2799,1509626.302
661487.3006,1509628.8,661487.2843,1509626.752
661487.3157,1509629.28,661487.2906,1509627.205
661487.3309,1509629.741,661487.2986,1509627.661
661487.3099,1509630.22,661487.303,1509628.122
661487.3249,1509630.718,661487.3073,1509628.586
661487.322,1509631.179,661487.3117,1509629.053
661487.3191,1509631.658,661487.3142,1509629.523
661487.3342,1509632.138,661487.3167,1509629.995
661487.3313,1509632.599,661487.3192,1509630.467
661487.3466,1509633.041,661487.3235,1509630.937
661487.3438,1509633.502,661487.3278,1509631.408
661487.341,1509633.963,661487.3304,1509631.876
661487.3381,1509634.424,661487.3311,1509632.344
661487.3532,1509634.904,661487.3354,1509632.813
661487.3322,1509635.383,661487.3362,1509633.279
661487.3293,1509635.862,661487.3369,1509633.748
661487.3263,1509636.342,661487.3376,1509634.216
661487.3234,1509636.821,661487.3365,1509634.684
661487.3204,1509637.3,661487.3354,1509635.154
661487.3174,1509637.798,661487.3325,1509635.63
661487.3144,1509638.278,661487.3296,1509636.108
661487.2936,1509638.739,661487.3248,1509636.585
661487.2726,1509639.218,661487.3183,1509637.064
661487.2696,1509639.697,661487.3099,1509637.544
661487.2668,1509640.158,661487.3034,1509638.021
661487.2638,1509640.637,661487.2968,1509638.499
661487.2428,1509641.135,661487.2885,1509638.978
661487.2397,1509641.633,661487.2801,1509639.459
661487.2186,1509642.131,661487.2699,1509639.942
661487.1975,1509642.628,661487.2579,1509640.425
661487.1943,1509643.145,661487.2459,1509640.912
661487.1732,1509643.642,661487.2339,1509641.402
661487.1702,1509644.14,661487.2237,1509641.895
661487.1671,1509644.638,661487.2134,1509642.389
661487.1642,1509645.117,661487.2031,1509642.885
661487.1612,1509645.597,661487.1929,1509643.381
661487.1583,1509646.076,661487.1844,1509643.875
661487.1733,1509646.556,661487.1778,1509644.367
661487.1525,1509647.016,661487.1712,1509644.856
661487.1316,1509647.477,661487.1646,1509645.34
661487.1288,1509647.938,661487.158,1509645.82
661487.1258,1509648.418,661487.1533,1509646.297
661487.123,1509648.879,661487.1486,1509646.771
661487.1202,1509649.339,661487.1439,1509647.241
661487.0992,1509649.819,661487.1374,1509647.711
661487.0963,1509650.28,661487.1309,1509648.18
661487.1113,1509650.778,661487.1262,1509648.65
661487.0902,1509651.275,661487.1179,1509649.122
661487.0692,1509651.755,661487.1096,1509649.596
661487.0841,1509652.271,661487.1048,1509650.075
661487.081,1509652.769,661487.1,1509650.558
661487.0601,1509653.248,661487.0935,1509651.041
661487.057,1509653.746,661487.0869,1509651.528
661487.054,1509654.225,661487.0802,1509652.016
661487.051,1509654.723,661487.0754,1509652.507
661487.048,1509655.202,661487.0706,1509652.999
661487.0452,1509655.663,661487.064,1509653.488
661487.0424,1509656.124,661487.0592,1509653.973
661487.0215,1509656.585,661487.0544,1509654.456
661487.0187,1509657.046,661487.0479,1509654.933
661487.0158,1509657.507,661487.0414,1509655.407
661487.0131,1509657.949,661487.0367,1509655.877
661487.0103,1509658.41,661487.032,1509656.344
661486.9895,1509658.853,661487.0255,1509656.806
661486.9686,1509659.314,661487.0173,1509657.265
661486.9658,1509659.775,661487.0091,1509657.723
