time_operate,raw_speed,raw_speed_filter,filter_speed,filter_speed_filter
0.16,0.41,0,0.02,0
0.32,0.0,0,0.02,0
0.48,0.41,0,0.0,0
0.64,0.41,0,0.02,0
0.8,0.0,0,0.02,0
0.96,0.0,0,0.0,0
1.12,0.0,0,0.02,0
1.28,0.0,0,0.02,0
1.44,0.0,0,0.02,0
1.6,0.0,0,0.02,0
1.76,0.0,0,0.0,0
1.92,0.0,0,0.02,0
2.08,0.0,0,0.02,0
2.24,0.41,0,0.02,0
2.4,0.0,0,0.0,0
2.56,0.0,0,0.02,0
2.72,0.0,0,0.0,0
2.88,0.0,0,0.0,0
3.04,0.0,0,0.0,0
3.2,0.0,0,0.0,0
3.36,0.83,0.1,0.05,0.01
3.52,1.67,0.19,0.13,0.02
3.68,1.74,0.25,0.2,0.03
3.84,1.85,0.33,0.3,0.04
4.0,2.41,0.45,0.42,0.06
4.16,2.41,0.57,0.54,0.09
4.32,2.64,0.7,0.67,0.12
4.48,3.03,0.85,0.82,0.16
4.64,3.65,1.03,0.97,0.21
4.8,2.98,1.18,1.12,0.27
4.96,4.19,1.39,1.31,0.33
5.12,3.71,1.58,1.49,0.4
5.28,3.34,1.74,1.66,0.49
5.44,3.71,1.91,1.84,0.58
5.6,3.71,2.09,2.02,0.68
5.76,3.9,2.29,2.22,0.79
5.92,4.26,2.5,2.43,0.91
6.08,3.94,2.7,2.62,1.04
6.24,4.34,2.92,2.84,1.18
6.4,4.09,3.12,3.04,1.33
6.56,4.64,3.31,3.24,1.49
6.72,4.09,3.43,3.36,1.66
6.88,3.9,3.54,3.48,1.82
7.04,4.47,3.67,3.61,1.99
7.2,4.13,3.76,3.69,2.15
7.36,4.64,3.87,3.8,2.31
7.52,4.13,3.94,3.87,2.47
7.68,4.13,4.0,3.93,2.63
7.84,4.47,4.04,4.0,2.78
8.0,4.83,4.13,4.1,2.93
8.16,4.64,4.15,4.13,3.07
8.32,5.01,4.22,4.2,3.2
8.48,4.47,4.28,4.26,3.33
