time_operate,x_east,y_north,latitude,longitude
0.0,661430.2290500486,1509508.8955403864,13.649946166666666,100.49246933333332
0.16,661430.2290500486,1509508.8955403864,13.649946166666666,100.49246933333332
0.32,661430.2290500486,1509508.8955403864,13.649946166666666,100.49246933333332
0.48,661430.2290500486,1509508.8955403864,13.649946166666666,100.49246933333332
0.64,661430.235060331,1509508.8955773413,13.649946166666666,100.49246938888886
0.8,661430.2410706107,1509508.8956142957,13.649946166666666,100.4924694444444
0.96,661430.2470430993,1509508.9017971093,13.649946222222221,100.49246949999993
1.12,661430.247005311,1509508.9079429684,13.649946277777778,100.49246949999993
1.28,661430.2469675227,1509508.9140888273,13.649946333333332,100.49246949999993
1.44,661430.2469675227,1509508.9140888273,13.649946333333332,100.49246949999993
1.6,661430.2469675227,1509508.9140888273,13.649946333333332,100.49246949999993
1.76,661430.2469675227,1509508.9140888273,13.649946333333332,100.49246949999993
1.92,661430.247005311,1509508.9079429684,13.649946277777778,100.49246949999993
2.08,661430.2470430993,1509508.9017971093,13.649946222222221,100.49246949999993
2.24,661430.2470808877,1509508.8956512506,13.649946166666666,100.49246949999993
2.4,661430.2470808877,1509508.8956512506,13.649946166666666,100.49246949999993
2.56,661430.2470808877,1509508.8956512506,13.649946166666666,100.49246949999993
2.72,661430.2470808877,1509508.8956512506,13.649946166666666,100.49246949999993
2.88,661430.2470808877,1509508.8956512506,13.649946166666666,100.49246949999993
3.04,661430.2470808877,1509508.8956512506,13.649946166666666,100.49246949999993
3.2,661430.2530911728,1509508.8956882053,13.649946166666666,100.4924695555555
3.36,661430.2530911728,1509508.8956882053,13.649946166666666,100.4924695555555
3.52,661430.2530911728,1509508.8956882053,13.649946166666666,100.4924695555555
3.68,661430.2470808877,1509508.8956512506,13.649946166666666,100.49246949999993
3.84,661430.2530911728,1509508.8956882053,13.649946166666666,100.4924695555555
4.0,661430.259101458,1509508.8957251601,13.649946166666666,100.49246961111108
4.16,661430.259101458,1509508.8957251601,13.649946166666666,100.49246961111108
