time_operate,raw_speed,raw_speed_filter,filter_speed,filter_speed_filter
0.16,0.0,0,0.85,0
0.32,0.0,0,0.77,0
0.48,0.41,0,0.66,0
0.64,0.42,0,0.56,0
0.8,0.0,0,0.46,0
0.96,0.0,0,0.39,0
1.12,0.0,0,0.32,0
1.28,0.41,0,0.23,0
1.44,0.0,0,0.16,0
1.6,0.0,0,0.12,0
1.76,0.91,0,0.1,0
1.92,0.91,0,0.12,0
2.08,1.47,0,0.16,0
2.24,2.05,0,0.23,0
2.4,2.06,0,0.31,0
2.56,2.05,0,0.38,0
2.72,2.62,0,0.52,0
2.88,2.73,0,0.66,0
3.04,2.73,0,0.81,0
3.2,2.95,0,0.97,0
3.36,2.95,1.23,1.12,0.45
3.52,2.95,1.38,1.26,0.48
3.68,3.29,1.52,1.45,0.52
3.84,3.29,1.67,1.62,0.57
4.0,2.73,1.8,1.76,0.63
4.16,3.85,2.0,1.95,0.71
4.32,3.29,2.16,2.11,0.8
4.48,3.65,2.32,2.31,0.91
4.64,3.52,2.5,2.49,1.02
4.8,3.85,2.69,2.68,1.15
4.96,4.36,2.87,2.85,1.29
5.12,4.09,3.02,3.01,1.43
5.28,3.85,3.14,3.13,1.58
5.44,4.09,3.25,3.23,1.73
5.6,3.52,3.32,3.31,1.88
5.76,4.2,3.43,3.42,2.03
5.92,4.2,3.5,3.5,2.18
6.08,4.01,3.57,3.56,2.33
6.24,4.2,3.64,3.63,2.47
6.4,4.42,3.72,3.71,2.6
6.56,3.85,3.76,3.75,2.74
6.72,3.85,3.76,3.75,2.74
6.88,4.2,3.82,3.86,2.87
7.04,4.42,3.88,3.92,2.99
7.2,4.2,3.92,3.99,3.11
7.36,4.56,4.02,4.02,3.22
7.52,4.2,4.03,4.07,3.33
7.68,4.2,4.08,4.1,3.43
7.84,4.42,4.12,4.14,3.52
8.0,4.56,4.17,4.18,3.6
8.16,4.2,4.19,4.17,3.68
8.32,4.56,4.2,4.2,3.74
8.48,4.2,4.2,4.21,3.8
8.64,4.2,4.22,4.22,3.86
8.8,4.56,4.24,4.27,3.91
8.96,4.38,4.29,4.28,3.96
9.12,4.42,4.3,4.29,4.0
9.28,4.56,4.32,4.32,4.04
