time_operate,raw_speed,raw_speed_filter,filter_speed,filter_speed_filter
0.16,0.58,0,1.74,0
0.32,0.0,0,1.54,0
0.48,0.42,0,1.41,0
0.64,0.0,0,1.22,0
0.8,0.42,0,1.08,0
0.96,0.0,0,0.93,0
1.12,0.0,0,0.79,0
1.28,0.0,0,0.64,0
1.44,0.0,0,0.51,0
1.6,0.41,0,0.38,0
1.76,0.0,0,0.27,0
1.92,0.0,0,0.17,0
2.08,0.42,0,0.11,0
2.24,0.41,0,0.03,0
2.4,0.93,0,0.05,0
2.56,1.29,0,0.13,0
2.72,1.74,0,0.23,0
2.88,2.19,0,0.35,0
3.04,2.05,0,0.43,0
3.2,2.73,0,0.55,0
3.36,2.73,0.79,0.68,0.58
3.52,2.38,0.91,0.8,0.54
3.68,2.95,1.03,0.94,0.51
3.84,3.29,1.2,1.1,0.51
4.0,2.73,1.31,1.23,0.52
4.16,3.2,1.47,1.38,0.54
4.32,3.65,1.65,1.56,0.58
4.48,3.52,1.83,1.74,0.63
4.64,3.29,2.0,1.9,0.7
4.8,3.85,2.17,2.11,0.79
4.96,3.29,2.33,2.28,0.89
5.12,3.78,2.52,2.47,1.0
5.28,3.65,2.68,2.66,1.13
5.44,3.85,2.85,2.83,1.27
5.6,4.01,3.01,2.99,1.42
5.76,4.01,3.14,3.13,1.57
5.92,4.2,3.27,3.26,1.72
6.08,4.2,3.37,3.36,1.87
6.24,3.65,3.45,3.44,2.02
6.4,4.42,3.53,3.52,2.17
6.56,4.01,3.6,3.58,2.31
6.72,4.2,3.69,3.68,2.46
6.88,4.56,3.77,3.76,2.6
7.04,3.85,3.8,3.78,2.73
7.2,4.56,3.89,3.88,2.87
7.36,4.56,3.96,3.95,2.99
7.52,3.52,3.95,3.94,3.11
7.68,4.76,4.01,4.0,3.23
7.84,4.2,4.06,4.05,3.33
8.0,4.2,4.07,4.06,3.43
8.16,4.38,4.13,4.12,3.52
8.32,4.2,4.15,4.14,3.61
8.48,4.56,4.2,4.19,3.68
8.64,4.36,4.22,4.21,3.75
8.8,4.2,4.23,4.22,3.81
8.96,4.56,4.26,4.25,3.87
9.12,4.2,4.26,4.25,3.92
9.28,4.56,4.28,4.26,3.96
9.44,4.09,4.3,4.28,4.01
9.6,4.38,4.3,4.28,4.04
9.76,4.56,4.32,4.31,4.08
9.92,4.2,4.32,4.31,4.11
10.08,4.76,4.33,4.32,4.14
10.24,4.2,4.35,4.34,4.17
10.4,4.42,4.34,4.33,4.19
10.56,4.42,4.34,4.32,4.21
10.72,4.76,4.4,4.39,4.23
10.88,4.2,4.37,4.36,4.25
11.04,4.2,4.37,4.36,4.27
11.2,4.42,4.38,4.37,4.28
11.36,4.56,4.39,4.38,4.29
11.52,4.2,4.39,4.38,4.31
11.68,4.76,4.4,4.39,4.32
11.84,4.42,4.4,4.4,4.33
12.0,5.29,4.46,4.45,4.34
12.16,4.76,4.47,4.46,4.35
12.32,4.76,4.5,4.49,4.36
12.48,4.38,4.49,4.48,4.37
12.64,4.76,4.52,4.51,4.38
12.8,4.42,4.52,4.52,4.39
12.96,4.2,4.5,4.5,4.4
13.12,4.42,4.52,4.51,4.41
13.28,4.67,4.51,4.5,4.42
13.44,4.76,4.54,4.53,4.43
13.6,4.42,4.54,4.53,4.44
13.76,4.92,4.56,4.55,4.45
13.92,5.11,4.58,4.57,4.46
14.08,4.42,4.59,4.58,4.47
14.24,4.76,4.62,4.61,4.49
14.4,4.67,4.63,4.62,4.5
14.56,4.76,4.64,4.63,4.51
14.72,4.42,4.65,4.64,4.52
14.88,4.67,4.65,4.64,4.54
15.04,4.92,4.67,4.66,4.55
15.2,4.56,4.64,4.63,4.56
15.36,4.99,4.65,4.64,4.57
15.52,4.42,4.63,4.62,4.57
15.68,4.92,4.66,4.65,4.58
15.84,5.11,4.68,4.67,4.59
16.0,4.92,4.7,4.69,4.6
16.16,4.99,4.74,4.73,4.61
16.32,4.99,4.77,4.76,4.62
16.48,5.14,4.79,4.78,4.64
16.64,5.11,4.81,4.79,4.65
16.8,4.76,4.83,4.81,4.66
16.96,4.67,4.82,4.8,4.68
17.12,4.56,4.79,4.77,4.69
17.28,5.25,4.83,4.81,4.7
17.44,4.76,4.83,4.81,4.71
17.6,4.92,4.84,4.82,4.72
17.76,4.67,4.84,4.81,4.73
17.92,5.25,4.88,4.85,4.74
18.08,4.76,4.88,4.86,4.75
18.24,4.99,4.89,4.86,4.76
18.4,4.99,4.91,4.89,4.77
18.56,4.99,4.91,4.89,4.78
18.72,4.76,4.93,4.9,4.8
18.88,4.92,4.93,4.9,4.81
19.04,4.92,4.92,4.89,4.82
19.2,4.67,4.9,4.88,4.83
19.36,4.99,4.9,4.88,4.84
19.52,4.56,4.88,4.86,4.84
19.68,5.57,4.9,4.89,4.85
19.84,4.56,4.88,4.86,4.85
20.0,4.99,4.89,4.87,4.86
20.16,4.76,4.89,4.87,4.86
20.32,4.76,4.9,4.89,4.86
20.48,4.94,4.89,4.87,4.87
20.64,4.56,4.88,4.86,4.87
20.8,4.99,4.88,4.86,4.87
20.96,4.76,4.88,4.87,4.88
21.12,4.67,4.86,4.84,4.87
21.28,4.67,4.85,4.83,4.87
21.44,5.33,4.87,4.85,4.87
21.6,4.56,4.85,4.83,4.87
21.76,4.99,4.85,4.83,4.87
21.92,4.42,4.83,4.81,4.86
22.08,4.99,4.83,4.82,4.86
22.24,4.42,4.81,4.8,4.85
22.4,5.11,4.83,4.82,4.85
22.56,4.36,4.8,4.78,4.85
22.72,4.99,4.82,4.81,4.84
22.88,4.99,4.79,4.78,4.84
23.04,4.99,4.79,4.78,4.84
23.2,5.33,4.83,4.81,4.84
23.36,4.42,4.8,4.8,4.83
23.52,4.99,4.81,4.81,4.83
23.68,4.76,4.81,4.8,4.82
23.84,4.67,4.8,4.81,4.82
24.0,4.99,4.82,4.81,4.82
24.16,4.42,4.79,4.79,4.82
24.32,4.67,4.79,4.79,4.81
24.48,4.94,4.8,4.81,4.81
24.64,4.99,4.82,4.79,4.81
24.8,4.76,4.79,4.8,4.81
24.96,4.99,4.81,4.8,4.8
25.12,4.67,4.79,4.81,4.8
25.28,4.42,4.79,4.79,4.8
25.44,4.99,4.79,4.81,4.8
25.6,4.76,4.81,4.8,4.8
25.76,4.67,4.79,4.81,4.8
25.92,4.99,4.82,4.81,4.8
26.08,4.76,4.81,4.8,4.8
26.24,4.67,4.79,4.79,4.8
26.4,4.99,4.78,4.77,4.8
26.56,4.67,4.79,4.79,4.8
26.72,4.76,4.78,4.77,4.8
26.88,5.11,4.79,4.79,4.8
27.04,4.56,4.79,4.78,4.8
27.2,4.94,4.79,4.78,4.79
27.36,4.76,4.8,4.79,4.79
27.52,5.33,4.84,4.83,4.8
27.68,5.11,4.84,4.84,4.8
27.84,4.99,4.84,4.84,4.8
28.0,4.67,4.84,4.83,4.8
28.16,4.76,4.83,4.82,4.8
28.32,4.76,4.83,4.82,4.8
28.48,5.25,4.87,4.86,4.81
28.64,4.76,4.86,4.85,4.81
28.8,4.76,4.86,4.85,4.81
28.96,5.11,4.89,4.87,4.81
29.12,4.76,4.87,4.86,4.82
29.28,5.33,4.9,4.89,4.82
29.44,4.92,4.92,4.9,4.83
29.6,5.29,4.93,4.91,4.83
29.76,5.11,4.95,4.94,4.84
29.92,5.11,4.97,4.95,4.85
30.08,4.76,4.95,4.94,4.86
30.24,5.29,4.99,4.97,4.87
30.4,4.99,4.99,4.98,4.88
30.56,5.11,5.01,5.0,4.89
30.72,5.11,5.0,4.99,4.9
30.88,5.11,5.0,4.99,4.9
31.04,5.29,5.01,5.0,4.91
31.2,5.11,5.03,5.02,4.92
31.36,5.47,5.07,5.06,4.93
31.52,4.92,5.08,5.07,4.95
31.68,5.11,5.07,5.06,4.96
31.84,5.14,5.09,5.08,4.97
32.0,5.33,5.12,5.11,4.98
32.16,4.99,5.11,5.1,4.99
32.32,5.33,5.14,5.13,5.0
32.48,4.76,5.11,5.1,5.01
32.64,5.11,5.12,5.11,5.03
32.8,5.11,5.11,5.1,5.03
32.96,5.11,5.11,5.1,5.04
33.12,4.94,5.1,5.09,5.05
33.28,5.11,5.12,5.1,5.06
33.44,4.48,5.08,5.05,5.06
33.6,4.56,5.06,5.03,5.06
33.76,4.56,5.03,5.0,5.06
33.92,4.76,5.01,4.98,5.06
34.08,4.76,5.0,4.96,5.06
34.24,5.47,5.01,4.97,5.06
34.4,9.25,5.21,5.0,5.06
34.56,5.62,5.22,5.0,5.06
34.72,5.52,5.25,5.03,5.05
34.88,4.99,5.24,5.02,5.05
35.04,5.57,5.27,5.06,5.05
35.2,4.99,5.25,5.04,5.05
35.36,4.67,5.23,5.02,5.04
35.52,5.25,5.23,5.02,5.04
35.68,4.94,5.24,5.03,5.04
35.84,5.11,5.24,5.03,5.03
36.0,4.99,5.23,5.03,5.03
36.16,5.67,5.26,5.05,5.03
36.32,4.76,5.25,5.04,5.02
36.48,5.33,5.26,5.06,5.02
36.64,4.94,5.29,5.12,5.02
36.8,5.11,5.31,5.15,5.03
36.96,5.25,5.35,5.19,5.04
37.12,4.99,5.36,5.2,5.05
37.28,4.65,5.35,5.2,5.06
37.44,5.29,5.34,5.18,5.07
37.6,4.94,5.13,5.09,5.08
37.76,4.76,5.09,5.06,5.08
37.92,4.76,5.05,5.03,5.08
38.08,4.99,5.05,5.03,5.08
38.24,4.67,5.0,4.98,5.08
38.4,6.4,5.07,5.05,5.08
38.56,4.67,5.07,5.05,5.08
38.72,5.23,5.07,5.04,5.08
38.88,5.11,5.08,5.05,5.08
39.04,4.99,5.07,5.05,5.08
39.2,4.76,5.06,5.03,5.08
39.36,5.25,5.04,5.01,5.08
39.52,5.23,5.07,5.04,5.08
39.68,4.67,5.03,5.0,5.08
39.84,5.11,5.04,5.01,5.07
40.0,4.36,5.0,4.97,5.06
40.16,4.42,4.96,4.93,5.05
40.32,5.11,4.97,4.94,5.04
40.48,4.42,4.96,4.93,5.02
40.64,5.11,4.95,4.92,5.01
40.8,4.67,4.93,4.91,5.0
40.96,4.94,4.94,4.92,4.99
41.12,4.24,4.92,4.88,4.99
41.28,4.76,4.91,4.86,4.98
41.44,5.11,4.93,4.88,4.97
41.6,6.48,4.93,4.84,4.96
41.76,6.5,5.02,4.9,4.96
41.92,5.47,5.04,4.92,4.95
42.08,5.53,5.06,4.93,4.94
42.24,4.47,5.03,4.86,4.93
42.4,4.94,5.04,4.86,4.93
42.56,4.36,4.99,4.82,4.92
42.72,4.67,4.97,4.8,4.9
42.88,4.56,4.96,4.79,4.89
43.04,4.67,4.94,4.77,4.88
43.2,4.99,4.97,4.8,4.87
43.36,4.56,4.98,4.81,4.87
43.52,4.67,4.96,4.79,4.86
43.68,4.24,4.95,4.77,4.85
43.84,4.67,4.92,4.75,4.84
44.0,4.09,4.9,4.72,4.83
44.16,4.94,4.9,4.72,4.82
44.32,4.14,4.89,4.71,4.81
44.48,4.42,4.87,4.69,4.81
44.64,4.76,4.86,4.67,4.8
44.8,4.67,4.77,4.63,4.79
44.96,4.99,4.69,4.59,4.77
45.12,4.65,4.65,4.55,4.75
45.28,4.67,4.61,4.52,4.73
45.44,4.99,4.63,4.58,4.72
45.6,6.41,4.71,4.66,4.71
45.76,4.99,4.74,4.69,4.7
45.92,5.52,4.78,4.73,4.7
46.08,5.33,4.82,4.77,4.7
46.24,4.94,4.83,4.78,4.7
46.4,5.33,4.85,4.8,4.7
