time_operate,raw_speed,raw_speed_filter,filter_speed,filter_speed_filter
0.16,0.58,0,0.31,0
0.32,0.0,0,0.28,0
0.48,0.0,0,0.23,0
0.64,0.0,0,0.19,0
0.8,0.0,0,0.16,0
0.96,0.0,0,0.13,0
1.12,0.42,0,0.12,0
1.28,0.0,0,0.1,0
1.44,0.42,0,0.09,0
1.6,0.58,0,0.09,0
1.76,0.41,0,0.1,0
1.92,0.58,0,0.12,0
2.08,0.58,0,0.15,0
2.24,0.41,0,0.16,0
2.4,0.91,0,0.19,0
2.56,0.58,0,0.22,0
2.72,0.41,0,0.25,0
2.88,0.58,0,0.28,0
3.04,0.91,0,0.32,0
3.2,0.58,0,0.34,0
3.36,0.58,0.4,0.36,0.19
3.52,0.91,0.44,0.41,0.2
3.68,0.41,0.46,0.43,0.21
3.84,0.58,0.49,0.45,0.22
4.0,0.58,0.52,0.48,0.24
4.16,0.58,0.55,0.51,0.26
4.32,0.91,0.58,0.54,0.28
4.48,0.41,0.6,0.56,0.3
4.64,0.58,0.6,0.58,0.33
4.8,0.91,0.62,0.6,0.35
4.96,0.58,0.63,0.61,0.38
5.12,0.58,0.63,0.61,0.4
5.28,0.58,0.63,0.61,0.43
5.44,0.91,0.65,0.63,0.45
5.6,0.58,0.64,0.62,0.47
5.76,0.41,0.63,0.61,0.49
5.92,0.58,0.64,0.62,0.51
6.08,0.91,0.65,0.63,0.53
6.24,0.58,0.64,0.62,0.54
6.4,0.91,0.65,0.63,0.56
6.56,0.58,0.65,0.63,0.57
6.72,0.58,0.64,0.62,0.58
6.88,0.91,0.66,0.65,0.59
7.04,0.91,0.68,0.66,0.6
7.2,0.91,0.7,0.68,0.61
7.36,0.93,0.71,0.69,0.62
7.52,1.29,0.73,0.71,0.63
7.68,0.91,0.76,0.74,0.64
7.84,0.91,0.77,0.75,0.65
8.0,1.16,0.79,0.77,0.65
8.16,1.47,0.83,0.81,0.66
8.32,0.91,0.85,0.83,0.68
8.48,1.16,0.88,0.86,0.69
8.64,1.29,0.89,0.87,0.7
8.8,1.16,0.92,0.9,0.71
8.96,1.47,0.98,0.96,0.73
9.12,0.91,0.99,0.97,0.75
9.28,0.91,0.99,0.97,0.77
9.44,1.16,1.02,1.0,0.79
9.6,0.91,1.02,1.0,0.8
9.76,0.58,1.02,1.0,0.82
9.92,0.81,1.03,1.01,0.84
10.08,0.91,1.03,1.01,0.86
10.24,0.58,1.02,0.99,0.88
10.4,0.91,1.02,0.99,0.89
10.56,0.58,1.0,0.98,0.91
10.72,0.91,0.98,0.96,0.92
10.88,0.58,0.96,0.95,0.93
11.04,0.58,0.95,0.93,0.94
11.2,0.58,0.92,0.9,0.94
11.36,0.91,0.89,0.87,0.95
11.52,0.41,0.87,0.84,0.95
11.68,0.91,0.85,0.83,0.95
11.84,0.58,0.82,0.8,0.94
12.0,0.91,0.81,0.79,0.94
12.16,0.58,0.76,0.74,0.93
12.32,0.58,0.74,0.73,0.91
12.48,0.91,0.74,0.73,0.9
12.64,0.58,0.71,0.7,0.89
