time_operate,raw_speed,raw_speed_filter,filter_speed,filter_speed_filter
0.16,0.0,0,0.1,0
0.32,0.0,0,0.09,0
0.48,0.41,0,0.09,0
0.64,0.41,0,0.07,0
0.8,0.0,0,0.06,0
0.96,0.0,0,0.06,0
1.12,0.0,0,0.06,0
1.28,0.41,0,0.07,0
1.44,0.0,0,0.07,0
1.6,0.0,0,0.06,0
1.76,0.0,0,0.06,0
1.92,0.0,0,0.05,0
2.08,0.0,0,0.05,0
2.24,0.58,0,0.04,0
2.4,1.47,0,0.1,0
2.56,1.47,0,0.17,0
2.72,1.74,0,0.26,0
2.88,2.38,0,0.36,0
3.04,2.05,0,0.47,0
3.2,2.73,0,0.6,0
3.36,2.73,0.82,0.74,0.18
3.52,2.95,0.97,0.88,0.22
3.68,2.95,1.09,1.05,0.26
3.84,2.95,1.22,1.18,0.32
4.0,3.2,1.38,1.34,0.38
4.16,3.29,1.54,1.5,0.46
4.32,2.95,1.69,1.65,0.53
4.48,3.85,1.86,1.86,0.62
4.64,3.85,2.06,2.05,0.72
4.8,3.52,2.23,2.23,0.83
4.96,3.85,2.43,2.42,0.95
5.12,3.85,2.62,2.61,1.08
5.28,3.85,2.81,2.81,1.22
5.44,4.2,2.99,2.99,1.36
5.6,3.85,3.11,3.11,1.51
5.76,4.2,3.25,3.24,1.67
5.92,4.42,3.38,3.38,1.82
6.08,3.85,3.45,3.45,1.98
6.24,4.09,3.56,3.55,2.13
6.4,4.2,3.63,3.63,2.28
6.56,4.42,3.71,3.71,2.43
6.72,4.2,3.78,3.77,2.58
6.88,4.76,3.87,3.87,2.72
7.04,4.42,3.94,3.94,2.86
7.2,4.56,4.01,4.01,2.99
7.36,4.76,4.08,4.08,3.12
7.52,4.42,4.16,4.15,3.24
7.68,4.42,4.16,4.15,3.24
7.84,4.76,4.2,4.23,3.36
8.0,4.56,4.24,4.28,3.47
8.16,4.42,4.28,4.31,3.58
8.32,4.76,4.33,4.35,3.67
8.48,4.42,4.36,4.38,3.76
8.64,4.76,4.4,4.41,3.84
8.8,4.42,4.41,4.44,3.91
8.96,4.99,4.47,4.48,3.98
9.12,4.56,4.49,4.48,4.04
9.28,4.99,4.52,4.54,4.1
9.44,4.76,4.56,4.57,4.16
9.6,4.42,4.58,4.59,4.21
9.76,4.42,4.59,4.59,4.26
9.92,4.99,4.62,4.63,4.31
10.08,4.42,4.63,4.61,4.35
10.24,4.76,4.63,4.63,4.39
10.4,4.76,4.65,4.64,4.42
10.56,4.42,4.64,4.62,4.45
10.72,4.67,4.63,4.63,4.48
10.88,4.76,4.65,4.65,4.5
11.04,4.76,4.65,4.65,4.52
11.2,4.65,4.66,4.65,4.54
11.36,4.76,4.67,4.67,4.56
11.52,4.67,4.67,4.66,4.58
11.68,4.76,4.69,4.68,4.59
11.84,4.76,4.69,4.68,4.6
12.0,4.67,4.7,4.69,4.62
12.16,4.76,4.69,4.68,4.63
12.32,5.25,4.72,4.71,4.64
12.48,4.99,4.72,4.71,4.65
12.64,4.67,4.72,4.71,4.65
12.8,4.76,4.73,4.72,4.66
12.96,5.11,4.77,4.76,4.67
13.12,4.42,4.74,4.73,4.67
13.28,5.23,4.78,4.77,4.68
13.44,4.99,4.79,4.78,4.69
13.6,4.67,4.79,4.77,4.7
13.76,5.33,4.83,4.82,4.71
13.92,4.99,4.85,4.83,4.72
14.08,5.33,4.88,4.86,4.73
14.24,4.76,4.88,4.86,4.74
14.4,5.9,4.94,4.93,4.75
14.56,5.33,4.97,4.96,4.77
14.72,4.99,4.98,4.97,4.78
14.88,5.25,5.01,5.0,4.8
15.04,4.99,5.02,5.01,4.81
15.2,5.11,5.04,5.03,4.83
15.36,4.99,5.05,5.04,4.85
15.52,5.25,5.05,5.04,4.87
15.68,4.99,5.05,5.04,4.88
15.84,5.25,5.08,5.07,4.9
16.0,5.25,5.11,5.1,4.92
16.16,5.33,5.12,5.11,4.94
