time_operate,raw_speed,filter_speed
0.32,0.0,0.0
0.64,0.0,0.01
0.96,0.0,0.0
1.28,0.0,0.0
1.6,0.0,0.01
1.92,0.0,0.01
2.24,0.0,0.01
2.56,0.21,0.01
2.88,1.68,0.09
3.2,3.13,0.25
3.52,4.38,0.47
3.84,4.38,0.47
4.16,5.0,0.97
4.48,5.42,1.24
4.8,5.42,1.51
5.12,5.42,1.78
5.44,5.22,2.04
5.76,5.42,2.31
6.08,5.42,2.59
6.4,5.63,2.87
6.72,5.42,3.14
7.04,5.21,3.4
7.36,5.42,3.67
7.68,5.42,3.94
8.0,5.0,4.19
8.32,5.42,4.46
8.64,5.42,4.73
8.96,5.42,4.99
9.28,5.42,5.18
9.6,5.22,5.29
9.92,5.42,5.34
10.24,5.22,5.35
10.56,5.42,5.37
10.88,5.42,5.37
11.2,5.21,5.36
11.52,5.22,5.35
11.84,5.42,5.36
12.16,5.63,5.37
12.48,5.21,5.36
12.8,5.42,5.35
13.12,5.42,5.35
13.44,5.21,5.35
13.6,5.42,10.43
13.92,5.21,5.2
14.08,5.42,10.18
14.4,5.21,5.08
14.72,5.21,5.07
15.04,5.42,5.07
15.36,5.42,5.07
15.68,5.42,5.08
15.84,5.44,9.88
16.16,5.42,4.95
16.48,5.63,4.96
16.8,5.42,4.96
17.12,5.42,4.97
17.44,5.42,4.98
17.76,5.63,4.99
18.08,5.42,4.98
18.4,5.42,4.99
18.72,5.42,4.99
19.04,5.42,4.99
19.36,5.42,5.0
19.68,5.21,5.13
20.0,5.42,5.14
20.32,5.22,5.26
20.64,5.42,5.28
20.96,5.22,5.27
21.28,5.21,5.26
21.6,5.42,5.26
21.92,5.42,5.26
22.24,5.42,5.4
22.56,5.42,5.4
22.88,5.42,5.39
23.2,5.44,5.39
23.52,5.42,5.39
23.84,5.42,5.39
24.16,5.22,5.37
24.48,5.42,5.37
24.8,5.22,5.36
25.12,5.02,5.34
25.44,5.44,5.34
25.76,5.42,5.34
26.08,5.23,5.34
26.4,5.44,5.34
26.72,5.23,5.34
27.04,5.23,5.33
27.36,5.25,5.33
27.68,5.44,5.34
28.0,5.25,5.34
28.32,5.23,5.33
28.48,5.44,10.38
28.8,5.25,5.18
29.12,5.44,5.18
29.44,5.23,5.17
29.76,5.22,5.16
30.08,5.23,5.15
30.4,5.44,5.16
30.72,5.23,5.15
31.04,5.42,5.16
31.36,5.23,5.18
31.68,5.44,5.18
32.0,5.42,5.18
32.32,5.44,5.19
32.64,5.44,5.19
32.96,5.22,5.18
33.28,5.22,5.18
33.6,5.44,5.19
33.92,5.22,5.18
34.24,5.42,5.19
34.56,5.22,5.19
34.88,5.42,5.33
35.2,5.42,5.34
35.52,5.42,5.34
35.84,5.42,5.34
36.16,5.63,5.37
36.48,5.42,5.38
36.8,5.42,5.37
37.12,5.42,5.38
37.44,5.42,5.38
37.76,5.42,5.39
38.08,5.63,5.4
38.4,5.63,5.41
38.72,5.42,5.41
39.04,5.42,5.41
39.36,5.42,5.42
39.68,5.21,5.42
40.0,5.42,5.42
40.32,5.42,5.43
40.64,5.23,5.42
40.96,5.42,5.43
41.28,5.44,5.43
41.6,5.42,5.43
41.92,5.45,5.43
42.24,5.45,5.43
42.56,5.44,5.42
42.88,5.48,5.42
43.2,5.44,5.42
43.52,5.45,5.43
43.84,5.44,5.43
44.16,5.44,5.43
44.48,5.44,5.42
44.64,5.44,10.55
44.96,5.22,5.26
45.28,5.44,5.27
45.6,5.42,5.27
45.92,5.22,5.27
46.24,5.21,5.26
46.56,5.42,5.25
46.88,5.21,5.25
47.2,5.0,5.23
47.52,5.42,5.23
47.84,5.22,5.22
48.16,5.22,5.21
48.48,5.22,5.19
48.8,5.22,5.18
49.12,5.21,5.17
49.44,5.42,5.17
49.76,5.21,5.16
50.08,5.42,5.16
50.4,5.42,5.16
50.72,5.42,5.16
51.04,5.42,5.3
51.36,5.21,5.3
51.68,5.22,5.29
51.84,5.02,10.28
52.16,5.42,5.15
52.48,5.21,5.15
52.8,5.63,5.16
53.12,5.42,5.17
53.44,5.42,5.19
53.76,5.63,5.2
54.08,5.42,5.21
54.4,5.21,5.21
54.56,5.44,10.17
54.88,5.42,5.1
55.2,5.42,5.11
55.52,5.21,5.1
55.84,5.42,5.11
56.16,5.22,5.1
56.48,5.42,5.1
56.8,5.42,5.1
57.12,5.42,5.1
57.44,5.22,5.1
57.76,5.42,5.11
58.08,5.42,5.25
58.4,5.42,5.25
58.72,5.23,5.25
59.04,5.22,5.23
59.36,5.42,5.23
59.68,5.63,5.24
60.0,5.42,5.23
