time_operate,raw_speed,filter_speed
0.16,0.0,0.0
0.32,0.0,0.0
0.48,0.0,0.0
0.64,0.0,0.0
0.8,0.0,0.0
0.96,0.0,0.0
1.12,0.0,0.0
1.28,0.0,0.0
1.44,0.0,0.0
1.6,0.0,0.0
1.76,0.0,0.0
1.92,0.0,0.0
2.08,0.0,0.0
2.24,0.0,0.0
2.4,0.0,0.0
2.56,0.0,0.0
2.72,0.58,0.03
2.88,0.42,0.05
3.04,1.25,0.11
3.2,1.67,0.19
3.36,2.08,0.29
3.52,2.12,0.4
3.68,2.08,0.5
3.84,2.08,0.6
4.0,2.53,0.73
4.16,2.12,0.83
4.32,2.08,0.94
4.48,2.53,1.07
4.64,2.08,1.17
4.8,2.12,1.27
4.96,2.53,1.4
5.12,2.08,1.5
5.28,2.5,1.63
5.44,2.08,1.73
5.6,2.5,1.86
5.76,2.53,1.98
5.92,2.12,2.07
6.08,2.08,2.15
6.24,2.53,2.21
6.4,2.5,2.26
6.56,2.5,2.28
6.72,2.08,2.28
6.88,2.5,2.3
7.04,2.08,2.3
7.2,2.08,2.27
7.36,2.5,2.29
7.52,2.08,2.29
7.68,2.08,2.27
7.84,2.5,2.29
8.0,2.08,2.29
8.16,2.5,2.29
8.32,2.08,2.29
8.48,2.53,2.29
8.64,2.08,2.29
8.8,2.5,2.29
8.96,2.08,2.27
9.12,2.53,2.29
9.28,2.08,2.29
9.44,2.53,2.29
9.6,2.12,2.27
9.76,2.53,2.27
9.92,2.53,2.29
10.08,2.53,2.3
10.24,2.08,2.3
10.4,2.5,2.32
10.56,2.08,2.3
10.72,2.53,2.32
10.88,2.12,2.32
11.04,2.08,2.3
11.2,2.08,2.3
11.36,2.53,2.3
11.52,2.08,2.3
11.68,2.12,2.28
11.84,2.12,2.28
12.0,2.53,2.28
12.16,2.53,2.3
12.32,2.08,2.28
12.48,2.12,2.28
12.64,2.08,2.26
12.8,2.5,2.28
12.96,2.12,2.26
13.12,2.08,2.24
13.28,2.5,2.24
13.44,2.12,2.24
13.6,2.5,2.24
13.76,2.12,2.24
13.92,2.53,2.24
14.08,2.53,2.26
14.24,2.08,2.26
14.4,2.5,2.28
14.56,2.53,2.28
14.72,2.5,2.3
14.88,2.08,2.3
15.04,2.53,2.32
15.2,2.08,2.3
15.36,2.5,2.3
15.52,2.53,2.32
15.68,2.12,2.32
15.84,2.53,2.34
16.0,2.5,2.34
16.16,2.12,2.34
16.32,2.53,2.36
16.48,2.53,2.36
16.64,2.5,2.38
16.8,2.08,2.36
16.96,2.5,2.38
17.12,2.08,2.36
17.28,2.5,2.36
17.44,2.12,2.36
17.6,2.53,2.36
17.76,2.12,2.34
17.92,2.08,2.32
18.08,2.5,2.34
18.24,2.53,2.34
18.4,2.08,2.34
18.56,2.5,2.34
18.72,2.08,2.32
18.88,2.5,2.34
19.04,2.5,2.34
19.2,2.08,2.32
19.36,2.12,2.31
19.52,2.53,2.31
19.68,2.5,2.31
19.84,2.12,2.29
20.0,2.08,2.29
20.16,2.53,2.29
20.32,2.53,2.32
20.48,2.5,2.32
20.64,2.53,2.34
20.8,1.31,2.27
20.96,2.53,2.29
21.12,2.08,2.29
21.28,2.08,2.27
21.44,2.12,2.25
21.6,2.12,2.25
21.76,2.5,2.25
21.92,2.08,2.25
22.08,2.12,2.23
22.24,2.08,2.21
22.4,2.08,2.21
22.56,2.08,2.21
22.72,2.12,2.19
22.88,2.53,2.19
23.04,2.08,2.19
23.2,2.08,2.19
23.36,2.53,2.19
23.52,2.08,2.17
23.68,2.08,2.15
23.84,2.53,2.15
24.0,2.53,2.21
24.16,2.08,2.2
24.32,2.53,2.22
24.48,2.12,2.22
24.64,2.5,2.24
24.8,2.12,2.24
24.96,2.53,2.24
25.12,2.12,2.24
25.28,2.08,2.24
25.44,2.53,2.26
25.6,2.53,2.29
25.76,2.12,2.29
25.92,2.5,2.31
26.08,2.12,2.29
26.24,2.08,2.29
26.4,2.95,2.33
26.56,2.08,2.31
26.72,2.53,2.33
26.88,2.53,2.35
27.04,2.53,2.35
27.2,2.53,2.35
27.36,2.12,2.35
