time_operate,raw_speed,filter_speed
0.16,0,0.02
0.32,0,0.02
0.48,0,0.02
0.64,0,0.02
0.8,0,0.02
0.96,0,0.03
1.12,0,0.03
1.28,0,0.03
1.44,0,0.02
1.6,0,0.03
1.76,0,0.03
1.92,0,0.02
2.08,0,0
2.24,0,0
2.4,0,0
2.56,0,0
2.72,0,0
2.88,0,0
3.04,0.42,0.02
3.2,0.83,0.06
3.36,1.31,0.13
3.52,1.67,0.21
3.68,2.12,0.31
3.84,2.08,0.42
4,1.72,0.5
4.16,2.08,0.6
4.32,2.08,0.71
4.48,2.53,0.83
4.64,2.53,0.96
4.8,2.08,1.06
4.96,2.08,1.17
5.12,2.53,1.29
5.28,2.08,1.4
5.44,2.5,1.52
5.6,2.95,1.67
5.76,2.5,1.79
5.92,2.12,1.9
6.08,2.12,2
6.24,2.53,2.11
6.4,2.12,2.17
6.56,2.12,2.21
6.72,2.5,2.25
6.88,2.08,2.25
7.04,2.5,2.27
7.2,2.08,2.29
7.36,2.53,2.31
7.52,2.5,2.34
7.68,2.08,2.32
7.84,2.08,2.29
8,2.5,2.32
8.16,2.5,2.34
8.32,2.08,2.32
8.48,2.53,2.34
8.64,2.08,2.32
8.8,2.12,2.27
8.96,2.08,2.25
9.12,2.53,2.27
9.28,2.53,2.29
9.44,2.08,2.27
9.6,2.08,2.27
9.76,2.63,2.29
9.92,2.53,2.29
10.08,2.08,2.29
10.24,2.08,2.27
10.4,2.5,2.29
10.56,2.08,2.27
10.72,2.12,2.25
10.88,2.12,2.25
11.04,2.5,2.27
11.2,2.53,2.27
11.36,2.08,2.25
11.52,2.08,2.25
11.68,2.12,2.23
11.84,2.08,2.23
12,2.08,2.23
12.16,2.12,2.23
12.32,2.12,2.21
12.48,2.08,2.19
12.64,2.5,2.21
12.8,2.08,2.21
12.96,2.5,2.21
13.12,2.08,2.19
13.28,2.08,2.19
13.44,2.5,2.21
13.6,2.12,2.19
13.76,2.5,2.21
13.92,2.08,2.21
14.08,2.08,2.21
14.24,2.08,2.19
14.4,2.5,2.19
14.56,2.08,2.19
14.72,2.08,2.19
14.88,2.08,2.19
15.04,2.08,2.19
15.2,2.5,2.21
15.36,2.08,2.21
15.52,2.08,2.21
15.68,2.24,2.21
15.84,2.53,2.21
16,2.08,2.21
16.16,2.53,2.21
16.32,2.12,2.21
16.48,2.08,2.21
16.64,2.5,2.21
16.8,2.12,2.21
16.96,2.08,2.19
17.12,2.53,2.21
17.28,2.08,2.21
17.44,2.08,2.21
17.6,2.12,2.19
17.76,2.12,2.19
17.92,2.5,2.21
18.08,2.08,2.21
18.24,2.08,2.21
18.4,2.5,2.21
18.56,2.08,2.21
18.72,1.67,2.19
18.88,2.5,2.21
19.04,2.12,2.19
19.2,2.08,2.19
19.36,2.12,2.17
19.52,2.08,2.17
19.68,2.08,2.17
19.84,2.53,2.17
20,2.08,2.17
20.16,2.08,2.17
20.32,2.12,2.15
20.48,2.08,2.15
20.64,2.5,2.17
20.8,2.12,2.17
20.96,2.12,2.17
21.12,2.12,2.15
21.28,2.5,2.17
21.44,2.5,2.19
21.6,2.08,2.17
21.76,2.12,2.17
21.92,2.5,2.21
22.08,2.08,2.19
22.24,2.53,2.21
22.4,2.08,2.21
22.56,2.12,2.21
22.72,2.08,2.21
22.88,2.5,2.23
23.04,2.12,2.21
23.2,2.5,2.23
23.36,2.12,2.24
23.52,2.5,2.25
23.68,2.12,2.26
23.84,2.12,2.24
24,2.53,2.25
24.16,2.08,2.26
24.32,2.12,2.26
24.48,2.5,2.26
24.64,2.12,2.24
24.8,2.5,2.26
24.96,2.08,2.26
25.12,2.12,2.24
25.28,2.53,2.26
25.44,2.12,2.24
25.6,2.08,2.24
25.76,2.12,2.24
25.92,2.12,2.24
26.08,2.5,2.24
26.24,2.08,2.24
26.4,2.12,2.22
26.56,2.12,2.22
26.72,2.5,2.22
26.88,2.12,2.22
27.04,2.08,2.22
27.2,2.08,2.2
27.36,2.12,2.2
27.52,2.5,2.22
27.68,2.12,2.2
27.84,2.08,2.2
28,2.08,2.18
28.16,2.12,2.18
