time_operate,raw_speed,filter_speed
0.16,0.0,0.0
0.32,0.0,0.0
0.48,0.0,0.0
0.64,0.0,0.0
0.8,0.0,0.0
0.96,0.41,0.02
1.12,0.0,0.02
1.28,0.0,0.02
1.44,0.0,0.02
1.6,0.0,0.02
1.76,0.0,0.02
1.92,0.0,0.02
2.08,0.0,0.02
2.24,0.0,0.02
2.4,0.0,0.02
2.56,0.0,0.02
2.72,0.0,0.02
2.88,0.42,0.03
3.04,0.42,0.05
3.2,0.42,0.07
3.36,0.83,0.11
3.52,0.42,0.13
3.68,0.42,0.15
3.84,0.83,0.19
4.0,0.42,0.21
4.16,0.93,0.25
4.32,0.83,0.29
4.48,0.42,0.31
4.64,0.83,0.36
4.8,0.83,0.4
4.96,0.42,0.42
5.12,0.83,0.46
5.28,0.83,0.5
5.44,0.42,0.52
5.6,0.42,0.54
5.76,0.83,0.58
5.92,0.42,0.6
6.08,0.93,0.63
6.24,0.42,0.63
6.4,0.83,0.65
6.56,0.42,0.63
6.72,0.83,0.65
6.88,0.42,0.65
7.04,0.42,0.63
7.2,0.93,0.65
7.36,0.42,0.63
7.52,0.42,0.61
7.68,0.93,0.63
7.84,0.42,0.6
8.0,0.93,0.6
8.16,0.42,0.6
8.32,0.42,0.58
8.48,0.42,0.56
8.64,0.42,0.56
8.8,0.83,0.58
8.96,0.42,0.56
9.12,0.42,0.56
9.28,0.83,0.56
9.44,0.42,0.56
9.6,0.83,0.56
9.76,0.42,0.56
9.92,0.93,0.56
10.08,0.83,0.58
10.24,0.58,0.58
10.4,0.83,0.59
10.56,0.83,0.61
10.72,0.83,0.63
10.88,0.83,0.63
11.04,0.42,0.63
11.2,0.83,0.63
11.36,0.83,0.65
11.52,0.58,0.65
11.68,0.83,0.67
11.84,0.83,0.69
12.0,0.83,0.69
12.16,0.83,0.71
12.32,0.42,0.71
12.48,0.83,0.71
12.64,0.83,0.73
12.8,0.93,0.73
12.96,0.93,0.75
13.12,0.83,0.75
13.28,0.42,0.73
13.44,0.83,0.75
13.6,0.93,0.75
13.76,0.42,0.73
13.92,0.93,0.73
14.08,0.93,0.73
14.24,0.93,0.75
14.4,0.42,0.73
14.56,0.83,0.73
14.72,0.83,0.75
14.88,0.83,0.75
15.04,0.83,0.75
15.2,0.83,0.75
15.36,0.93,0.75
15.52,0.83,0.77
15.68,0.83,0.77
15.84,0.42,0.75
16.0,0.93,0.75
16.16,0.83,0.75
16.32,0.83,0.75
16.48,0.42,0.75
16.64,0.83,0.75
16.8,0.83,0.75
16.96,0.42,0.75
17.12,0.42,0.73
17.28,0.83,0.73
17.44,0.83,0.73
17.6,0.42,0.73
17.76,0.83,0.73
17.92,0.83,0.73
18.08,0.42,0.71
18.24,0.83,0.71
18.4,0.83,0.71
18.56,0.83,0.71
18.72,0.42,0.69
18.88,0.83,0.69
19.04,0.83,0.71
19.2,0.83,0.71
19.36,0.42,0.69
19.52,0.83,0.69
19.68,0.42,0.69
19.84,0.83,0.69
20.0,0.83,0.69
20.16,0.42,0.69
20.32,0.42,0.69
20.48,0.83,0.69
20.64,0.83,0.69
20.8,0.42,0.69
20.96,0.83,0.69
21.12,0.83,0.69
21.28,0.83,0.71
21.44,0.83,0.71
21.6,0.42,0.69
21.76,0.93,0.69
21.92,0.83,0.71
22.08,0.83,0.71
22.24,0.83,0.71
22.4,0.83,0.71
22.56,0.83,0.73
22.72,0.83,0.73
22.88,0.83,0.75
23.04,0.83,0.75
23.2,0.42,0.73
23.36,0.83,0.75
23.52,0.83,0.77
23.68,0.83,0.77
23.84,0.42,0.75
24.0,0.83,0.77
24.16,0.83,0.77
24.32,0.93,0.77
24.48,0.42,0.75
24.64,0.83,0.75
24.8,0.93,0.77
24.96,0.83,0.77
25.12,0.42,0.75
25.28,0.83,0.75
25.44,0.83,0.75
25.6,0.83,0.75
25.76,0.42,0.73
25.92,0.83,0.73
26.08,0.83,0.73
26.24,0.83,0.73
26.4,0.42,0.73
26.56,0.83,0.73
26.72,0.83,0.73
26.88,0.83,0.73
27.04,0.42,0.73
27.2,0.93,0.73
27.36,0.83,0.73
