time_operate,raw_speed,filter_speed
0.16,0.0,0.05
0.32,0.0,0.03
0.48,0.0,0.02
0.64,0.0,0.03
0.8,0.0,0.03
0.96,0.41,0.02
1.12,0.0,0.02
1.28,0.0,0.02
1.44,0.0,0.02
1.6,0.0,0.02
1.76,0.0,0.02
1.92,0.0,0.03
2.08,0.41,0.02
2.24,0.91,0.04
2.4,1.74,0.12
2.56,2.05,0.22
2.72,2.64,0.35
2.88,2.91,0.51
3.04,2.91,0.65
3.2,3.22,0.81
3.36,3.49,0.99
3.52,3.49,1.16
3.68,3.55,1.34
3.84,3.8,1.53
4.0,3.55,1.7
4.16,3.55,1.88
4.32,3.9,2.08
4.48,3.55,2.25
4.64,3.9,2.45
4.8,3.55,2.62
4.96,3.55,2.8
5.12,3.9,3.0
5.28,3.55,3.16
5.44,3.34,3.29
5.6,3.55,3.38
5.76,3.9,3.47
5.92,3.55,3.52
6.08,3.55,3.55
6.24,3.9,3.6
6.4,3.55,3.62
6.56,3.22,3.61
6.72,3.34,3.61
6.88,3.55,3.61
7.04,3.55,3.59
7.2,2.98,3.57
7.36,3.55,3.57
7.52,3.55,3.55
7.68,3.9,3.57
7.84,3.55,3.55
8.0,3.71,3.56
8.16,3.55,3.56
8.32,3.55,3.54
8.48,3.34,3.53
8.64,3.9,3.56
8.8,3.55,3.56
8.96,3.34,3.53
9.12,3.55,3.53
9.28,3.55,3.53
9.44,3.34,3.5
9.6,3.22,3.49
9.76,3.55,3.5
9.92,3.34,3.5
10.08,3.55,3.5
10.24,3.34,3.49
10.4,3.9,3.54
10.56,3.55,3.54
10.72,3.9,3.56
10.88,3.55,3.54
11.04,3.9,3.56
11.2,3.55,3.55
11.36,3.55,3.55
11.52,3.55,3.57
11.68,3.34,3.57
11.84,3.55,3.55
12.0,3.55,3.55
12.16,3.9,3.58
12.32,3.55,3.58
12.48,3.55,3.58
12.64,3.9,3.61
12.8,3.34,3.61
12.96,3.55,3.61
13.12,3.34,3.61
13.28,3.9,3.63
13.44,3.55,3.64
13.6,3.34,3.61
13.76,3.55,3.61
13.92,3.9,3.61
14.08,3.55,3.61
14.24,3.55,3.59
14.4,3.9,3.61
14.56,3.55,3.59
14.72,3.55,3.59
14.88,3.55,3.61
15.04,3.9,3.62
15.2,3.34,3.61
15.36,3.55,3.59
15.52,3.55,3.59
15.68,3.71,3.6
15.84,3.55,3.58
16.0,3.9,3.61
16.16,3.55,3.61
16.32,3.55,3.62
16.48,3.55,3.61
16.64,3.8,3.62
16.8,3.55,3.63
16.96,3.9,3.65
17.12,3.55,3.63
17.28,3.9,3.65
17.44,3.55,3.65
17.6,3.9,3.65
17.76,3.55,3.65
17.92,3.55,3.65
18.08,3.55,3.65
18.24,3.9,3.65
18.4,3.55,3.66
18.56,3.55,3.66
18.72,3.9,3.67
18.88,3.55,3.67
19.04,3.9,3.69
19.2,3.55,3.67
19.36,3.71,3.67
19.52,3.55,3.67
19.68,3.71,3.68
19.84,3.55,3.67
20.0,3.9,3.69
20.16,3.71,3.68
20.32,3.34,3.67
20.48,3.55,3.65
20.64,3.71,3.65
20.8,3.34,3.63
20.96,3.55,3.63
21.12,3.34,3.62
21.28,3.9,3.63
21.44,3.71,3.62
21.6,3.34,3.61
21.76,3.9,3.63
21.92,3.34,3.6
22.08,3.34,3.59
22.24,3.9,3.59
22.4,3.34,3.58
22.56,3.34,3.56
22.72,3.9,3.58
22.88,3.34,3.56
23.04,3.9,3.58
23.2,3.34,3.55
23.36,3.55,3.55
23.52,3.55,3.56
23.68,3.55,3.56
23.84,3.55,3.55
24.0,3.71,3.56
24.16,3.71,3.57
24.32,3.71,3.59
24.48,3.94,3.59
24.64,3.71,3.59
24.8,3.55,3.6
24.96,3.55,3.58
25.12,3.55,3.59
25.28,3.55,3.6
25.44,3.55,3.58
25.6,3.55,3.59
25.76,3.94,3.62
25.92,3.55,3.6
26.08,3.55,3.61
26.24,3.94,3.61
26.4,3.55,3.62
26.56,3.55,3.63
26.72,3.94,3.65
27.04,3.49,1.91
27.2,3.84,3.84
27.36,3.55,3.83
27.68,3.69,2.01
27.84,3.84,4.02
28.0,3.43,4.0
28.16,3.94,4.01
28.32,3.43,4.0
28.64,3.43,2.08
28.96,3.43,2.17
29.12,3.43,4.33
29.28,3.43,4.32
29.6,3.6,2.25
29.92,3.64,2.33
30.08,3.55,4.67
30.24,3.36,4.66
30.4,3.84,4.65
30.72,3.64,2.42
30.88,3.16,4.82
31.2,3.64,2.49
31.36,3.43,4.81
31.52,3.43,4.79
31.68,3.43,4.79
32.0,3.64,2.39
32.16,3.43,4.76
32.32,3.43,4.76
32.64,3.49,2.46
32.8,3.55,4.92
33.12,3.49,2.46
33.28,3.84,4.77
33.6,3.43,2.47
33.76,3.94,4.97
33.92,3.84,4.8
34.24,3.55,2.4
34.56,3.64,2.49
34.72,3.55,4.99
35.04,3.64,2.58
35.2,3.84,4.99
35.36,3.36,5.0
35.68,3.43,2.49
36.0,3.64,2.58
36.16,3.43,5.17
36.32,3.36,5.16
36.64,3.84,2.59
36.96,3.6,2.69
37.12,3.36,5.37
37.28,3.36,5.19
37.6,3.8,2.69
37.92,3.54,2.69
38.08,3.75,5.38
38.4,3.57,2.7
38.72,3.57,2.78
39.04,3.55,2.86
39.36,3.76,2.87
39.68,3.55,2.86
39.84,3.34,5.71
40.16,3.55,2.85
40.48,3.76,2.94
40.8,3.76,3.04
41.12,3.54,3.05
41.28,3.77,5.93
41.6,3.55,3.06
41.92,3.54,3.15
42.24,3.55,3.14
42.56,3.36,3.13
42.88,3.54,3.22
43.2,3.34,3.3
43.52,3.34,3.28
43.84,3.54,3.28
44.16,3.75,3.38
44.32,3.75,6.59
44.64,3.75,3.31
44.96,3.54,3.31
45.28,3.54,3.3
45.6,3.54,3.3
45.92,3.54,3.39
46.24,3.54,3.39
46.56,3.54,3.38
46.88,3.34,3.36
47.04,3.34,6.53
47.36,3.54,3.35
47.68,3.34,3.34
48.0,3.55,3.34
48.32,3.34,3.33
48.64,3.54,3.34
48.96,3.54,3.34
49.28,3.54,3.35
49.6,3.55,3.36
49.92,3.75,3.37
50.24,3.54,3.36
50.56,3.55,3.44
50.88,3.55,3.43
51.2,3.57,3.43
51.52,3.75,3.44
51.84,3.54,3.44
52.16,3.34,3.43
52.48,3.54,3.43
52.8,3.75,3.44
53.12,3.54,3.45
53.44,3.34,3.53
53.76,3.76,3.55
54.08,3.76,3.57
54.24,3.75,6.96
54.56,3.55,3.49
54.88,3.55,3.49
55.04,3.75,6.82
55.2,3.77,6.65
55.52,3.75,3.34
55.84,3.55,3.33
56.16,3.76,3.34
56.48,3.76,3.35
56.8,3.55,3.35
56.96,3.75,6.53
57.28,3.55,3.25
57.6,3.55,3.25
57.76,3.77,6.36
57.92,3.75,6.19
58.24,3.57,3.09
58.56,3.76,3.1
58.88,3.75,3.12
59.2,3.55,3.11
59.52,3.55,3.1
59.84,3.76,3.19
