time_operate,raw_speed,filter_speed
0.16,0.0,0.13
0.32,0.41,0.07
0.48,0.0,0.03
0.64,0.0,0.02
0.8,0.0,0.02
0.96,0.0,0.02
1.12,0.42,0.03
1.28,0.0,0.03
1.44,0.0,0.03
1.6,0.0,0.03
1.76,0.0,0.03
1.92,0.0,0.03
2.08,0.0,0.03
2.24,0.0,0.03
2.4,0.0,0.03
2.56,0.0,0.03
2.72,0.0,0.03
2.88,0.0,0.03
3.04,0.0,0.03
3.2,0.0,0.03
3.36,0.0,0.03
3.52,0.0,0.02
3.68,0.42,0.0
3.84,0.93,0.05
4.0,1.25,0.11
4.16,1.67,0.19
4.32,2.08,0.31
4.48,2.08,0.42
4.64,2.08,0.52
4.8,2.12,0.63
4.96,2.12,0.73
5.12,2.53,0.86
5.28,2.08,0.96
5.44,2.12,1.07
5.6,2.53,1.19
5.76,2.53,1.32
5.92,2.12,1.43
6.08,2.5,1.55
6.24,2.53,1.68
6.4,2.5,1.8
6.56,2.5,1.93
6.72,2.53,2.05
6.88,2.53,2.16
7.04,2.5,2.24
7.2,2.5,2.3
7.36,2.08,2.32
7.52,2.53,2.35
7.68,2.5,2.37
7.84,2.12,2.37
8.0,2.5,2.39
8.16,2.5,2.41
8.32,2.53,2.41
8.48,2.08,2.41
8.64,2.5,2.43
8.8,2.53,2.43
8.96,2.5,2.42
9.12,2.12,2.42
9.28,2.5,2.42
9.44,2.53,2.42
9.6,2.53,2.43
9.76,2.5,2.43
9.92,2.53,2.43
10.08,2.53,2.43
10.24,2.5,2.43
10.4,2.53,2.43
10.56,2.95,2.47
10.72,2.53,2.47
10.88,2.5,2.47
11.04,2.53,2.49
11.2,2.5,2.49
11.36,2.53,2.49
11.52,2.92,2.51
11.68,2.53,2.53
11.84,2.5,2.53
12.0,2.92,2.55
12.16,2.5,2.55
12.32,2.53,2.57
12.48,2.5,2.57
12.64,2.92,2.59
12.8,2.5,2.59
12.96,2.5,2.59
13.12,2.5,2.59
13.28,2.53,2.59
13.44,2.5,2.59
13.6,2.53,2.59
13.76,2.53,2.56
13.92,2.53,2.56
14.08,2.53,2.56
14.24,2.63,2.57
14.4,2.5,2.57
14.56,2.63,2.57
14.72,2.08,2.53
14.88,2.53,2.53
15.04,2.5,2.53
15.2,2.24,2.49
15.36,2.53,2.49
15.52,2.53,2.5
15.68,2.63,2.5
15.84,2.12,2.46
16.0,2.63,2.47
16.16,2.12,2.45
16.32,2.53,2.46
16.48,2.63,2.46
16.64,2.63,2.47
16.8,2.53,2.47
16.96,2.08,2.44
17.12,2.12,2.42
17.28,2.53,2.42
17.44,2.5,2.41
17.6,2.53,2.42
17.76,2.63,2.42
17.92,2.5,2.44
18.08,2.53,2.44
18.24,2.24,2.43
18.4,2.53,2.44
18.56,2.63,2.45
18.72,2.5,2.44
18.88,3.03,2.46
19.04,2.12,2.46
19.2,2.63,2.46
19.36,2.95,2.5
19.52,2.12,2.48
19.68,2.5,2.48
19.84,2.53,2.47
20.0,2.12,2.45
20.16,2.5,2.47
20.32,2.5,2.49
20.48,2.53,2.49
20.64,2.08,2.47
20.8,2.53,2.47
20.96,2.5,2.46
21.12,2.63,2.47
21.28,2.92,2.49
21.44,2.53,2.5
21.6,2.5,2.5
