time_operate,raw_speed,filter_speed
0.16,0.0,0.13
0.32,0.0,0.08
0.48,0.0,0.06
0.64,0.0,0.02
0.8,0.0,0.02
0.96,0.0,0.0
1.12,0.0,0.0
1.28,0.0,0.0
1.44,0.0,0.0
1.6,0.0,0.0
1.76,0.0,0.0
1.92,0.0,0.0
2.08,0.0,0.0
2.24,0.0,0.0
2.4,0.0,0.0
2.56,0.0,0.0
2.72,0.0,0.0
2.88,0.0,0.0
3.04,0.0,0.0
3.2,0.42,0.02
3.36,0.42,0.04
3.52,0.42,0.06
3.68,0.42,0.06
3.84,0.83,0.15
4.0,0.83,0.19
4.16,0.93,0.23
4.32,0.83,0.27
4.48,0.83,0.31
4.64,0.93,0.36
4.8,1.31,0.42
4.96,0.83,0.46
5.12,1.31,0.52
5.28,0.83,0.56
5.44,0.93,0.6
5.6,0.93,0.65
5.76,1.25,0.71
5.92,0.93,0.75
6.08,1.31,0.81
6.24,0.42,0.83
6.4,1.31,0.88
6.56,1.25,0.92
6.72,1.31,0.96
6.88,0.83,0.96
7.04,0.83,0.96
7.2,1.31,0.98
7.36,0.83,0.98
7.52,0.83,0.98
7.68,0.83,0.98
7.84,0.83,0.98
8.0,0.93,0.96
8.16,0.83,0.96
8.32,0.93,0.94
8.48,0.83,0.94
8.64,0.83,0.94
8.8,0.83,0.94
8.96,0.83,0.92
9.12,0.83,0.92
9.28,1.25,0.92
9.44,0.93,0.94
9.6,0.93,0.92
9.76,0.93,0.9
9.92,0.83,0.88
10.08,0.83,0.88
10.24,0.83,0.88
10.4,0.83,0.86
10.56,1.31,0.88
10.72,0.93,0.88
10.88,0.93,0.88
11.04,0.83,0.88
11.2,0.83,0.88
11.36,0.83,0.88
11.52,0.83,0.88
11.68,0.83,0.88
11.84,0.83,0.88
12.0,0.83,0.88
12.16,1.31,0.9
12.32,0.83,0.9
12.48,0.93,0.88
12.64,0.83,0.88
12.8,1.31,0.9
12.96,0.83,0.9
13.12,0.93,0.9
13.28,0.83,0.9
13.44,0.83,0.9
13.6,1.25,0.92
13.76,0.83,0.9
13.92,0.83,0.9
14.08,0.83,0.9
14.24,0.83,0.9
14.4,0.83,0.9
14.56,0.83,0.9
14.72,0.93,0.9
14.88,1.25,0.92
15.04,0.83,0.92
15.2,0.42,0.9
15.36,1.31,0.9
15.52,0.83,0.9
15.68,0.83,0.9
15.84,0.93,0.9
16.0,0.83,0.88
16.16,0.93,0.88
16.32,0.83,0.88
16.48,0.83,0.88
16.64,0.83,0.88
16.8,0.83,0.86
16.96,1.25,0.88
17.12,0.93,0.88
17.28,0.83,0.88
17.44,0.93,0.88
17.6,0.93,0.88
17.76,0.83,0.88
17.92,0.83,0.88
18.08,1.25,0.88
18.24,0.83,0.88
18.4,0.93,0.9
18.56,0.42,0.86
18.72,0.93,0.86
18.88,0.83,0.86
19.04,0.83,0.86
19.2,0.83,0.86
19.36,0.93,0.85
19.52,0.83,0.85
19.68,0.83,0.85
19.84,0.83,0.85
20.0,0.83,0.85
20.16,0.42,0.81
20.32,0.83,0.81
20.48,0.83,0.81
20.64,0.83,0.81
20.8,0.93,0.81
20.96,0.42,0.79
21.12,0.83,0.79
21.28,1.31,0.79
21.44,0.93,0.79
21.6,0.42,0.77
21.76,0.83,0.79
21.92,0.83,0.79
22.08,0.93,0.79
22.24,0.83,0.79
22.4,1.31,0.82
22.56,0.83,0.82
22.72,0.83,0.82
22.88,0.83,0.82
23.04,0.93,0.82
23.2,0.83,0.82
23.36,0.93,0.84
23.52,0.83,0.84
23.68,0.83,0.84
23.84,0.83,0.84
24.0,0.42,0.82
24.16,0.83,0.84
24.32,0.83,0.84
24.48,0.58,0.8
24.64,0.83,0.8
24.8,0.93,0.82
24.96,1.25,0.84
25.12,0.83,0.84
25.28,0.83,0.84
25.44,0.83,0.84
25.6,1.31,0.84
25.76,0.83,0.84
25.92,0.93,0.84
26.08,0.83,0.84
26.24,0.93,0.84
26.4,0.83,0.84
26.56,0.83,0.84
26.72,0.93,0.84
26.88,0.83,0.84
27.04,0.93,0.85
27.2,1.25,0.89
27.36,0.83,0.89
27.52,0.83,0.89
27.68,1.31,0.93
27.84,0.83,0.93
28.0,0.83,0.93
28.16,0.83,0.9
28.32,1.25,0.93
28.48,0.83,0.93
28.64,0.93,0.93
28.8,0.93,0.91
28.96,1.25,0.93
29.12,0.83,0.93
29.28,0.93,0.92
29.44,0.93,0.92
29.6,1.25,0.94
29.76,0.83,0.94
29.92,0.83,0.94
30.08,0.83,0.94
30.24,0.93,0.94
30.4,0.83,0.92
30.56,0.83,0.92
30.72,0.83,0.92
30.88,0.83,0.9
31.04,0.93,0.9
31.2,0.83,0.9
31.36,0.83,0.9
31.52,0.83,0.88
31.68,0.83,0.88
31.84,0.42,0.86
32.0,1.25,0.88
