time_operate,raw_speed,filter_speed
0.16,0.41,1.08
0.32,0.0,1.08
0.48,0.0,1.06
0.64,0.0,1.02
0.8,0.0,0.94
0.96,0.0,0.83
1.12,0.0,0.73
1.28,0.0,0.63
1.44,0.0,0.52
1.6,0.0,0.4
1.76,0.0,0.29
1.92,0.0,0.21
2.08,0.0,0.17
2.24,0.0,0.1
2.4,0.0,0.06
2.56,0.0,0.02
2.72,0.42,0.02
2.88,0.58,0.03
3.04,1.67,0.13
3.2,1.67,0.21
3.36,2.12,0.32
3.52,2.5,0.44
3.68,2.53,0.57
3.84,2.5,0.69
4.0,2.5,0.82
4.16,2.5,0.94
4.32,2.5,1.07
4.48,2.5,1.19
4.64,2.12,1.29
4.8,2.95,1.44
4.96,2.5,1.56
5.12,2.5,1.69
5.28,2.53,1.82
5.44,2.5,1.94
5.6,2.53,2.07
5.76,2.5,2.19
5.92,2.92,2.32
6.08,2.92,2.44
6.24,2.53,2.48
6.4,2.5,2.52
6.56,2.53,2.54
6.72,2.92,2.56
6.88,2.53,2.56
7.04,2.92,2.59
7.2,2.5,2.59
7.36,2.5,2.59
7.52,2.92,2.61
7.68,2.53,2.61
7.84,2.5,2.63
8.0,2.12,2.59
8.16,2.5,2.59
8.32,2.95,2.61
8.48,2.5,2.61
8.64,2.95,2.63
8.8,2.95,2.65
8.96,2.5,2.65
9.12,2.95,2.65
9.28,2.5,2.63
9.44,2.53,2.63
9.6,2.5,2.63
9.76,2.5,2.63
9.92,2.95,2.63
10.08,2.53,2.63
10.24,2.53,2.63
10.4,2.95,2.63
10.56,2.5,2.63
10.72,2.53,2.61
10.88,2.95,2.63
11.04,2.63,2.64
11.2,2.5,2.66
11.36,2.63,2.66
11.52,2.53,2.64
11.68,2.53,2.64
11.84,2.63,2.63
12.0,2.63,2.61
12.16,2.95,2.63
12.32,2.53,2.61
12.48,2.5,2.61
12.64,2.53,2.61
12.8,2.95,2.63
12.96,2.53,2.64
13.12,2.63,2.62
13.28,2.95,2.64
13.44,2.53,2.64
13.6,2.63,2.63
13.76,2.63,2.63
13.92,2.92,2.65
14.08,2.63,2.63
14.24,2.53,2.63
14.4,2.53,2.63
14.56,2.53,2.63
14.72,3.16,2.66
14.88,2.5,2.65
15.04,2.5,2.65
15.2,2.63,2.65
15.36,2.5,2.62
15.52,2.63,2.63
15.68,2.5,2.63
15.84,2.5,2.62
16.0,2.5,2.6
16.16,2.5,2.6
16.32,2.92,2.61
16.48,2.95,2.61
16.64,2.08,2.59
16.8,2.95,2.6
16.96,2.5,2.6
17.12,2.5,2.58
17.28,2.5,2.57
17.44,2.5,2.57
17.6,2.53,2.57
17.76,2.5,2.57
17.92,2.53,2.54
18.08,3.03,2.56
18.24,2.5,2.56
18.4,2.53,2.56
18.56,3.03,2.59
18.72,2.5,2.59
18.88,2.53,2.59
19.04,2.53,2.59
19.2,2.53,2.59
19.36,2.95,2.61
19.52,2.53,2.59
19.68,2.53,2.58
19.84,3.03,2.62
20.0,2.53,2.6
20.16,2.63,2.61
20.32,2.53,2.61
20.48,2.63,2.61
20.64,2.53,2.62
20.8,2.53,2.62
20.96,2.92,2.64
21.12,2.12,2.62
21.28,2.92,2.62
21.44,2.63,2.62
21.6,2.12,2.6
21.76,2.5,2.58
21.92,2.53,2.58
22.08,2.95,2.6
22.24,2.53,2.6
22.4,2.5,2.6
22.56,2.53,2.58
22.72,2.12,2.56
22.88,2.53,2.56
23.04,2.92,2.55
23.2,2.53,2.55
23.36,2.53,2.55
23.52,2.95,2.56
23.68,2.63,2.56
23.84,2.95,2.58
24.0,2.5,2.58
24.16,2.5,2.56
24.32,2.95,2.6
24.48,2.53,2.58
24.64,2.92,2.6
24.8,2.5,2.62
24.96,2.92,2.64
25.12,2.5,2.64
25.28,2.92,2.63
25.44,2.92,2.65
25.6,2.5,2.65
25.76,2.5,2.65
25.92,2.63,2.67
26.08,2.95,2.7
26.24,2.5,2.67
26.4,2.53,2.67
26.56,2.5,2.67
26.72,2.92,2.67
26.88,2.95,2.69
27.04,2.5,2.67
27.2,2.95,2.69
27.36,2.5,2.69
27.52,2.5,2.67
27.68,2.5,2.67
27.84,2.5,2.65
28.0,2.92,2.67
28.16,2.53,2.65
28.32,2.53,2.65
28.48,2.53,2.63
28.64,2.92,2.63
28.8,2.5,2.63
28.96,2.63,2.63
29.12,2.95,2.65
29.28,2.53,2.63
29.44,2.5,2.63
29.6,2.5,2.63
29.76,2.53,2.63
29.92,2.5,2.61
30.08,2.63,2.59
30.24,3.34,2.63
30.4,2.53,2.61
30.56,2.5,2.61
30.72,2.95,2.63
30.88,2.53,2.63
31.04,2.95,2.66
31.2,2.5,2.63
31.36,2.95,2.66
31.52,2.5,2.66
31.68,2.92,2.68
31.84,2.5,2.66
32.0,2.5,2.66
32.16,2.95,2.67
32.32,2.92,2.67
32.48,2.53,2.67
32.64,2.92,2.69
32.8,2.95,2.72
32.96,2.95,2.74
33.12,2.95,2.76
33.28,2.5,2.75
33.44,2.92,2.73
33.6,2.95,2.76
33.76,2.5,2.76
33.92,2.5,2.73
34.08,2.92,2.75
34.24,2.5,2.73
34.4,2.92,2.75
34.56,2.53,2.73
34.72,2.5,2.73
34.88,2.5,2.71
35.04,2.92,2.73
35.2,2.95,2.75
35.36,2.53,2.73
35.52,2.53,2.71
35.68,2.92,2.73
35.84,2.53,2.71
36.0,2.95,2.71
36.16,2.5,2.69
36.32,2.92,2.69
36.48,2.5,2.69
36.64,2.92,2.69
36.8,2.5,2.67
36.96,2.92,2.69
37.12,2.5,2.69
37.28,2.53,2.67
37.44,2.53,2.67
