time_operate,speed_kmhr_raw,speed_kmhr_filter
0.16,0.0,0.24
0.32,0.58,0.26
0.48,0.41,0.25
0.64,0.0,0.24
0.8,0.41,0.25
0.96,0.41,0.25
1.12,0.41,0.27
1.28,0.58,0.28
1.44,1.29,0.32
1.6,1.29,0.37
1.76,1.47,0.44
1.92,1.82,0.53
2.08,1.82,0.61
2.24,2.05,0.72
2.4,1.82,0.79
2.56,2.38,0.9
2.72,1.82,0.96
2.88,2.38,1.08
3.04,2.38,1.17
3.2,2.38,1.27
3.36,2.62,1.4
3.52,2.91,1.51
3.68,2.91,1.63
3.84,3.22,1.79
4.0,3.2,1.93
4.16,3.2,2.07
4.32,3.29,2.22
4.48,3.52,2.37
4.64,2.95,2.45
4.8,2.73,2.53
4.96,2.62,2.58
5.12,3.29,2.66
5.28,3.29,2.73
5.44,2.95,2.78
5.6,3.2,2.84
5.76,3.65,2.91
5.92,2.73,2.95
6.08,2.95,2.98
6.24,2.73,3.0
6.4,2.62,3.01
6.56,3.85,3.07
6.72,3.65,3.11
6.88,4.01,3.16
7.04,3.78,3.2
7.2,3.52,3.21
7.36,3.85,3.25
7.52,3.29,3.25
7.68,3.52,3.25
7.84,3.52,3.28
8.0,3.65,3.32
8.16,2.98,3.33
8.32,2.73,3.3
8.48,3.29,3.3
8.64,2.91,3.29
8.8,2.95,3.28
8.96,3.2,3.26
9.12,3.52,3.3
9.28,3.2,3.31
9.44,3.52,3.35
9.6,3.52,3.4
9.76,3.2,3.36
9.92,3.52,3.36
10.08,3.52,3.34
10.24,3.29,3.32
10.4,3.22,3.3
10.56,3.2,3.26
10.72,3.2,3.26
10.88,3.52,3.26
11.04,3.49,3.26
11.2,3.52,3.25
11.36,3.52,3.29
11.52,3.1,3.3
11.68,3.29,3.3
11.84,3.52,3.34
12.0,3.29,3.35
12.16,3.85,3.39
12.32,3.29,3.37
12.48,3.65,3.39
12.64,3.29,3.38
12.8,3.29,3.37
12.96,3.47,3.38
13.12,3.29,3.37
13.28,3.29,3.36
13.44,3.29,3.36
13.6,3.29,3.37
13.76,3.52,3.38
13.92,2.95,3.37
