time_operate,speed_kmhr_raw,speed_kmhr_filter
0.16,0.0,0.02
0.32,0.0,0.02
0.48,0.0,0.02
0.64,0.0,0.0
0.8,0.0,0.0
0.96,0.0,0.0
1.12,0.58,0.03
1.28,0.41,0.05
1.44,0.42,0.06
1.6,0.41,0.05
1.76,0.0,0.05
1.92,0.58,0.02
2.08,0.0,0.02
2.24,0.58,0.02
2.4,0.0,0.02
2.56,0.58,0.05
2.72,0.41,0.06
2.88,0.58,0.09
3.04,0.58,0.12
3.2,0.81,0.16
3.36,0.58,0.18
3.52,0.58,0.21
3.68,0.58,0.24
3.84,0.41,0.26
4.0,0.91,0.3
4.16,0.58,0.33
4.32,0.81,0.39
4.48,0.58,0.44
4.64,0.91,0.49
4.8,0.58,0.5
4.96,0.91,0.55
5.12,0.93,0.56
5.28,0.81,0.6
5.44,0.91,0.61
5.6,0.58,0.64
5.76,0.58,0.64
5.92,0.81,0.66
6.08,0.58,0.66
6.24,1.16,0.69
6.4,0.81,0.69
6.56,1.16,0.71
6.72,1.16,0.74
6.88,0.91,0.76
7.04,0.91,0.79
7.2,0.58,0.77
7.36,0.91,0.79
7.52,0.91,0.8
7.68,0.58,0.8
7.84,0.91,0.8
8.0,0.91,0.82
8.16,0.91,0.82
8.32,0.81,0.81
8.48,1.29,0.84
8.64,1.16,0.85
8.8,0.91,0.87
8.96,1.47,0.91
9.12,0.91,0.92
9.28,0.91,0.94
9.44,0.81,0.92
9.6,0.41,0.9
9.76,0.93,0.89
9.92,0.91,0.88
10.08,0.91,0.88
10.24,0.91,0.88
10.4,1.16,0.9
10.56,0.91,0.9
10.72,0.58,0.89
10.88,0.91,0.9
11.04,0.81,0.89
11.2,0.91,0.89
11.36,1.74,0.93
11.52,1.49,0.96
11.68,1.47,0.97
11.84,0.41,0.94
12.0,0.91,0.94
12.16,0.58,0.89
12.32,1.29,0.91
12.48,0.58,0.89
12.64,1.49,0.93
12.8,0.91,0.95
12.96,0.91,0.96
13.12,0.58,0.94
13.28,0.81,0.93
13.44,0.91,0.93
13.6,0.91,0.92
13.76,1.47,0.95
13.92,0.91,0.96
14.08,1.29,0.98
14.24,0.91,0.99
14.4,0.91,0.99
14.56,1.16,0.96
14.72,1.29,0.96
14.88,0.91,0.93
15.04,1.47,0.99
15.2,1.29,1.0
15.36,1.16,1.03
15.52,1.29,1.03
15.68,1.47,1.08
15.84,0.91,1.06
16.0,0.91,1.06
16.16,0.91,1.06
16.32,1.29,1.09
16.48,0.91,1.1
16.64,0.91,1.1
16.8,1.16,1.11
16.96,0.91,1.09
17.12,0.91,1.09
17.28,0.91,1.07
17.44,1.16,1.08
17.6,0.81,1.07
17.76,0.58,1.04
17.92,1.29,1.04
18.08,0.58,1.02
18.24,0.58,1.02
18.4,0.91,0.98
18.56,0.91,0.97
18.72,0.58,0.93
18.88,0.91,0.9
19.04,0.91,0.9
19.2,0.91,0.9
19.36,0.91,0.9
19.52,0.41,0.86
19.68,0.91,0.86
19.84,0.91,0.86
20.0,0.81,0.84
20.16,0.91,0.84
20.32,1.47,0.87
20.48,0.91,0.87
20.64,0.91,0.86
20.8,0.91,0.87
20.96,1.47,0.91
21.12,0.91,0.89
21.28,0.91,0.91
21.44,0.91,0.91
21.6,1.29,0.93
21.76,0.91,0.93
21.92,1.16,0.96
22.08,1.29,0.98
22.24,1.47,1.0
22.4,0.91,1.0
22.56,0.91,1.0
22.72,1.29,1.05
