time_operate,speed_kmhr_raw,speed_kmhr_filter
0.16,0.41,0.74
0.32,1.31,0.76
0.48,1.31,0.77
0.64,0.83,0.77
0.8,1.25,0.78
0.96,0.42,0.78
1.12,0.83,0.78
1.28,0.42,0.71
1.44,2.12,0.74
1.6,1.72,0.74
1.76,1.31,0.76
1.92,1.67,0.8
2.08,1.67,0.84
2.24,2.08,0.92
2.4,2.12,1.0
2.56,3.36,1.15
2.72,3.36,1.31
2.88,3.84,1.48
3.04,3.75,1.65
3.2,3.34,1.81
3.36,3.36,1.98
3.52,4.19,2.13
3.68,5.07,2.32
3.84,5.02,2.52
4.0,4.66,2.69
4.16,4.6,2.9
4.32,5.07,3.11
4.48,4.59,3.32
4.64,4.6,3.45
4.8,4.75,3.6
4.96,4.75,3.77
5.12,5.02,3.94
5.28,4.66,4.09
5.44,5.02,4.24
5.6,4.6,4.36
5.76,5.0,4.44
5.92,4.59,4.5
6.08,5.0,4.56
6.24,5.0,4.63
6.4,5.02,4.71
6.56,4.6,4.77
6.72,5.02,4.81
6.88,4.6,4.79
7.04,5.02,4.79
7.2,5.02,4.8
7.36,5.07,4.82
7.52,4.59,4.8
7.68,5.0,4.82
7.84,5.02,4.84
8.0,4.6,4.84
8.16,5.48,4.88
8.32,5.02,4.88
8.48,5.02,4.9
8.64,5.0,4.9
8.8,5.0,4.92
8.96,5.0,4.92
9.12,5.44,4.96
9.28,5.42,4.98
9.44,5.0,4.98
9.6,5.44,5.0
9.76,5.02,5.03
9.92,5.42,5.05
10.08,5.44,5.09
10.24,5.44,5.11
10.4,5.44,5.13
10.56,5.44,5.15
10.72,5.02,5.17
10.88,5.44,5.2
11.04,5.48,5.22
11.2,5.02,5.24
11.36,5.48,5.24
11.52,4.6,5.22
11.68,5.15,5.23
11.84,5.07,5.23
12.0,5.07,5.23
12.16,5.02,5.23
12.32,5.02,5.21
12.48,5.15,5.2
12.64,5.44,5.22
12.8,5.48,5.22
12.96,5.07,5.22
13.12,5.44,5.23
13.28,5.07,5.21
13.44,5.07,5.19
13.6,5.07,5.17
13.76,5.44,5.17
13.92,5.07,5.17
14.08,5.02,5.15
14.24,5.0,5.13
14.4,5.44,5.15
14.56,5.0,5.12
14.72,5.0,5.14
14.88,4.6,5.11
15.04,5.0,5.11
15.2,5.02,5.1
15.36,4.6,5.08
15.52,5.0,5.08
15.68,5.42,5.1
15.84,4.6,5.05
16.0,5.02,5.03
16.16,5.42,5.05
16.32,4.59,5.01
16.48,4.6,4.98
16.64,5.0,4.98
16.8,4.66,4.96
16.96,4.6,4.92
17.12,5.44,4.94
17.28,5.02,4.94
17.44,5.42,4.96
17.6,5.07,4.95
17.76,5.02,4.95
17.92,4.59,4.93
18.08,5.0,4.95
18.24,5.42,4.97
18.4,5.0,4.97
18.56,5.02,4.99
18.72,4.59,4.97
18.88,5.02,4.95
19.04,5.0,4.97
19.2,5.02,4.96
19.36,4.66,4.92
19.52,5.0,4.95
19.68,5.02,4.97
19.84,5.0,4.97
20.0,5.0,4.99
20.16,4.66,4.99
20.32,5.02,4.97
20.48,5.0,4.97
20.64,5.44,4.97
20.8,5.0,4.96
20.96,5.0,4.96
21.12,5.02,4.98
21.28,5.0,4.98
21.44,4.66,4.94
21.6,5.44,4.96
21.76,5.0,4.96
21.92,5.02,4.98
22.08,5.0,4.98
22.24,5.02,4.98
22.4,5.0,4.98
22.56,5.0,5.0
22.72,5.44,5.02
22.88,5.02,5.02
23.04,5.0,5.02
23.2,5.0,5.02
23.36,5.02,5.05
23.52,5.42,5.07
23.68,5.42,5.09
23.84,5.02,5.07
24.0,5.42,5.09
24.16,5.0,5.09
24.32,5.42,5.11
24.48,5.02,5.11
24.64,5.02,5.13
