time_operate,speed_kmhr_raw,speed_kmhr_filter
0.16,0.0,0.04
0.32,0.0,0.03
0.48,0.0,0.02
0.64,0.0,0.02
0.8,0.0,0.02
0.96,0.0,0.04
1.12,0.0,0.02
1.28,0.0,0.02
1.44,0.0,0.02
1.6,0.0,0.02
1.76,0.0,0.02
1.92,0.0,0.04
2.08,0.0,0.02
2.24,0.0,0.02
2.4,0.0,0.04
2.56,0.58,0.05
2.72,0.41,0.06
2.88,0.58,0.09
3.04,0.0,0.09
3.2,0.91,0.12
3.36,0.58,0.15
3.52,0.91,0.19
3.68,0.58,0.22
3.84,0.91,0.27
4.0,0.91,0.31
4.16,0.91,0.36
4.32,0.91,0.4
4.48,1.16,0.46
4.64,0.91,0.5
4.8,0.81,0.54
4.96,1.16,0.6
5.12,0.91,0.64
5.28,0.91,0.69
5.44,0.91,0.73
5.6,0.91,0.78
5.76,0.93,0.79
5.92,0.81,0.81
6.08,0.41,0.79
6.24,0.91,0.84
6.4,0.58,0.82
6.56,0.91,0.84
6.72,0.41,0.81
6.88,0.41,0.8
7.04,0.58,0.78
7.2,0.91,0.78
7.36,1.16,0.79
7.52,0.58,0.78
7.68,1.16,0.78
7.84,0.58,0.76
8.0,0.41,0.74
8.16,0.91,0.73
8.32,0.81,0.72
8.48,0.58,0.7
8.64,1.16,0.71
8.8,0.91,0.71
8.96,1.49,0.74
9.12,0.81,0.74
9.28,1.16,0.78
9.44,0.58,0.77
9.6,0.41,0.75
9.76,0.91,0.75
9.92,1.16,0.79
10.08,0.58,0.81
10.24,0.81,0.81
10.4,0.58,0.79
10.56,1.47,0.81
10.72,0.58,0.81
10.88,0.81,0.79
11.04,1.29,0.82
11.2,1.16,0.86
11.36,0.91,0.86
11.52,0.81,0.86
11.68,1.85,0.91
11.84,1.47,0.93
12.0,0.91,0.93
12.16,1.16,0.92
12.32,0.91,0.93
12.48,1.85,0.95
12.64,1.85,1.01
12.8,1.72,0.96
12.96,1.16,0.97
13.12,1.29,0.97
13.28,0.91,0.99
13.44,0.58,0.99
13.6,1.47,1.03
13.76,0.91,1.0
13.92,0.91,1.02
14.08,1.16,1.04
14.24,0.91,1.03
14.4,0.58,1.0
14.56,0.91,1.0
14.72,0.91,1.01
14.88,0.93,0.97
15.04,0.81,0.93
15.2,0.91,0.93
15.36,1.16,0.93
15.52,0.91,0.93
15.68,0.91,0.9
15.84,0.91,0.87
16.0,0.91,0.94
16.16,0.93,0.92
16.32,0.81,0.89
16.48,0.58,0.87
16.64,0.58,0.87
16.8,0.58,0.83
16.96,0.91,0.83
17.12,0.41,0.8
17.28,1.47,0.82
17.44,0.58,0.8
17.6,1.16,0.83
17.76,0.91,0.83
17.92,0.91,0.83
18.08,0.41,0.81
18.24,0.41,0.79
18.4,0.91,0.79
18.56,0.41,0.75
18.72,0.58,0.73
18.88,0.41,0.7
19.04,0.91,0.7
19.2,0.91,0.7
19.36,0.91,0.71
19.52,1.16,0.73
19.68,0.58,0.73
19.84,0.91,0.75
20.0,0.0,0.72
20.16,0.41,0.69
20.32,0.91,0.72
20.48,0.58,0.68
20.64,0.91,0.69
20.8,0.81,0.67
20.96,0.58,0.66
21.12,0.91,0.66
21.28,1.16,0.69
21.44,0.91,0.72
21.6,0.81,0.71
21.76,1.16,0.75
21.92,0.91,0.77
22.08,0.91,0.79
22.24,1.16,0.81
22.4,1.29,0.82
22.56,0.91,0.82
22.72,0.91,0.81
22.88,0.91,0.83
23.04,0.81,0.82
23.2,0.91,0.87
23.36,0.91,0.89
23.52,0.91,0.89
23.68,1.16,0.92
23.84,0.91,0.92
24.0,0.81,0.92
24.16,0.91,0.94
24.32,0.58,0.92
24.48,0.91,0.91
24.64,1.16,0.92
24.8,0.81,0.92
24.96,0.91,0.91
25.12,0.41,0.88
25.28,0.81,0.87
25.44,0.91,0.87
25.6,0.91,0.85
25.76,1.16,0.86
25.92,0.91,0.86
26.08,1.16,0.87
26.24,0.91,0.88
26.4,1.47,0.9
26.56,0.58,0.89
26.72,0.91,0.89
