time_operate,speed_kmhr_raw,speed_kmhr_filter
0.16,0.41,0.05
0.32,0.41,0.06
0.48,0.58,0.09
0.64,0.0,0.1
0.8,0.0,0.1
0.96,0.41,0.12
1.12,0.0,0.12
1.28,0.42,0.15
1.44,0.41,0.13
1.6,0.0,0.13
1.76,0.93,0.13
1.92,1.49,0.17
2.08,1.85,0.25
2.24,2.05,0.33
2.4,2.78,0.47
2.56,2.64,0.6
2.72,2.91,0.74
2.88,3.34,0.91
3.04,3.55,1.07
3.2,3.55,1.25
3.52,4.04,0.82
4.64,4.01,0.44
4.8,4.13,3.25
4.96,4.7,3.48
5.76,4.68,0.93
5.92,5.04,4.91
6.08,5.28,5.18
6.88,5.07,1.28
8.0,5.15,1.17
8.16,4.83,8.45
9.12,5.5,1.67
9.28,5.39,10.24
9.44,5.04,10.4
9.6,5.52,10.58
9.76,5.04,10.69
9.92,5.25,10.81
10.08,5.28,10.93
10.24,6.19,11.08
10.4,5.04,11.15
10.56,5.52,11.25
10.72,5.54,11.16
10.88,5.39,10.02
11.04,4.96,10.06
11.2,5.28,10.09
11.36,5.56,9.2
11.52,5.62,9.23
11.68,5.62,9.24
11.84,5.62,8.26
12.0,5.62,6.73
12.16,5.01,6.74
12.32,5.19,5.35
12.48,5.75,5.37
12.64,5.62,5.39
12.8,5.39,5.39
12.96,5.86,5.43
13.12,5.23,5.44
13.28,5.81,5.46
13.44,5.28,5.42
13.6,5.62,5.45
13.76,5.28,5.44
13.92,5.39,5.43
14.08,5.81,5.45
14.24,5.28,5.47
14.4,5.81,5.49
14.56,5.52,5.49
14.72,5.28,5.47
14.88,5.52,5.46
15.04,5.23,5.44
15.2,5.52,5.43
15.36,5.23,5.45
15.52,5.52,5.47
15.68,5.52,5.47
15.84,5.25,5.45
16.0,4.94,5.43
16.16,5.33,5.39
16.32,5.52,5.41
16.48,4.65,5.35
16.64,5.52,5.36
16.8,5.83,5.38
16.96,5.25,5.38
17.12,4.65,5.35
17.28,5.23,5.32
17.44,5.23,5.32
17.6,5.25,5.29
17.76,5.52,5.29
17.92,5.23,5.29
18.08,4.99,5.26
18.24,5.57,5.28
18.4,5.23,5.26
18.56,5.25,5.26
18.72,4.96,5.23
18.88,5.23,5.22
19.04,5.54,5.23
19.2,5.23,5.25
19.36,5.23,5.25
19.52,4.96,5.22
19.68,5.54,5.26
19.84,5.52,5.26
20.0,4.83,5.2
20.16,5.23,5.2
20.32,4.65,5.2
20.48,5.54,5.22
20.64,5.81,5.25
20.8,5.04,5.23
20.96,4.96,5.21
21.12,4.83,5.18
21.28,5.62,5.21
21.44,5.28,5.2
21.6,5.39,5.21
21.76,5.04,5.2
21.92,5.04,5.21
22.08,5.54,5.22
22.24,5.28,5.21
22.4,5.04,5.2
22.56,4.83,5.18
22.72,4.83,5.17
22.88,4.83,5.13
23.04,5.19,5.12
23.2,4.83,5.12
23.36,5.04,5.11
23.52,5.39,5.15
23.68,5.62,5.16
23.84,4.83,5.11
24.0,5.39,5.13
24.16,5.39,5.15
24.32,5.28,5.18
24.48,5.39,5.16
24.64,5.28,5.16
24.8,5.56,5.17
24.96,5.39,5.19
25.12,5.62,5.22
25.28,5.39,5.21
25.44,5.62,5.23
25.6,5.04,5.23
25.76,5.28,5.25
25.92,5.75,5.3
26.08,4.83,5.3
26.24,5.96,5.34
26.4,5.04,5.35
26.56,5.19,5.35
26.72,5.39,5.35
26.88,5.04,5.33
27.04,4.7,5.32
27.2,5.28,5.31
27.36,5.39,5.31
27.52,5.04,5.3
27.68,5.39,5.3
27.84,5.39,5.31
28.0,5.39,5.3
28.16,5.19,5.29
28.32,5.39,5.28
28.48,5.39,5.28
28.64,5.75,5.29
28.8,5.39,5.3
28.96,5.39,5.31
29.12,5.19,5.28
29.28,5.39,5.31
29.44,5.28,5.28
29.6,5.19,5.28
29.76,5.62,5.3
29.92,5.39,5.3
30.08,5.19,5.31
30.24,5.19,5.34
30.4,5.75,5.36
30.56,5.39,5.36
30.72,5.62,5.39
30.88,5.39,5.39
31.04,5.75,5.41
31.2,5.75,5.43
31.36,5.62,5.45
31.52,5.19,5.44
31.68,5.39,5.44
31.84,5.75,5.44
32.0,5.75,5.45
32.16,5.39,5.45
32.32,4.83,5.44
32.48,5.19,5.43
