time_operate,speed_kmhr_raw,speed_kmhr_filter
0.16,0.0,0.06
0.32,0.41,0.07
0.48,0.42,0.05
0.64,0.0,0.05
0.8,0.0,0.05
0.96,0.42,0.07
1.12,0.0,0.07
1.28,0.42,0.05
1.44,0.0,0.03
1.6,0.0,0.03
1.76,0.0,0.05
1.92,0.0,0.03
2.08,0.0,0.02
2.24,0.0,0.02
2.4,0.58,0.05
2.56,0.41,0.06
2.72,0.58,0.08
2.88,0.41,0.1
3.04,0.58,0.13
3.2,0.81,0.17
3.36,0.58,0.19
3.52,0.91,0.22
3.68,0.91,0.27
3.84,0.91,0.32
4.0,0.91,0.36
4.16,1.16,0.41
4.32,0.91,0.46
4.48,0.91,0.51
4.64,0.91,0.51
4.8,1.16,0.63
4.96,0.91,0.68
5.12,1.29,0.74
5.28,1.47,0.81
5.44,1.47,0.89
5.6,0.91,0.9
5.76,0.91,0.93
5.92,1.16,0.96
6.08,1.29,1.0
6.24,0.91,1.02
6.4,1.29,1.05
6.56,1.16,1.08
6.72,1.47,1.11
6.88,1.47,1.13
7.04,0.81,1.12
7.2,1.29,1.14
7.36,0.91,1.13
7.52,1.29,1.15
7.68,0.91,1.15
7.84,1.47,1.16
8.0,1.29,1.17
8.16,1.29,1.18
8.32,0.91,1.17
8.48,1.47,1.17
8.64,1.47,1.17
8.8,1.74,1.2
8.96,1.47,1.23
9.12,1.16,1.23
9.28,1.29,1.23
9.44,1.47,1.26
9.6,1.47,1.27
9.76,1.82,1.31
9.92,1.74,1.32
10.08,1.82,1.33
10.24,1.47,1.37
10.4,1.29,1.37
10.56,1.82,1.42
10.72,1.47,1.43
10.88,1.47,1.46
11.04,1.82,1.47
11.2,2.41,1.52
11.36,1.74,1.54
11.52,1.74,1.58
11.68,1.74,1.6
11.84,1.67,1.6
12.0,1.16,1.57
12.16,1.47,1.57
12.32,1.29,1.58
12.48,1.47,1.59
12.64,1.16,1.57
12.8,1.29,1.56
12.96,1.29,1.53
13.12,1.29,1.51
13.28,1.47,1.49
13.44,1.47,1.49
13.6,1.47,1.5
13.76,1.47,1.49
13.92,1.47,1.49
14.08,1.29,1.47
14.24,1.82,1.47
14.4,1.47,1.44
14.56,1.82,1.45
14.72,1.82,1.45
14.88,1.47,1.44
15.04,1.82,1.45
15.2,1.47,1.47
15.36,1.47,1.47
15.52,1.82,1.5
15.68,1.74,1.51
15.84,1.29,1.52
16.0,1.74,1.54
16.16,1.29,1.54
16.32,1.82,1.56
16.48,1.47,1.56
16.64,2.05,1.59
16.8,1.47,1.59
16.96,1.47,1.59
17.12,1.74,1.6
17.28,1.82,1.63
17.44,1.47,1.62
17.6,1.82,1.63
17.76,1.74,1.63
17.92,1.47,1.61
18.08,1.47,1.61
18.24,1.47,1.59
18.4,1.47,1.59
18.56,1.29,1.58
18.72,1.47,1.56
18.88,1.74,1.56
19.04,1.16,1.56
19.2,1.29,1.54
19.36,1.16,1.53
19.52,1.29,1.5
19.68,1.16,1.49
19.84,1.47,1.46
20.0,1.29,1.45
20.16,1.16,1.43
20.32,1.29,1.41
20.48,1.16,1.37
20.64,1.67,1.38
20.8,1.16,1.34
20.96,1.47,1.33
21.12,1.16,1.32
21.28,1.47,1.32
21.44,1.16,1.3
21.6,1.29,1.29
21.76,1.16,1.28
21.92,1.29,1.27
22.08,0.91,1.23
22.24,1.47,1.25
22.4,1.49,1.25
22.56,0.91,1.24
22.72,1.47,1.25
22.88,0.91,1.24
23.04,1.47,1.24
23.2,0.91,1.22
23.36,0.93,1.21
23.52,1.16,1.2
23.68,0.91,1.19
23.84,1.47,1.19
24.0,1.16,1.19
24.16,1.29,1.17
24.32,0.91,1.16
24.48,1.16,1.15
24.64,1.47,1.16
24.8,1.16,1.16
24.96,1.47,1.17
25.12,0.91,1.16
25.28,1.16,1.17
25.44,0.91,1.14
25.6,1.29,1.13
25.76,1.16,1.15
25.92,0.91,1.12
26.08,1.16,1.13
26.24,0.91,1.1
26.4,0.91,1.1
26.56,1.16,1.12
26.72,1.67,1.14
26.88,0.81,1.13
27.04,0.81,1.09
27.2,1.29,1.1
27.36,0.91,1.08
27.52,0.91,1.08
27.68,1.29,1.09
27.84,1.74,1.1
28.0,0.91,1.09
28.16,1.29,1.08
28.32,1.47,1.1
28.48,0.91,1.09
28.64,1.16,1.1
28.8,1.29,1.1
28.96,0.91,1.09
29.12,1.29,1.11
29.28,1.47,1.13
29.44,1.16,1.14
29.6,1.29,1.16
29.76,1.16,1.16
29.92,1.29,1.14
30.08,1.16,1.16
30.24,1.29,1.19
30.4,1.29,1.19
30.56,0.91,1.19
30.72,1.29,1.2
30.88,0.91,1.19
31.04,0.91,1.15
31.2,0.91,1.15
31.36,0.91,1.13
31.52,0.91,1.1
31.68,0.91,1.1
31.84,0.91,1.09
32.0,0.91,1.08
32.16,0.91,1.08
32.32,1.47,1.09
32.48,0.91,1.06
32.64,0.58,1.03
32.8,1.29,1.03
32.96,0.91,1.02
33.12,0.91,1.0
33.28,1.29,1.01
33.44,1.16,1.0
33.6,1.29,1.0
33.76,1.47,1.03
33.92,1.29,1.03
34.08,1.47,1.06
34.24,0.91,1.06
34.4,1.47,1.09
34.56,1.29,1.1
