time_operate,speed_kmhr_raw,speed_kmhr_filter
0.16,0.0,0.17
0.32,0.58,0.15
0.48,0.42,0.15
0.64,0.58,0.16
0.8,0.0,0.15
0.96,0.41,0.15
1.12,0.42,0.19
1.28,0.0,0.17
1.44,0.0,0.15
1.6,0.41,0.15
1.76,0.41,0.15
1.92,0.42,0.15
2.08,0.0,0.15
2.24,0.42,0.14
2.4,0.91,0.15
2.56,0.91,0.16
2.72,1.47,0.2
2.88,2.19,0.3
3.04,2.07,0.41
3.2,2.73,0.54
3.36,2.38,0.66
3.52,2.38,0.76
3.68,2.62,0.89
3.84,2.62,1.01
4.0,2.95,1.16
4.16,2.95,1.29
4.32,3.29,1.46
4.48,3.2,1.62
4.64,2.91,1.76
4.8,2.91,1.89
4.96,2.95,2.05
5.12,2.95,2.21
5.28,3.22,2.37
5.44,2.95,2.5
5.6,3.29,2.62
5.76,2.33,2.69
5.92,2.62,2.75
6.08,3.52,2.82
6.24,3.2,2.88
6.4,3.29,2.91
6.56,3.49,2.97
6.72,3.65,3.03
6.88,2.91,3.04
7.04,3.2,3.07
7.2,3.78,3.11
7.36,3.2,3.12
7.52,3.29,3.12
7.68,3.52,3.14
7.84,3.52,3.17
8.0,3.52,3.2
8.16,3.52,3.23
8.32,3.52,3.26
8.48,3.52,3.28
8.64,3.85,3.32
8.8,4.01,3.36
8.96,3.85,3.43
9.12,4.01,3.5
9.28,3.65,3.5
9.44,4.01,3.54
9.6,4.09,3.58
9.76,4.01,3.61
9.92,4.38,3.64
10.08,4.01,3.7
10.24,4.01,3.74
10.4,3.85,3.75
10.56,4.01,3.79
10.72,4.2,3.84
10.88,4.09,3.86
11.04,4.01,3.89
11.2,4.01,3.91
11.36,4.2,3.95
11.52,4.09,3.98
11.68,4.2,4.01
11.84,4.09,4.02
12.0,4.09,4.03
12.16,4.09,4.04
12.32,4.2,4.05
12.48,3.78,4.05
12.64,4.38,4.06
12.8,3.85,4.05
12.96,4.36,4.06
13.12,4.2,4.06
13.28,4.09,4.06
13.44,4.42,4.09
13.6,4.56,4.12
13.76,4.2,4.13
13.92,3.85,4.12
14.08,4.56,4.14
14.24,4.09,4.14
14.4,4.09,4.14
14.56,4.56,4.18
14.72,4.42,4.2
14.88,4.2,4.2
15.04,4.42,4.22
15.2,4.01,4.21
15.36,4.56,4.23
15.52,3.78,4.21
15.68,4.09,4.23
15.84,4.42,4.24
16.0,3.65,4.23
16.16,4.2,4.22
16.32,4.2,4.22
16.48,4.2,4.23
16.64,4.2,4.22
16.8,4.56,4.22
16.96,4.56,4.24
17.12,4.2,4.25
17.28,4.2,4.24
17.44,4.56,4.26
17.6,4.42,4.26
17.76,4.2,4.24
17.92,4.2,4.23
18.08,4.38,4.24
18.24,4.38,4.24
18.4,3.85,4.23
18.56,4.42,4.22
18.72,4.38,4.25
18.88,4.2,4.26
19.04,4.38,4.26
19.2,4.76,4.31
19.36,4.2,4.31
19.52,4.76,4.34
19.68,4.42,4.35
19.84,4.42,4.36
20.0,4.42,4.35
20.16,4.42,4.35
20.32,4.42,4.36
20.48,4.42,4.37
20.64,4.67,4.37
20.8,4.56,4.38
20.96,4.76,4.41
21.12,4.76,4.44
21.28,4.36,4.43
21.44,4.67,4.45
21.6,4.42,4.48
21.76,4.42,4.48
21.92,4.67,4.49
22.08,4.67,4.52
22.24,4.36,4.52
22.4,4.67,4.52
22.56,4.67,4.54
22.72,4.09,4.51
22.88,4.76,4.52
23.04,4.56,4.53
23.2,4.76,4.54
23.36,4.76,4.56
23.52,4.76,4.58
23.68,4.42,4.58
23.84,4.67,4.58
24.0,4.09,4.56
24.16,4.42,4.54
24.32,4.65,4.53
24.48,4.36,4.53
24.64,4.36,4.52
