time_operate,speed_kmhr_raw,speed_kmhr_filter
0.16,0.0,0.02
0.32,0.0,0.0
0.48,0.42,0.02
0.64,0.0,0.03
0.8,0.42,0.02
0.96,0.0,0.02
1.12,0.0,0.02
1.28,0.41,0.06
1.44,0.0,0.04
1.6,0.58,0.03
1.76,1.67,0.09
1.92,2.12,0.21
2.08,2.12,0.31
2.24,2.53,0.44
2.4,2.53,0.56
2.56,2.95,0.71
2.72,3.34,0.88
2.88,3.75,1.06
3.04,3.36,1.23
3.2,3.34,1.4
3.36,4.25,1.61
3.52,4.25,1.82
3.68,4.25,2.05
3.84,4.17,2.25
4.0,3.77,2.42
4.16,4.66,2.65
4.32,4.66,2.89
4.48,4.6,3.12
4.64,4.66,3.35
4.8,4.66,3.56
4.96,4.19,3.69
5.12,4.6,3.81
5.28,4.66,3.94
5.44,5.07,4.07
5.6,5.15,4.2
5.76,4.75,4.29
5.92,5.07,4.38
6.08,5.26,4.45
6.24,5.02,4.54
6.4,5.0,4.62
6.56,4.6,4.64
6.72,5.07,4.68
6.88,5.44,4.74
7.04,5.0,4.78
7.2,5.02,4.84
7.36,5.48,4.88
7.52,5.0,4.9
7.68,5.02,4.92
7.84,5.44,4.96
8.0,5.0,4.97
8.16,5.42,5.03
8.32,5.48,5.08
8.48,5.02,5.09
8.64,5.42,5.11
8.8,5.85,5.15
8.96,4.6,5.14
9.12,5.42,5.16
9.28,5.0,5.15
9.44,5.85,5.2
9.6,5.84,5.24
9.76,5.84,5.3
9.92,5.42,5.32
10.08,5.42,5.32
10.24,5.84,5.36
10.4,5.44,5.38
10.56,5.42,5.38
10.72,5.84,5.42
10.88,5.0,5.42
11.04,5.42,5.42
11.2,5.44,5.44
11.36,5.48,5.44
11.52,5.44,5.44
11.68,5.48,5.46
11.84,5.0,5.44
12.0,5.44,5.42
12.16,5.42,5.46
12.32,5.07,5.44
12.48,5.42,5.46
12.64,5.44,5.44
12.8,5.02,5.4
12.96,5.85,5.4
13.12,5.42,5.4
13.28,5.02,5.38
13.44,5.89,5.38
13.6,5.44,5.38
13.76,5.84,5.4
13.92,5.44,5.38
14.08,5.42,5.4
14.24,5.44,5.4
14.4,5.42,5.4
14.56,5.85,5.42
14.72,5.84,5.44
14.88,5.84,5.46
15.04,5.84,5.51
15.2,5.44,5.51
15.36,5.42,5.51
15.52,5.84,5.55
15.68,5.44,5.55
15.84,5.44,5.55
16.0,5.44,5.57
16.16,5.44,5.55
16.32,5.0,5.53
16.48,5.48,5.55
16.64,5.44,5.53
16.8,5.44,5.53
16.96,5.48,5.5
17.12,5.44,5.5
17.28,5.07,5.48
17.44,5.44,5.48
17.6,5.02,5.46
17.76,5.42,5.44
17.92,5.44,5.42
18.08,5.42,5.4
18.24,5.42,5.38
18.4,5.42,5.38
18.56,5.02,5.36
18.72,5.42,5.34
18.88,5.84,5.36
19.04,5.42,5.36
19.2,5.42,5.36
19.36,5.42,5.36
19.52,5.84,5.4
19.68,5.42,5.4
19.84,5.84,5.42
20.0,5.42,5.42
20.16,5.84,5.44
20.32,5.85,5.46
20.48,5.44,5.48
20.64,5.85,5.5
20.8,5.44,5.52
20.96,5.42,5.52
21.12,5.84,5.55
21.28,5.85,5.57
21.44,5.42,5.57
21.6,5.85,5.59
21.76,5.84,5.63
21.92,5.48,5.63
22.08,5.85,5.63
22.24,5.44,5.63
22.4,5.84,5.65
22.56,5.89,5.67
22.72,5.0,5.63
22.88,5.84,5.65
23.04,5.44,5.63
23.2,5.84,5.65
23.36,5.42,5.63
23.52,5.85,5.63
23.68,5.44,5.63
23.84,5.84,5.63
24.0,5.42,5.63
24.16,5.85,5.66
24.32,5.84,5.66
24.48,5.42,5.63
24.64,5.84,5.65
24.8,5.42,5.63
24.96,5.85,5.63
25.12,5.42,5.63
25.28,5.84,5.63
25.44,5.42,5.63
25.6,5.85,5.63
25.76,5.85,5.63
25.92,5.84,5.67
26.08,5.85,5.67
26.24,5.84,5.69
26.4,5.85,5.69
26.56,5.84,5.71
26.72,5.84,5.71
26.88,5.85,5.73
27.04,5.42,5.71
27.2,5.85,5.73
27.36,5.84,5.73
27.52,5.84,5.73
27.68,5.44,5.73
27.84,5.84,5.73
28.0,5.85,5.75
28.16,5.85,5.76
28.32,5.44,5.76
28.48,5.84,5.76
28.64,5.84,5.78
28.8,5.42,5.76
28.96,5.84,5.76
29.12,5.85,5.76
29.28,5.44,5.74
29.44,5.85,5.74
29.6,5.89,5.74
29.76,5.85,5.74
