time_operate,speed_kmhr_raw,speed_kmhr_filter
0.16,0.41,0.06
0.32,0.41,0.06
0.48,0.41,0.12
0.64,0.41,0.16
0.8,0.58,0.22
0.96,0.41,0.24
1.12,0.81,0.28
1.28,0.41,0.3
1.44,0.81,0.37
1.6,0.41,0.39
1.76,0.0,0.39
1.92,0.81,0.36
2.08,1.62,0.24
2.24,1.67,0.15
2.4,2.07,0.07
2.56,2.43,0.14
2.72,2.47,0.26
2.88,2.87,0.42
3.04,3.27,0.6
3.2,3.27,0.78
3.36,3.67,0.99
3.52,4.07,1.21
3.68,4.07,1.43
3.84,4.48,1.68
4.0,4.53,1.92
4.16,4.53,2.17
4.32,4.53,2.43
4.48,4.07,2.65
4.64,4.86,2.93
4.8,4.48,3.17
4.96,4.48,3.4
5.12,4.88,3.6
5.28,5.28,3.78
5.44,4.88,3.95
5.6,4.93,4.09
5.76,5.67,4.25
5.92,5.33,4.39
6.08,6.09,4.56
6.24,5.28,4.66
6.4,5.69,4.78
6.56,5.69,4.88
6.72,5.67,4.96
6.88,5.27,5.02
7.04,5.67,5.08
7.2,5.67,5.13
7.36,6.09,5.21
7.52,5.69,5.27
7.68,6.08,5.38
7.84,5.28,5.4
8.0,5.67,5.46
8.16,5.69,5.52
8.32,5.69,5.56
8.48,5.73,5.58
8.64,6.09,5.64
8.8,6.5,5.72
8.96,6.5,5.76
9.12,6.09,5.8
9.28,6.5,5.82
9.44,6.5,5.88
9.6,6.09,5.9
9.76,6.5,5.94
9.92,6.5,5.99
10.08,6.5,6.05
10.24,6.5,6.09
10.4,6.09,6.11
10.56,6.09,6.11
10.72,6.13,6.13
10.88,6.13,6.14
11.04,6.5,6.2
11.2,6.89,6.26
11.36,7.29,6.34
11.52,6.9,6.4
11.68,6.89,6.45
11.84,6.48,6.47
12.0,6.9,6.49
12.16,6.5,6.49
12.32,6.48,6.51
12.48,6.48,6.51
12.64,6.89,6.53
12.8,6.48,6.55
12.96,6.48,6.55
13.12,6.9,6.57
13.28,6.5,6.57
13.44,6.9,6.59
13.6,6.48,6.61
13.76,6.89,6.65
13.92,6.5,6.67
