time_operate,speed_kmhr_raw,speed_kmhr_filter
0.16,0.0,0.09
0.32,0.0,0.09
0.48,0.0,0.09
0.64,0.0,0.09
0.8,0.42,0.09
0.96,0.83,0.08
1.12,0.42,0.09
1.28,0.81,0.05
1.44,0.91,0.03
1.6,0.91,0.06
1.76,1.22,0.14
1.92,1.22,0.2
2.08,1.29,0.26
2.24,1.82,0.37
2.4,1.82,0.45
2.56,1.82,0.54
2.72,2.05,0.64
2.88,1.82,0.73
3.04,2.19,0.85
3.2,2.05,0.94
3.36,2.38,1.06
3.52,2.95,1.21
3.68,2.62,1.33
3.84,2.95,1.48
4.0,2.62,1.61
4.16,2.33,1.74
4.32,2.33,1.87
4.48,2.62,1.96
4.64,2.62,2.05
4.8,2.62,2.13
4.96,2.95,2.23
5.12,2.91,2.32
5.28,2.62,2.39
5.44,3.2,2.46
5.6,2.62,2.5
5.76,2.95,2.56
5.92,2.95,2.6
6.08,2.95,2.66
6.24,2.95,2.7
6.4,2.95,2.75
6.56,3.2,2.79
6.72,3.2,2.8
6.88,2.95,2.82
7.04,3.2,2.83
7.2,3.1,2.85
7.36,2.95,2.88
7.52,4.07,2.94
7.68,4.07,2.99
7.84,3.74,3.04
8.0,3.74,3.09
8.16,3.35,3.1
8.32,3.86,3.15
8.48,3.47,3.2
8.64,3.65,3.23
8.8,3.47,3.27
8.96,3.65,3.31
9.12,3.29,3.33
9.28,3.1,3.34
9.44,3.65,3.37
9.6,3.52,3.4
9.76,3.52,3.42
9.92,3.65,3.45
10.08,3.29,3.47
10.24,3.29,3.48
10.4,3.85,3.51
10.56,3.29,3.53
10.72,3.49,3.5
10.88,3.29,3.47
11.04,3.78,3.47
11.2,3.2,3.45
11.36,3.29,3.46
11.52,3.52,3.44
11.68,3.2,3.43
11.84,3.2,3.41
12.0,3.29,3.4
12.16,3.52,3.4
12.32,3.29,3.4
12.48,3.29,3.41
12.64,2.95,3.37
12.8,3.2,3.36
12.96,3.29,3.35
13.12,3.2,3.32
13.28,3.29,3.32
13.44,2.95,3.31
13.6,3.29,3.28
13.76,3.29,3.28
13.92,3.29,3.27
14.08,3.29,3.27
14.24,2.91,3.23
14.4,3.49,3.24
14.56,3.2,3.23
14.72,3.2,3.22
14.88,2.95,3.21
15.04,3.29,3.21
15.2,2.95,3.19
15.36,3.52,3.19
15.52,2.95,3.18
15.68,2.95,3.16
15.84,3.52,3.19
16.0,3.29,3.19
16.16,3.2,3.19
16.32,3.29,3.19
16.48,2.95,3.18
16.64,3.2,3.19
16.8,3.52,3.2
16.96,2.95,3.18
17.12,3.29,3.18
17.28,3.2,3.18
17.44,3.29,3.2
17.6,2.95,3.18
17.76,3.2,3.18
17.92,3.29,3.18
18.08,2.95,3.18
18.24,3.29,3.18
18.4,3.29,3.2
18.56,2.95,3.17
18.72,3.29,3.19
18.88,3.29,3.2
19.04,2.73,3.16
19.2,3.65,3.18
19.36,3.1,3.17
19.52,3.85,3.2
19.68,3.2,3.21
19.84,3.29,3.22
20.0,3.65,3.23
20.16,3.52,3.25
20.32,3.29,3.25
20.48,3.29,3.26
20.64,3.65,3.28
20.8,3.29,3.29
20.96,3.1,3.29
21.12,3.1,3.28
21.28,3.65,3.32
21.44,3.65,3.33
21.6,3.86,3.36
21.76,3.65,3.39
21.92,3.65,3.41
22.08,3.65,3.43
22.24,3.65,3.47
22.4,3.65,3.47
22.56,3.65,3.5
22.72,3.29,3.47
22.88,4.01,3.52
23.04,3.86,3.54
23.2,3.52,3.54
23.36,3.52,3.54
23.52,3.52,3.55
23.68,3.85,3.57
23.84,3.2,3.55
24.0,3.52,3.56
24.16,3.78,3.59
24.32,3.52,3.61
24.48,3.52,3.6
24.64,3.78,3.61
24.8,3.52,3.59
24.96,3.49,3.58
25.12,3.78,3.59
25.28,3.78,3.6
25.44,3.52,3.59
25.6,3.52,3.59
25.76,3.52,3.58
25.92,3.52,3.59
26.08,3.52,3.57
26.24,3.29,3.55
26.4,3.78,3.57
26.56,3.78,3.58
26.72,3.78,3.59
26.88,3.78,3.59
27.04,3.49,3.6
27.2,3.8,3.61
27.36,3.55,3.6
27.52,4.07,3.62
27.68,3.8,3.64
27.84,3.55,3.62
28.0,3.8,3.63
28.16,3.22,3.62
28.32,3.78,3.62
28.48,3.8,3.62
28.64,3.49,3.62
28.8,3.8,3.63
28.96,3.49,3.63
29.12,3.8,3.65
29.28,3.2,3.63
29.44,3.78,3.67
29.6,3.49,3.65
29.76,3.78,3.65
29.92,3.47,3.62
30.08,3.52,3.6
30.24,3.85,3.62
30.4,3.2,3.59
30.56,3.65,3.59
30.72,3.52,3.56
30.88,3.29,3.53
31.04,3.52,3.54
31.2,3.29,3.51
31.36,3.78,3.54
31.52,3.49,3.53
31.68,3.78,3.53
31.84,3.2,3.52
32.0,3.8,3.52
32.16,3.2,3.5
32.32,3.52,3.49
32.48,3.49,3.51
32.64,3.49,3.49
32.8,3.2,3.48
32.96,3.78,3.48
33.12,3.49,3.48
33.28,3.49,3.48
33.44,3.52,3.47
33.6,3.85,3.5
33.76,3.49,3.49
33.92,4.09,3.52
34.08,3.49,3.54
34.24,3.29,3.52
34.4,3.49,3.53
34.56,3.2,3.5
34.72,3.29,3.49
34.88,3.2,3.46
35.04,3.2,3.46
35.2,3.52,3.45
35.36,3.78,3.48
35.52,3.29,3.47
35.68,3.49,3.47
35.84,3.52,3.47
36.0,3.2,3.47
36.16,3.49,3.45
36.32,3.2,3.44
36.48,3.8,3.45
36.64,3.49,3.45
36.8,3.49,3.43
36.96,4.07,3.46
37.12,3.2,3.42
37.28,4.09,3.45
37.44,4.13,3.49
37.6,3.78,3.5
37.76,3.49,3.52
37.92,4.07,3.56
38.08,3.49,3.58
38.24,4.07,3.62
38.4,3.78,3.63
38.56,3.8,3.63
38.72,3.49,3.65
38.88,3.78,3.66
39.04,3.78,3.68
39.2,3.8,3.71
39.36,3.78,3.72
39.52,3.78,3.75
39.68,3.85,3.75
39.84,3.47,3.74
40.0,4.2,3.77
40.16,3.85,3.75
40.32,3.85,3.78
40.48,3.78,3.77
40.64,3.49,3.74
40.8,4.13,3.75
40.96,3.49,3.75
41.12,3.49,3.72
41.28,3.49,3.72
41.44,3.49,3.7
41.6,3.8,3.69
41.76,3.49,3.68
41.92,3.2,3.67
42.08,3.85,3.67
42.24,3.65,3.66
42.4,3.78,3.66
42.56,3.29,3.63
42.72,3.65,3.62
42.88,3.52,3.61
43.04,3.52,3.62
43.2,4.01,3.6
43.36,3.29,3.57
43.52,3.85,3.57
43.68,3.65,3.56
43.84,3.52,3.57
44.0,4.09,3.57
44.16,3.85,3.59
44.32,4.93,3.65
44.48,4.01,3.67
44.64,3.85,3.7
44.8,3.65,3.7
44.96,3.85,3.72
45.12,3.47,3.74
45.28,4.01,3.74
45.44,4.38,3.78
45.6,4.01,3.79
45.76,4.2,3.84
45.92,3.65,3.84
