time_operate,speed_kmhr_raw,speed_kmhr_filter
0.16,0.0,0.0
0.32,0.0,0.0
0.48,0.0,0.0
0.64,0.0,0.0
0.8,0.0,0.0
0.96,0.42,0.02
1.12,0.0,0.02
1.28,0.42,0.0
1.44,0.0,0.0
1.6,0.41,0.02
1.76,0.58,0.03
1.92,0.41,0.06
2.08,0.91,0.11
2.24,0.58,0.14
2.4,0.91,0.18
2.56,0.91,0.23
2.72,1.16,0.28
2.88,1.29,0.35
3.04,0.91,0.39
3.2,0.91,0.44
3.36,1.29,0.5
3.52,1.16,0.56
3.68,0.91,0.6
3.84,1.29,0.67
4.0,1.16,0.72
4.16,1.29,0.79
4.32,1.29,0.86
4.48,1.47,0.92
4.64,0.91,0.97
4.8,1.47,1.02
4.96,1.47,1.07
5.12,1.29,1.11
5.28,0.91,1.11
5.44,1.29,1.15
5.6,1.74,1.19
5.76,1.16,1.2
5.92,1.29,1.2
6.08,1.29,1.2
6.24,1.47,1.23
6.4,1.29,1.25
6.56,1.47,1.26
6.72,0.81,1.24
6.88,1.47,1.27
7.04,1.29,1.27
7.2,1.29,1.28
7.36,1.47,1.29
7.52,1.29,1.29
7.68,1.29,1.28
7.84,1.47,1.3
8.0,1.47,1.3
8.16,1.67,1.31
8.32,1.47,1.32
8.48,1.47,1.35
8.64,1.47,1.36
8.8,1.29,1.34
8.96,1.47,1.36
9.12,1.82,1.39
9.28,1.29,1.39
9.44,1.47,1.39
9.6,1.82,1.41
9.76,1.47,1.41
9.92,1.29,1.44
10.08,1.29,1.43
10.24,0.91,1.41
10.4,1.47,1.42
10.56,1.29,1.41
10.72,1.82,1.44
10.88,1.29,1.44
11.04,1.47,1.44
11.2,1.74,1.45
11.36,1.74,1.45
11.52,1.47,1.45
11.68,1.47,1.45
11.84,1.29,1.44
12.0,1.16,1.44
12.16,1.47,1.44
12.32,1.29,1.41
12.48,0.91,1.39
12.64,1.82,1.41
12.8,1.16,1.37
12.96,1.47,1.37
13.12,1.29,1.37
13.28,1.47,1.38
13.44,1.22,1.39
13.6,1.29,1.38
13.76,1.47,1.39
13.92,1.47,1.37
14.08,1.82,1.4
14.24,1.29,1.39
14.4,1.47,1.38
14.56,1.47,1.37
14.72,1.47,1.37
14.88,1.82,1.39
15.04,1.47,1.4
15.2,1.47,1.4
15.36,1.47,1.4
15.52,1.29,1.4
15.68,1.29,1.42
15.84,1.82,1.42
16.0,1.47,1.44
16.16,1.29,1.43
16.32,1.82,1.46
16.48,1.29,1.45
16.64,1.47,1.47
16.8,1.82,1.5
16.96,1.47,1.5
17.12,1.29,1.49
17.28,1.29,1.46
17.44,1.29,1.46
17.6,1.29,1.45
17.76,1.29,1.44
17.92,1.29,1.43
18.08,1.29,1.4
18.24,1.47,1.4
18.4,1.29,1.4
18.56,1.47,1.4
18.72,0.91,1.39
18.88,1.47,1.39
19.04,0.91,1.35
19.2,1.47,1.35
19.36,1.29,1.35
19.52,1.16,1.31
19.68,1.29,1.31
19.84,1.29,1.3
20.0,0.91,1.26
20.16,1.47,1.26
20.32,1.16,1.25
20.48,1.47,1.26
20.64,1.47,1.27
20.8,1.29,1.27
20.96,1.16,1.26
21.12,1.47,1.27
21.28,1.16,1.26
21.44,1.29,1.25
21.6,1.47,1.26
21.76,0.91,1.24
21.92,1.47,1.26
22.08,0.91,1.24
22.24,1.29,1.25
22.4,0.91,1.2
22.56,1.29,1.2
22.72,1.16,1.2
22.88,1.29,1.2
23.04,1.16,1.2
23.2,0.91,1.2
23.36,1.47,1.2
23.52,1.29,1.2
23.68,1.82,1.22
23.84,1.22,1.2
24.0,1.29,1.2
24.16,1.29,1.21
24.32,0.91,1.18
24.48,1.29,1.19
24.64,1.29,1.19
24.8,0.91,1.17
24.96,1.16,1.18
25.12,1.29,1.17
25.28,0.91,1.17
25.44,1.29,1.17
25.6,1.47,1.21
25.76,0.91,1.19
25.92,1.29,1.2
26.08,0.91,1.18
26.24,1.47,1.2
26.4,0.91,1.2
26.56,1.29,1.19
26.72,0.91,1.18
26.88,0.41,1.1
27.04,0.81,1.09
27.2,1.29,1.09
