time_operate,speed_kmhr_raw,speed_kmhr_filter
0.16,0.0,0.71
0.32,0.0,0.61
0.48,0.0,0.49
0.64,0.0,0.36
0.8,0.0,0.27
0.96,0.0,0.19
1.12,0.0,0.1
1.28,0.41,0.06
1.44,0.41,0.0
1.6,0.0,0.02
1.76,0.0,0.02
1.92,0.41,0.02
2.08,1.16,0.07
2.24,1.47,0.15
2.4,2.19,0.24
2.56,1.74,0.34
2.72,2.38,0.45
2.88,2.38,0.57
3.04,2.73,0.71
3.2,2.95,0.86
3.36,2.95,1.01
3.52,3.2,1.17
3.68,2.73,1.3
3.84,3.2,1.46
4.0,3.29,1.63
4.16,3.29,1.79
4.32,3.52,1.97
4.48,3.65,2.13
4.64,3.78,2.34
4.8,3.29,2.5
4.96,3.52,2.68
5.12,3.52,2.83
5.28,3.65,2.96
5.44,3.85,3.08
5.6,3.65,3.15
5.76,3.78,3.25
5.92,3.65,3.32
6.08,3.85,3.39
6.24,3.85,3.45
6.4,3.85,3.49
6.56,3.52,3.52
6.72,4.09,3.57
6.88,3.85,3.62
7.04,3.85,3.66
7.2,4.42,3.71
7.36,4.09,3.75
7.52,3.85,3.77
7.68,3.85,3.78
7.84,4.42,3.81
8.0,3.52,3.83
8.16,4.2,3.86
8.32,3.85,3.88
8.48,4.09,3.9
8.64,4.01,3.91
8.8,4.09,3.93
8.96,4.09,3.95
9.12,4.01,3.96
9.28,4.42,3.99
9.44,4.56,4.02
9.6,3.85,4.02
9.76,4.2,4.06
9.92,4.01,4.05
10.08,4.36,4.08
10.24,4.09,4.09
10.4,4.2,4.08
10.56,4.2,4.08
10.72,4.09,4.09
10.88,4.2,4.11
11.04,4.2,4.1
11.2,4.42,4.14
11.36,4.2,4.14
11.52,4.42,4.17
11.68,4.42,4.19
11.84,4.42,4.21
12.0,4.09,4.21
12.16,4.42,4.23
12.32,4.2,4.24
12.48,4.09,4.22
12.64,4.42,4.22
12.8,4.42,4.25
12.96,4.76,4.27
13.12,4.42,4.3
13.28,4.42,4.3
13.44,4.56,4.32
13.6,4.42,4.34
13.76,4.67,4.36
13.92,3.85,4.35
14.08,4.76,4.38
14.24,4.42,4.39
14.4,4.67,4.4
14.56,4.42,4.41
14.72,4.42,4.41
14.88,4.99,4.44
15.04,4.36,4.43
15.2,4.99,4.48
15.36,4.09,4.46
15.52,4.42,4.47
15.68,4.36,4.49
15.84,4.94,4.51
16.0,4.67,4.52
16.16,4.36,4.5
16.32,4.36,4.5
16.48,4.42,4.5
16.64,4.67,4.51
16.8,4.09,4.49
16.96,4.67,4.49
17.12,4.67,4.53
17.28,4.65,4.53
17.44,4.38,4.52
17.6,4.76,4.52
17.76,4.07,4.51
17.92,4.36,4.5
18.08,4.67,4.49
18.24,4.36,4.49
18.4,4.94,4.49
18.56,4.36,4.5
18.72,4.09,4.48
18.88,4.36,4.48
19.04,4.38,4.45
19.2,4.36,4.44
19.36,4.09,4.42
19.52,4.94,4.45
