time_operate,speed_kmhr_raw,speed_kmhr_filter
0.16,0.42,0.1
0.32,0.0,0.1
0.48,0.0,0.1
0.64,0.0,0.1
0.8,0.42,0.11
0.96,0.41,0.13
1.12,0.58,0.14
1.28,0.41,0.12
1.44,0.58,0.16
1.6,0.0,0.16
1.76,0.41,0.12
1.92,0.42,0.14
2.08,0.0,0.12
2.24,0.58,0.09
2.4,0.58,0.06
2.56,1.16,0.03
2.72,1.29,0.08
2.88,1.74,0.17
3.04,1.16,0.25
3.2,1.82,0.34
3.36,1.82,0.44
3.52,2.05,0.54
3.68,2.38,0.66
3.84,2.33,0.77
4.0,2.38,0.9
4.16,2.73,1.05
4.32,2.38,1.2
4.48,2.73,1.32
4.64,2.62,1.48
4.8,2.73,1.62
4.96,2.95,1.75
5.12,2.73,1.89
5.28,3.29,2.06
5.44,2.62,2.16
5.6,3.1,2.28
5.76,2.73,2.36
5.92,2.95,2.45
6.08,2.95,2.51
6.24,3.29,2.62
6.4,2.95,2.68
6.56,2.73,2.72
6.72,2.95,2.77
6.88,3.29,2.81
7.04,2.95,2.85
7.2,2.95,2.87
7.36,3.1,2.89
7.52,3.1,2.93
7.68,3.1,2.94
7.84,3.1,2.97
8.0,3.29,3.0
8.16,3.1,3.0
8.32,3.29,3.03
8.48,2.95,3.01
8.64,3.47,3.06
8.8,3.1,3.06
8.96,3.29,3.08
9.12,3.1,3.09
9.28,3.1,3.1
9.44,3.29,3.1
9.6,3.1,3.11
9.76,3.2,3.13
9.92,3.47,3.15
10.08,3.1,3.14
10.24,2.95,3.14
10.4,3.29,3.16
10.56,2.95,3.15
10.72,3.52,3.17
10.88,2.95,3.17
11.04,2.95,3.16
11.2,3.29,3.16
11.36,3.29,3.17
11.52,3.65,3.19
11.68,3.49,3.21
11.84,2.95,3.18
12.0,3.78,3.21
12.16,3.52,3.23
12.32,3.52,3.25
12.48,2.95,3.24
12.64,3.52,3.25
12.8,3.29,3.27
12.96,3.29,3.27
13.12,3.29,3.27
13.28,3.29,3.28
13.44,3.52,3.31
13.6,3.1,3.29
13.76,3.29,3.31
13.92,3.52,3.31
14.08,3.2,3.32
14.24,3.49,3.35
14.4,3.29,3.35
14.56,3.49,3.35
14.72,3.49,3.34
14.88,2.95,3.32
15.04,2.95,3.32
15.2,2.62,3.26
15.36,3.49,3.26
15.52,2.95,3.23
15.68,3.2,3.24
15.84,3.2,3.23
16.0,2.95,3.21
16.16,3.29,3.21
16.32,2.95,3.19
16.48,3.2,3.19
16.64,3.29,3.18
16.8,3.2,3.19
16.96,3.29,3.19
17.12,2.95,3.16
17.28,3.29,3.16
17.44,2.95,3.14
17.6,2.95,3.12
17.76,2.95,3.09
17.92,2.95,3.07
18.08,3.29,3.09
18.24,2.95,3.09
18.4,2.95,3.1
18.56,3.1,3.08
18.72,3.35,3.09
18.88,3.85,3.13
19.04,2.73,3.11
19.2,3.65,3.14
19.36,3.2,3.13
19.52,3.29,3.15
19.68,2.95,3.14
19.84,3.29,3.14
20.0,3.1,3.14
20.16,3.2,3.13
20.32,2.95,3.13
20.48,3.2,3.12
20.64,3.2,3.13
20.8,3.29,3.15
20.96,3.52,3.18
21.12,3.52,3.21
21.28,3.2,3.2
21.44,3.29,3.22
21.6,3.29,3.24
21.76,3.29,3.25
21.92,3.2,3.25
22.08,3.85,3.25
22.24,3.52,3.29
22.4,3.49,3.28
22.56,3.52,3.3
22.72,3.29,3.3
22.88,2.95,3.3
23.04,2.95,3.28
23.2,3.2,3.29
23.36,3.47,3.3
23.52,3.29,3.31
23.68,3.2,3.31
23.84,3.52,3.33
24.0,3.29,3.33
24.16,3.29,3.32
24.32,2.95,3.29
24.48,3.65,3.31
24.64,3.47,3.32
24.8,2.95,3.3
24.96,3.52,3.31
25.12,3.29,3.32
25.28,3.52,3.3
25.44,3.65,3.3
25.6,2.95,3.28
25.76,3.65,3.29
25.92,3.52,3.3
26.08,3.29,3.32
26.24,3.29,3.33
26.4,2.95,3.32
26.56,4.2,3.36
26.72,3.52,3.37
26.88,3.85,3.41
27.04,3.52,3.41
27.2,3.29,3.41
27.36,3.52,3.42
27.52,3.78,3.46
27.68,3.1,3.43
27.84,3.29,3.42
28.0,3.52,3.45
28.16,3.65,3.46
28.32,2.95,3.44
28.48,3.85,3.46
28.64,3.29,3.44
28.8,3.29,3.46
28.96,3.52,3.45
29.12,3.65,3.46
29.28,3.29,3.46
29.44,3.29,3.46
29.6,3.52,3.49
29.76,3.29,3.44
29.92,3.65,3.45
30.08,3.52,3.43
30.24,3.29,3.42
30.4,3.29,3.42
30.56,3.29,3.41
30.72,3.52,3.4
30.88,3.29,3.41
31.04,3.29,3.41
31.2,3.52,3.41
31.36,3.29,3.39
31.52,3.65,3.42
31.68,3.29,3.4
31.84,2.95,3.38
32.0,3.85,3.41
32.16,3.29,3.4
32.32,3.29,3.38
32.48,3.29,3.38
32.64,3.29,3.38
32.8,3.52,3.38
32.96,3.29,3.38
33.12,2.95,3.34
33.28,3.29,3.33
33.44,3.29,3.33
33.6,3.29,3.33
33.76,3.29,3.33
33.92,3.52,3.33
34.08,3.29,3.33
34.24,3.29,3.33
34.4,2.95,3.31
34.56,3.47,3.31
34.72,3.1,3.28
34.88,3.2,3.28
35.04,3.1,3.28
35.2,3.29,3.26
35.36,3.29,3.26
35.52,3.29,3.26
35.68,3.29,3.26
35.84,2.95,3.24
36.0,3.65,3.24
36.16,2.95,3.23
36.32,3.85,3.27
36.48,3.29,3.27
36.64,2.96,3.25
36.8,3.29,3.25
36.96,3.1,3.24
37.12,3.29,3.23
37.28,3.29,3.23
37.44,3.52,3.24
37.6,3.29,3.26
37.76,3.2,3.24
37.92,3.29,3.26
38.08,3.65,3.28
38.24,2.95,3.27
38.4,3.65,3.29
38.56,3.52,3.3
38.72,3.2,3.29
38.88,3.65,3.31
39.04,3.29,3.33
39.2,3.29,3.31
39.36,3.29,3.33
39.52,3.29,3.3
39.68,3.29,3.3
39.84,2.95,3.31
40.0,3.29,3.31
40.16,3.29,3.32
40.32,3.29,3.32
40.48,2.95,3.3
40.64,3.52,3.3
40.8,3.29,3.3
40.96,3.29,3.31
41.12,3.52,3.32
41.28,3.29,3.3
41.44,3.29,3.32
41.6,3.52,3.31
41.76,3.1,3.29
41.92,3.52,3.31
42.08,3.29,3.29
42.24,3.29,3.29
42.4,3.29,3.29
42.56,3.29,3.29
42.72,3.29,3.29
42.88,3.85,3.32
43.04,3.29,3.33
43.2,3.65,3.35
43.36,3.52,3.36
43.52,3.52,3.37
43.68,3.52,3.4
43.84,3.52,3.4
44.0,3.52,3.41
44.16,3.52,3.42
44.32,3.52,3.42
44.48,3.52,3.43
44.64,3.52,3.45
44.8,3.52,3.45
44.96,3.52,3.47
45.12,3.52,3.47
45.28,3.65,3.49
45.44,3.78,3.51
45.6,3.52,3.52
45.76,3.52,3.53
45.92,3.52,3.55
46.08,3.52,3.53
46.24,3.52,3.54
46.4,3.85,3.55
46.56,3.49,3.55
46.72,3.52,3.55
46.88,4.76,3.6
47.04,4.2,3.64
47.2,3.85,3.65
47.36,3.52,3.65
47.52,4.09,3.68
47.68,3.78,3.69
47.84,3.85,3.71
48.0,3.52,3.71
48.16,3.78,3.72
48.32,3.78,3.73
48.48,4.09,3.76
48.64,3.78,3.76
48.8,3.52,3.76
48.96,3.78,3.77
49.12,3.78,3.78
49.28,3.29,3.77
49.44,3.78,3.78
49.6,3.52,3.77
49.76,4.09,3.8
49.92,3.52,3.8
50.08,3.65,3.75
50.24,3.78,3.73
50.4,3.85,3.73
50.56,3.85,3.75
50.72,3.29,3.7
50.88,3.85,3.71
51.04,3.52,3.69
51.2,4.09,3.72
51.36,3.78,3.72
51.52,4.09,3.74
51.68,3.85,3.72
51.84,3.78,3.72
52.0,3.52,3.72
52.16,3.52,3.71
52.32,4.09,3.73
52.48,3.78,3.75
52.64,3.78,3.75
52.8,3.85,3.77
52.96,3.85,3.76
53.12,3.85,3.77
53.28,3.2,3.75
53.44,3.78,3.75
53.6,3.85,3.75
53.76,3.29,3.72
53.92,3.78,3.75
54.08,3.78,3.75
54.24,3.52,3.72
54.4,3.52,3.69
54.56,3.52,3.68
54.72,3.52,3.65
54.88,3.52,3.63
55.04,3.29,3.61
55.2,3.52,3.61
55.36,3.52,3.61
55.52,3.78,3.59
55.68,3.1,3.56
55.84,3.52,3.55
56.0,3.52,3.53
56.16,3.65,3.52
56.32,2.95,3.47
56.48,3.29,3.48
56.64,3.29,3.45
56.8,3.29,3.42
56.96,3.29,3.42
57.12,3.29,3.4
57.28,3.29,3.4
57.44,3.29,3.39
57.6,3.52,3.39
57.76,3.29,3.38
57.92,3.1,3.36
58.08,3.29,3.34
58.24,3.52,3.36
58.4,3.1,3.33
58.56,3.52,3.33
58.72,3.1,3.3
58.88,3.52,3.32
59.04,3.29,3.31
59.2,3.1,3.29
59.36,3.29,3.27
59.52,3.47,3.3
59.68,3.29,3.3
59.84,3.52,3.31
60.0,3.1,3.3
60.16,3.65,3.32
60.32,3.29,3.32
60.48,3.1,3.3
60.64,3.52,3.32
60.8,3.29,3.3
60.96,3.29,3.3
61.12,3.29,3.32
61.28,2.95,3.3
61.44,3.52,3.3
61.6,3.29,3.31
61.76,3.52,3.31
61.92,3.2,3.31
62.08,3.29,3.3
62.24,3.2,3.29
62.4,3.2,3.3
62.56,3.52,3.31
62.72,3.49,3.31
62.88,3.29,3.31
63.04,3.29,3.3
63.2,3.2,3.31
63.36,3.52,3.3
63.52,3.52,3.31
63.68,2.95,3.31
63.84,3.29,3.3
64.0,3.29,3.3
64.16,3.52,3.31
64.32,3.52,3.32
64.48,3.29,3.34
64.64,3.2,3.32
64.8,3.78,3.34
64.96,3.65,3.35
65.12,3.29,3.35
65.28,3.78,3.38
65.44,3.2,3.38
65.6,3.29,3.38
65.76,3.52,3.38
65.92,3.29,3.37
66.08,3.52,3.39
66.24,3.29,3.39
66.4,3.52,3.4
66.56,3.29,3.39
66.72,3.52,3.39
66.88,3.65,3.42
67.04,3.65,3.44
67.2,3.52,3.45
67.36,3.29,3.44
67.52,3.52,3.44
67.68,3.29,3.44
67.84,3.85,3.47
68.0,3.29,3.45
68.16,3.65,3.45
68.32,3.52,3.46
68.48,4.01,3.47
68.64,3.1,3.47
68.8,3.52,3.48
68.96,3.65,3.49
69.12,3.85,3.52
69.28,3.65,3.52
69.44,3.49,3.53
69.6,3.65,3.53
69.76,3.65,3.55
69.92,3.29,3.54
