time_operate,speed_kmhr_raw,speed_kmhr_filter
0.16,0.41,0.06
0.32,0.42,0.04
0.48,0.0,0.04
0.64,0.0,0.04
0.8,0.0,0.06
0.96,0.42,0.06
1.12,0.41,0.08
1.28,0.58,0.1
1.44,0.91,0.15
1.6,0.91,0.19
1.76,1.29,0.26
1.92,1.29,0.3
2.08,1.47,0.37
2.24,1.47,0.45
2.4,1.29,0.51
2.56,1.29,0.57
2.72,1.82,0.67
2.88,1.47,0.74
3.04,1.47,0.81
3.2,1.82,0.88
3.36,1.47,0.94
3.52,1.67,1.03
3.68,1.82,1.12
3.84,1.74,1.2
4.0,1.82,1.3
4.16,1.82,1.38
4.32,1.82,1.45
4.48,2.38,1.54
4.64,1.82,1.59
4.8,2.19,1.65
4.96,2.19,1.7
5.12,2.38,1.75
5.28,2.19,1.79
5.44,2.19,1.82
5.6,1.82,1.85
5.76,2.19,1.9
5.92,2.19,1.91
6.08,2.05,1.94
6.24,2.19,1.98
6.4,2.19,2.0
6.56,1.82,2.01
6.72,2.19,2.04
6.88,2.19,2.06
7.04,1.67,1.9
7.2,1.74,1.89
7.36,1.47,1.87
7.52,1.82,1.87
7.68,1.82,1.84
7.84,2.38,1.87
8.0,1.67,1.84
8.16,2.19,1.84
8.32,2.07,1.82
8.48,1.82,1.8
8.64,2.07,1.8
8.8,1.82,1.8
8.96,2.19,1.8
9.12,2.19,1.8
9.28,2.07,1.8
9.44,2.57,1.81
9.6,2.07,1.81
9.76,2.07,1.82
9.92,2.19,1.82
10.08,2.38,1.82
10.24,2.07,2.01
10.4,1.82,2.02
10.56,2.19,2.06
10.72,2.05,2.07
10.88,1.82,2.07
11.04,2.38,2.07
11.2,1.82,2.07
11.36,2.19,2.07
11.52,1.82,2.06
11.68,1.82,2.06
11.84,2.38,2.08
12.0,2.19,2.1
12.16,1.82,2.08
12.32,2.19,2.08
12.48,2.19,2.09
12.64,1.82,2.05
12.8,2.19,2.06
12.96,2.19,2.07
13.12,2.19,2.07
13.28,2.19,2.06
13.44,2.38,2.08
13.6,2.19,2.1
13.76,2.19,2.1
13.92,1.82,2.09
14.08,2.19,2.1
14.24,2.19,2.1
14.4,2.38,2.12
14.56,2.19,2.12
14.72,2.19,2.14
14.88,2.91,2.19
15.04,2.62,2.2
15.2,2.95,2.23
15.36,2.62,2.27
15.52,2.38,2.28
15.68,2.62,2.3
15.84,2.19,2.32
16.0,2.05,2.31
16.16,1.82,2.29
16.32,2.38,2.3
16.48,2.38,2.31
16.64,2.05,2.3
16.8,2.38,2.31
16.96,2.05,2.3
17.12,2.19,2.32
17.28,2.05,2.31
17.44,2.05,2.31
17.6,1.82,2.28
17.76,1.82,2.26
17.92,2.38,2.27
18.08,2.05,2.23
18.24,1.67,2.18
18.4,1.82,2.13
18.56,2.19,2.1
18.72,2.05,2.09
18.88,2.05,2.06
19.04,1.82,2.04
19.2,1.82,2.03
19.36,2.05,2.04
19.52,2.05,2.02
19.68,1.82,2.0
19.84,1.74,1.98
20.0,1.82,1.95
20.16,2.05,1.95
20.32,1.82,1.93
20.48,2.05,1.93
20.64,1.82,1.92
20.8,2.05,1.93
20.96,1.82,1.93
21.12,1.74,1.9
21.28,2.38,1.92
21.44,2.05,1.94
21.6,2.05,1.95
21.76,2.05,1.94
21.92,1.82,1.93
22.08,2.05,1.93
22.24,1.74,1.93
22.4,1.82,1.93
22.56,2.05,1.93
22.72,1.82,1.92
22.88,2.05,1.93
23.04,2.05,1.94
23.2,1.82,1.94
23.36,2.05,1.94
23.52,2.05,1.96
23.68,1.47,1.93
23.84,1.31,1.89
24.0,1.16,1.85
24.16,1.47,1.83
24.32,2.06,1.84
24.48,2.05,1.83
24.64,2.05,1.83
24.8,1.74,1.81
24.96,1.47,1.78
25.12,1.67,1.77
25.28,1.82,1.76
25.44,2.05,1.77
25.6,2.05,1.79
25.76,2.19,1.79
25.92,1.74,1.79
26.08,2.05,1.79
26.24,2.38,1.8
26.4,2.05,1.81
26.56,1.74,1.8
26.72,2.05,1.8
26.88,2.38,1.84
27.04,2.05,1.89
27.2,1.16,1.89
27.36,2.05,1.92
27.52,2.05,1.92
27.68,2.05,1.92
27.84,2.05,1.92
28.0,2.05,1.94
28.16,2.05,1.97
28.32,2.05,1.99
28.48,2.62,2.03
28.64,2.05,2.03
28.8,2.38,2.05
28.96,2.06,2.04
29.12,2.33,2.07
29.28,2.33,2.09
29.44,2.19,2.07
29.6,2.33,2.09
29.76,2.62,2.13
29.92,2.05,2.13
30.08,2.38,2.13
30.24,2.05,2.13
30.4,2.62,2.2
30.56,2.05,2.2
30.72,2.33,2.22
30.88,2.62,2.25
31.04,2.38,2.26
31.2,2.38,2.28
31.36,2.33,2.29
31.52,1.82,2.28
31.68,2.62,2.28
31.84,2.38,2.29
32.0,2.57,2.3
32.16,2.19,2.3
32.32,2.05,2.29
32.48,2.38,2.3
32.64,2.38,2.31
32.8,2.38,2.31
32.96,2.05,2.28
33.12,2.38,2.3
33.28,2.62,2.31
33.44,2.62,2.31
33.6,2.62,2.32
33.76,2.19,2.32
33.92,2.62,2.34
34.08,2.38,2.33
34.24,2.62,2.34
34.4,2.62,2.35
34.56,2.05,2.34
34.72,2.62,2.38
34.88,2.38,2.37
35.04,2.38,2.37
35.2,2.19,2.35
35.36,2.38,2.36
35.52,2.38,2.38
35.68,2.05,2.36
35.84,2.38,2.36
36.0,2.38,2.36
36.16,2.38,2.38
36.32,2.33,2.38
36.48,2.19,2.35
36.64,2.38,2.36
36.8,2.38,2.35
36.96,2.38,2.36
37.12,2.38,2.35
37.28,2.78,2.35
37.44,2.05,2.33
37.6,2.62,2.33
37.76,2.38,2.34
37.92,2.62,2.34
38.08,2.05,2.33
38.24,2.38,2.33
38.4,2.19,2.33
38.56,2.62,2.34
38.72,2.38,2.34
38.88,2.19,2.34
39.04,2.73,2.36
39.2,2.38,2.36
39.36,2.19,2.35
39.52,2.38,2.35
39.68,2.19,2.35
39.84,2.38,2.35
40.0,2.38,2.35
40.16,2.38,2.35
40.32,2.38,2.35
40.48,2.38,2.35
40.64,2.38,2.37
40.8,2.73,2.38
40.96,2.38,2.38
41.12,2.38,2.37
41.28,2.73,2.4
41.44,2.38,2.4
41.6,2.38,2.41
41.76,2.38,2.4
41.92,2.62,2.41
42.08,2.38,2.42
42.24,2.19,2.39
42.4,2.38,2.39
42.56,2.38,2.4
42.72,2.38,2.4
42.88,2.38,2.42
43.04,2.05,2.4
43.2,2.19,2.39
43.36,2.38,2.39
43.52,2.19,2.38
43.68,2.38,2.38
43.84,2.38,2.38
44.0,2.38,2.36
44.16,2.19,2.35
44.32,2.05,2.33
44.48,2.38,2.31
44.64,2.05,2.3
44.8,2.19,2.29
44.96,2.73,2.3
45.12,2.38,2.29
45.28,2.05,2.28
45.44,2.19,2.28
45.6,2.05,2.26
45.76,2.62,2.27
45.92,2.38,2.27
46.08,2.38,2.27
46.24,1.82,2.26
46.4,2.19,2.26
46.56,2.05,2.24
46.72,2.19,2.24
46.88,2.19,2.23
47.04,2.19,2.22
47.2,2.19,2.21
47.36,1.47,2.17
47.52,2.19,2.18
47.68,2.05,2.16
47.84,2.38,2.18
48.0,2.19,2.18
48.16,2.38,2.16
48.32,2.05,2.15
48.48,2.38,2.16
48.64,2.19,2.16
48.8,2.38,2.18
48.96,2.19,2.16
49.12,2.05,2.14
49.28,2.38,2.14
49.44,2.38,2.17
