time_operate,speed_kmhr_raw,speed_kmhr_filter
0.16,0.0,0.07
0.32,0.42,0.05
0.48,0.0,0.04
0.64,0.0,0.04
0.8,0.41,0.05
0.96,0.81,0.06
1.12,0.58,0.1
1.28,0.41,0.12
1.44,0.41,0.12
1.6,0.41,0.14
1.76,0.41,0.17
1.92,0.0,0.17
2.08,0.58,0.18
2.24,0.0,0.18
2.4,0.58,0.16
2.56,0.81,0.12
2.72,1.16,0.1
2.88,1.67,0.07
3.04,2.05,0.14
3.2,2.19,0.25
3.36,2.38,0.36
3.52,2.38,0.5
3.68,2.73,0.63
3.84,2.62,0.76
4.0,2.73,0.91
4.16,1.74,1.03
4.32,1.74,1.03
4.48,2.05,1.23
4.64,2.33,1.36
4.8,2.33,1.49
4.96,2.62,1.64
5.12,2.62,1.77
5.28,2.05,1.9
5.44,2.33,2.01
5.6,2.95,2.13
5.76,2.62,2.23
5.92,2.95,2.32
6.08,2.91,2.39
6.24,3.2,2.44
6.4,2.91,2.48
6.56,2.95,2.51
6.72,2.95,2.54
6.88,3.2,2.57
7.04,3.2,2.6
7.2,3.29,2.62
7.36,3.2,2.7
7.52,3.1,2.77
7.68,2.73,2.81
7.84,3.65,2.87
8.0,3.29,2.92
8.16,3.65,2.97
8.32,3.52,3.01
8.48,3.29,3.07
8.64,3.29,3.12
8.8,3.29,3.14
8.96,3.85,3.2
9.12,3.29,3.22
9.28,3.85,3.27
9.44,3.52,3.29
9.6,3.65,3.33
9.76,3.85,3.37
9.92,3.65,3.41
10.08,3.85,3.44
10.24,3.65,3.47
10.4,3.85,3.49
10.56,3.85,3.53
10.72,3.85,3.57
10.88,3.29,3.6
11.04,3.47,3.58
11.2,3.47,3.59
11.36,3.65,3.59
11.52,3.29,3.58
11.68,3.47,3.59
11.84,3.65,3.61
12.0,3.2,3.6
12.16,3.52,3.58
12.32,2.95,3.56
12.48,3.65,3.55
12.64,3.29,3.54
12.8,3.52,3.54
12.96,3.29,3.51
13.12,3.65,3.51
13.28,3.65,3.5
13.44,3.65,3.5
13.6,3.29,3.47
13.76,3.65,3.46
13.92,3.29,3.43
14.08,3.52,3.44
14.24,3.52,3.44
14.4,3.85,3.47
14.56,3.52,3.46
14.72,3.29,3.46
14.88,3.85,3.48
15.04,3.1,3.45
15.2,3.85,3.49
15.36,3.47,3.48
15.52,3.86,3.53
15.68,3.86,3.53
15.84,3.65,3.55
16.0,3.65,3.56
16.16,3.65,3.58
16.32,4.01,3.59
16.48,3.47,3.58
16.64,3.29,3.57
16.8,3.52,3.58
16.96,3.29,3.56
17.12,3.29,3.56
17.28,3.52,3.56
17.44,3.29,3.55
17.6,3.29,3.52
17.76,3.65,3.53
17.92,3.29,3.53
18.08,3.65,3.52
18.24,3.85,3.56
18.4,3.29,3.53
18.56,4.01,3.56
18.72,3.65,3.55
18.88,4.93,3.59
19.04,4.63,3.64
19.2,4.63,3.68
19.36,4.14,3.7
19.52,4.2,3.71
19.68,4.01,3.74
19.84,4.01,3.77
20.0,4.2,3.81
20.16,3.85,3.84
20.32,4.01,3.87
20.48,4.2,3.91
20.64,4.01,3.95
20.8,3.65,3.96
20.96,4.2,3.99
21.12,4.01,4.03
21.28,3.85,4.04
21.44,3.85,4.04
21.6,4.01,4.07
21.76,4.2,4.08
21.92,3.65,4.08
22.08,4.01,4.05
22.24,3.85,4.01
22.4,4.01,3.98
22.56,4.01,3.98
22.72,4.01,3.97
22.88,3.85,3.97
23.04,3.86,3.96
23.2,4.2,3.96
23.36,4.09,3.97
23.52,4.2,3.98
23.68,4.2,3.98
23.84,4.42,4.0
24.0,3.85,4.01
24.16,3.85,3.99
24.32,4.2,4.0
24.48,4.2,4.02
24.64,4.56,4.05
24.8,4.01,4.05
24.96,3.85,4.03
25.12,4.2,4.06
25.28,4.2,4.07
25.44,4.36,4.09
25.6,4.56,4.12
25.76,4.09,4.12
25.92,4.09,4.13
26.08,4.36,4.15
26.24,3.85,4.15
26.4,4.09,4.15
26.56,4.2,4.15
26.72,4.36,4.16
26.88,4.07,4.15
27.04,4.2,4.14
27.2,3.78,4.13
27.36,4.42,4.16
27.52,3.85,4.14
27.68,4.09,4.14
27.84,3.85,4.11
28.0,3.85,4.1
28.16,4.09,4.11
28.32,3.78,4.09
28.48,3.85,4.08
28.64,3.85,4.05
28.8,3.85,4.02
28.96,4.09,4.02
29.12,3.52,3.99
29.28,4.2,3.98
29.44,3.85,3.98
29.6,4.09,3.98
29.76,3.78,3.96
29.92,4.56,3.97
30.08,4.2,3.98
30.24,4.2,3.98
30.4,4.09,4.0
30.56,4.2,3.99
30.72,3.85,3.99
30.88,4.09,3.99
31.04,4.24,4.0
31.2,4.09,4.01
31.36,3.52,3.98
31.52,3.52,3.97
31.68,4.07,3.97
31.84,3.78,3.97
32.0,3.85,3.97
32.16,3.78,3.95
32.32,3.65,3.96
32.48,3.85,3.94
32.64,3.49,3.92
32.8,4.09,3.92
32.96,3.52,3.91
33.12,3.49,3.85
33.28,3.52,3.82
33.44,3.85,3.8
33.6,3.52,3.77
33.76,3.78,3.75
33.92,3.2,3.72
34.08,3.2,3.68
34.24,3.78,3.67
34.4,3.49,3.63
34.56,3.29,3.62
34.72,3.71,3.61
34.88,4.13,3.61
35.04,3.8,3.61
35.2,3.55,3.59
35.36,3.78,3.59
35.52,3.86,3.59
35.68,3.85,3.59
35.84,3.85,3.61
36.0,3.78,3.59
36.16,3.49,3.59
36.32,3.55,3.59
36.48,3.65,3.59
36.64,3.49,3.58
36.8,3.85,3.59
36.96,3.65,3.58
37.12,3.8,3.61
37.28,3.52,3.62
37.44,3.8,3.62
37.6,4.09,3.65
