time_operate,speed_kmhr_raw,speed_kmhr_filter
0.16,0.42,0.21
0.32,0.0,0.21
0.48,0.42,0.22
0.64,0.0,0.19
0.8,0.0,0.19
0.96,0.0,0.16
1.12,0.42,0.18
1.28,0.0,0.16
1.44,0.0,0.16
1.6,0.0,0.14
1.76,0.58,0.16
1.92,0.0,0.16
2.08,0.91,0.18
2.24,1.16,0.24
2.4,1.16,0.29
2.56,0.91,0.32
2.72,1.47,0.38
2.88,1.74,0.47
3.04,1.47,0.52
3.2,1.82,0.6
3.36,1.47,0.66
3.52,2.05,0.76
3.68,1.82,0.84
3.84,2.05,0.94
4.0,1.82,1.03
4.16,1.82,1.12
4.32,1.82,1.2
4.48,2.19,1.3
4.64,2.05,1.41
4.8,2.05,1.51
4.96,2.19,1.59
5.12,2.05,1.69
5.28,2.19,1.75
5.44,2.05,1.8
5.6,2.05,1.84
5.76,2.38,1.92
5.92,1.82,1.93
6.08,2.38,1.97
6.24,2.05,2.0
6.4,2.38,2.02
6.56,2.38,2.07
6.72,1.82,2.06
6.88,2.38,2.09
7.04,2.05,2.09
7.2,2.38,2.11
7.36,2.38,2.14
7.52,2.05,2.15
7.68,2.38,2.17
7.84,2.38,2.18
8.0,2.19,2.19
8.16,2.38,2.2
8.32,2.38,2.22
8.48,2.73,2.24
8.64,2.38,2.26
8.8,2.38,2.28
8.96,2.19,2.27
9.12,2.73,2.31
9.28,2.19,2.3
9.44,2.38,2.32
9.6,2.38,2.32
9.76,2.73,2.34
9.92,2.19,2.36
10.08,2.73,2.37
10.24,2.19,2.38
10.4,2.73,2.4
10.56,2.38,2.4
10.72,2.73,2.43
10.88,2.38,2.43
11.04,2.73,2.45
11.2,2.95,2.49
11.36,2.62,2.5
11.52,2.73,2.52
11.68,2.95,2.53
11.84,2.38,2.53
12.0,2.95,2.56
12.16,2.73,2.58
12.32,2.62,2.58
12.48,2.95,2.61
12.64,3.1,2.65
12.8,2.62,2.66
12.96,3.2,2.68
13.12,2.62,2.7
13.28,2.95,2.72
13.44,2.73,2.74
13.6,2.62,2.74
13.76,2.95,2.77
13.92,2.38,2.75
14.08,2.95,2.78
14.24,2.62,2.77
14.4,2.62,2.76
14.56,2.95,2.77
14.72,2.62,2.77
14.88,2.62,2.75
15.04,2.62,2.76
15.2,2.33,2.73
15.36,2.95,2.74
15.52,2.91,2.75
15.68,2.62,2.74
15.84,2.73,2.72
16.0,2.62,2.72
16.16,2.62,2.69
16.32,2.38,2.68
16.48,2.05,2.64
16.64,2.73,2.64
16.8,2.62,2.64
16.96,2.62,2.62
17.12,2.38,2.62
17.28,2.38,2.59
17.44,2.62,2.59
17.6,2.38,2.58
17.76,2.38,2.55
17.92,2.38,2.54
18.08,2.73,2.54
18.24,2.38,2.53
18.4,2.38,2.53
18.56,2.38,2.51
18.72,2.05,2.47
18.88,2.38,2.45
19.04,2.38,2.44
19.2,2.38,2.43
19.36,2.05,2.4
19.52,2.38,2.4
19.68,2.73,2.43
19.84,2.38,2.41
20.0,2.62,2.41
20.16,2.38,2.4
20.32,2.05,2.39
20.48,2.38,2.39
20.64,2.95,2.4
20.8,2.38,2.4
20.96,2.62,2.41
21.12,2.38,2.41
21.28,2.38,2.4
21.44,2.62,2.41
21.6,2.38,2.41
21.76,2.38,2.41
21.92,2.73,2.44
22.08,2.38,2.44
22.24,2.62,2.45
22.4,2.38,2.45
22.56,2.38,2.47
22.72,2.62,2.48
22.88,2.62,2.48
23.04,2.38,2.48
23.2,2.62,2.48
23.36,2.73,2.49
23.52,2.62,2.52
23.68,2.95,2.55
23.84,2.62,2.53
24.0,2.95,2.56
24.16,2.57,2.56
24.32,2.38,2.56
24.48,2.91,2.58
24.64,2.38,2.57
24.8,2.95,2.6
24.96,2.62,2.61
25.12,2.62,2.6
25.28,2.95,2.63
25.44,2.62,2.63
25.6,2.38,2.63
25.76,2.38,2.63
25.92,2.91,2.64
26.08,2.62,2.64
26.24,2.95,2.67
26.4,2.38,2.66
26.56,2.62,2.66
26.72,2.62,2.66
26.88,2.73,2.64
27.04,2.95,2.66
27.2,2.62,2.64
27.36,2.95,2.67
27.52,2.95,2.7
27.68,2.62,2.69
27.84,2.73,2.7
28.0,2.95,2.7
28.16,2.95,2.72
28.32,2.95,2.73
28.48,2.62,2.72
28.64,2.73,2.72
28.8,2.62,2.73
28.96,2.73,2.75
29.12,2.95,2.76
29.28,2.62,2.76
29.44,3.1,2.76
29.6,2.62,2.77
29.76,2.95,2.79
29.92,2.62,2.79
30.08,2.95,2.8
30.24,2.62,2.78
30.4,2.95,2.8
30.56,2.95,2.8
30.72,2.62,2.78
30.88,2.95,2.8
31.04,2.91,2.81
31.2,2.95,2.81
31.36,2.95,2.81
31.52,2.91,2.8
31.68,3.2,2.83
31.84,2.62,2.83
32.0,2.95,2.84
32.16,3.2,2.87
32.32,2.95,2.87
32.48,2.91,2.88
32.64,2.95,2.88
32.8,3.2,2.91
32.96,2.62,2.89
33.12,3.2,2.92
33.28,2.95,2.92
33.44,3.2,2.95
33.6,2.91,2.95
33.76,2.95,2.95
33.92,2.95,2.96
34.08,2.95,2.96
34.24,2.95,2.97
34.4,3.2,2.98
34.56,3.2,2.99
34.72,2.62,2.98
34.88,2.95,2.97
35.04,2.91,2.98
35.2,2.62,2.96
35.36,2.62,2.96
35.52,2.62,2.93
35.68,3.2,2.95
35.84,2.62,2.93
36.0,3.2,2.93
36.16,2.95,2.95
36.32,2.91,2.93
36.48,2.62,2.92
36.64,2.91,2.9
36.8,3.2,2.92
36.96,2.62,2.9
37.12,3.2,2.92
37.28,2.91,2.91
37.44,2.38,2.88
37.6,2.95,2.87
37.76,2.95,2.86
37.92,2.62,2.86
38.08,2.95,2.86
38.24,2.62,2.84
38.4,2.73,2.85
38.56,2.62,2.83
38.72,2.62,2.83
38.88,2.95,2.82
39.04,2.73,2.82
39.2,2.38,2.78
39.36,2.73,2.77
39.52,3.2,2.78
39.68,2.62,2.78
39.84,2.73,2.78
40.0,2.05,2.72
40.16,1.82,2.68
40.32,2.19,2.63
40.48,1.82,2.57
40.64,2.19,2.56
40.8,2.19,2.52
40.96,2.57,2.5
41.12,2.07,2.47
41.28,2.19,2.43
41.44,2.38,2.42
41.6,2.73,2.42
41.76,2.73,2.43
41.92,2.73,2.43
42.08,2.73,2.42
42.24,2.73,2.42
42.4,2.73,2.44
42.56,2.73,2.44
42.72,2.95,2.43
42.88,3.1,2.46
43.04,3.29,2.49
43.2,2.95,2.53
43.36,2.95,2.59
43.52,2.95,2.63
43.68,3.1,2.69
43.84,3.2,2.74
44.0,2.95,2.77
44.16,3.29,2.81
44.32,2.95,2.86
44.48,3.29,2.92
44.64,3.29,2.96
44.8,2.73,2.96
44.96,2.95,2.97
45.12,3.2,2.99
45.28,2.95,3.0
45.44,2.73,3.0
45.6,2.95,3.02
45.76,3.1,3.03
