time_operate,speed_kmhr_raw,speed_kmhr_filter
0.16,0.0,0.26
0.32,0.0,0.26
0.48,0.0,0.22
0.64,0.41,0.23
0.8,0.0,0.19
0.96,0.58,0.18
1.12,0.0,0.16
1.28,0.0,0.16
1.44,0.42,0.15
1.6,0.41,0.15
1.76,0.93,0.14
1.92,0.41,0.16
2.08,0.58,0.16
2.24,0.58,0.19
2.4,0.91,0.2
2.56,1.29,0.26
2.72,1.82,0.35
2.88,2.07,0.45
3.04,2.19,0.55
3.2,2.38,0.64
3.36,2.73,0.77
3.52,2.38,0.89
3.68,2.95,1.03
3.84,2.95,1.15
4.0,3.29,1.31
4.16,3.47,1.48
4.32,3.85,1.67
4.48,3.65,1.85
4.64,3.65,2.02
4.8,3.85,2.2
4.96,3.52,2.37
5.12,3.85,2.54
5.28,3.85,2.73
5.44,3.85,2.91
5.6,4.2,3.08
5.76,4.09,3.22
5.92,3.78,3.31
6.08,4.09,3.42
6.24,4.09,3.51
6.4,4.09,3.6
6.56,3.85,3.66
6.72,4.42,3.76
6.88,4.2,3.82
7.04,4.09,3.88
7.2,4.42,3.93
7.36,4.42,3.99
7.52,4.09,4.0
7.68,4.42,4.04
7.84,4.99,4.11
8.0,3.85,4.11
8.16,4.42,4.15
8.32,4.67,4.19
8.48,4.36,4.22
8.64,4.42,4.24
8.8,4.36,4.25
8.96,4.09,4.25
9.12,4.67,4.3
9.28,4.67,4.33
9.44,4.09,4.33
9.6,4.67,4.36
9.76,4.67,4.4
9.92,4.65,4.41
10.08,4.36,4.41
10.24,4.65,4.44
10.4,4.36,4.44
10.56,4.67,4.45
10.72,4.67,4.48
10.88,4.36,4.48
11.04,4.67,4.46
11.2,4.42,4.49
11.36,4.09,4.47
11.52,4.67,4.47
11.68,4.42,4.48
11.84,4.42,4.48
12.0,4.2,4.47
12.16,4.2,4.47
12.32,4.42,4.46
12.48,4.56,4.45
12.64,4.2,4.45
12.8,4.42,4.44
12.96,4.53,4.41
13.12,4.76,4.41
13.28,4.76,4.43
13.44,4.38,4.42
13.6,4.38,4.42
13.76,4.63,4.41
13.92,4.63,4.41
14.08,4.76,4.43
14.24,4.38,4.42
14.4,4.56,4.43
14.56,4.76,4.46
14.72,4.38,4.46
14.88,4.38,4.46
15.04,4.38,4.46
15.2,4.76,4.49
15.36,4.56,4.51
15.52,4.42,4.51
15.68,4.56,4.51
15.84,4.92,4.54
16.0,4.42,4.54
16.16,4.38,4.54
16.32,4.92,4.55
16.48,4.38,4.53
16.64,4.76,4.55
16.8,4.76,4.57
16.96,4.76,4.57
17.12,4.56,4.57
17.28,4.76,4.57
17.44,4.2,4.57
17.6,4.76,4.57
17.76,5.11,4.59
17.92,4.67,4.61
18.08,5.11,4.64
18.24,4.76,4.66
18.4,4.76,4.66
18.56,4.76,4.67
18.72,4.76,4.69
18.88,4.99,4.71
19.04,4.99,4.72
19.2,4.76,4.73
19.36,4.67,4.75
19.52,4.99,4.75
19.68,4.67,4.77
19.84,4.99,4.78
20.0,4.67,4.77
20.16,4.42,4.76
20.32,4.99,4.78
20.48,4.67,4.77
20.64,4.99,4.81
20.8,4.67,4.81
20.96,4.67,4.79
21.12,4.67,4.79
21.28,4.94,4.79
21.44,4.67,4.78
21.6,4.67,4.78
21.76,5.25,4.8
21.92,4.67,4.8
22.08,4.94,4.8
22.24,4.67,4.78
22.4,4.94,4.79
22.56,4.94,4.8
22.72,4.67,4.79
22.88,4.99,4.8
23.04,4.94,4.8
23.2,4.65,4.8
23.36,4.94,4.82
23.52,4.67,4.81
23.68,4.65,4.81
23.84,4.94,4.8
24.0,4.94,4.82
24.16,4.94,4.83
24.32,4.67,4.83
24.48,4.65,4.82
24.64,5.25,4.85
24.8,4.67,4.85
24.96,4.67,4.82
25.12,4.94,4.83
25.28,4.94,4.83
25.44,4.65,4.83
25.6,4.94,4.83
25.76,4.94,4.83
25.92,4.94,4.84
26.08,4.65,4.83
26.24,4.65,4.81
26.4,4.94,4.83
26.56,4.65,4.81
26.72,4.94,4.83
26.88,4.99,4.84
27.04,4.94,4.84
27.2,4.99,4.84
27.36,4.94,4.84
27.52,4.7,4.84
27.68,5.23,4.87
27.84,4.38,4.82
28.0,4.94,4.84
28.16,4.96,4.85
28.32,4.65,4.84
28.48,4.65,4.82
28.64,4.65,4.82
28.8,4.67,4.81
28.96,4.94,4.81
29.12,4.67,4.79
29.28,4.94,4.81
29.44,4.67,4.81
29.6,4.67,4.8
29.76,4.99,4.81
29.92,4.76,4.8
30.08,4.42,4.77
30.24,4.67,4.76
30.4,5.11,4.76
30.56,4.67,4.74
30.72,4.42,4.73
30.88,5.11,4.72
31.04,4.76,4.74
31.2,4.56,4.72
31.36,5.11,4.73
31.52,4.76,4.74
31.68,4.67,4.74
31.84,4.76,4.75
32.0,4.99,4.77
32.16,4.76,4.76
32.32,4.76,4.77
32.48,4.42,4.74
32.64,4.99,4.76
32.8,4.99,4.78
32.96,4.42,4.75
33.12,4.99,4.76
33.28,5.11,4.8
33.44,4.99,4.81
33.6,4.99,4.81
33.76,4.92,4.82
33.92,4.42,4.82
34.08,4.56,4.79
34.24,5.33,4.82
34.4,5.33,4.86
34.56,4.76,4.84
34.72,4.92,4.85
34.88,4.56,4.84
35.04,5.11,4.86
35.2,4.92,4.85
35.36,4.92,4.86
35.52,4.56,4.85
35.68,5.11,4.88
35.84,5.33,4.9
36.0,4.99,4.9
36.16,5.11,4.94
36.32,4.76,4.93
36.48,4.99,4.92
36.64,4.76,4.91
36.8,5.33,4.93
36.96,4.56,4.91
37.12,5.33,4.95
37.28,5.47,5.0
37.44,4.76,4.97
37.6,5.11,4.96
37.76,4.76,4.96
37.92,4.92,4.96
38.08,4.76,4.97
38.24,4.92,4.96
38.4,4.76,4.95
38.56,4.56,4.93
