time_operate,speed_kmhr_raw,speed_kmhr_filter
0.16,1.49,0.84
0.32,1.16,0.87
0.48,1.16,0.87
0.64,1.16,0.9
0.8,0.91,0.9
0.96,0.93,0.91
1.12,1.16,0.91
1.28,1.16,0.92
1.44,2.05,0.97
1.6,1.82,1.03
1.76,2.47,1.09
1.92,2.57,1.18
2.08,2.96,1.27
2.24,2.87,1.36
2.4,3.35,1.49
2.56,3.74,1.63
2.72,4.14,1.8
2.88,4.14,1.95
3.04,4.53,2.14
3.2,3.74,2.3
3.36,4.14,2.44
3.52,4.24,2.6
3.68,4.53,2.78
3.84,4.07,2.93
4.0,4.07,3.08
4.16,4.53,3.28
4.32,4.48,3.45
4.48,4.53,3.63
4.64,5.33,3.8
4.8,4.88,3.96
4.96,4.48,4.06
5.12,4.88,4.17
5.28,4.46,4.25
5.76,4.89,1.61
5.92,5.33,4.94
6.08,4.88,4.99
6.24,4.93,5.03
6.4,5.73,5.11
6.56,5.02,5.14
6.72,5.28,5.21
6.88,5.41,5.28
7.04,4.93,5.32
7.2,5.02,5.34
7.36,5.33,5.4
7.52,4.93,5.44
7.68,5.41,5.49
7.84,5.02,5.51
8.0,5.02,5.54
8.16,5.02,5.52
8.32,5.41,5.55
8.48,5.02,5.57
8.64,5.53,5.6
8.8,5.02,5.64
8.96,5.29,5.16
9.12,5.53,5.17
9.28,4.76,5.17
9.44,4.63,5.15
9.6,5.14,5.12
9.76,5.29,5.13
9.92,5.29,5.14
10.08,5.47,5.13
10.24,4.92,5.13
10.4,5.11,5.13
10.56,5.29,5.13
10.72,5.33,5.15
10.88,4.92,5.13
11.04,5.67,5.16
11.2,5.33,5.17
11.36,4.99,5.16
11.52,5.33,5.16
11.68,4.99,5.16
11.84,5.33,5.15
12.0,4.99,5.15
12.16,5.57,5.16
12.32,4.94,5.13
12.48,5.52,5.16
12.64,4.99,5.19
12.8,5.83,5.23
12.96,4.67,5.2
13.12,5.23,5.19
13.28,4.96,5.16
13.44,5.28,5.17
13.6,5.23,5.18
13.76,5.52,5.2
13.92,4.7,5.16
14.08,4.96,5.17
14.24,4.7,5.12
14.4,4.7,5.09
14.56,4.83,5.07
14.72,5.19,5.06
14.88,4.7,5.04
15.04,5.39,5.05
15.2,5.19,5.06
15.36,4.47,5.0
15.52,4.86,4.98
15.68,5.01,4.95
15.84,5.26,4.96
16.0,5.26,4.93
16.16,5.26,4.97
16.32,5.56,4.98
16.48,4.66,4.95
16.64,4.75,4.92
16.8,5.07,4.91
16.96,5.56,4.93
17.12,5.02,4.94
17.28,5.02,4.93
17.44,5.0,4.94
17.6,5.0,4.96
17.76,5.02,4.97
17.92,5.44,4.99
18.08,5.02,5.01
18.24,5.0,5.0
18.4,5.44,5.02
18.56,4.6,5.03
18.72,4.59,5.02
18.88,5.02,5.03
19.04,4.6,5.0
19.2,5.0,5.0
19.36,5.02,4.99
19.52,4.6,4.95
19.68,5.42,4.99
19.84,5.42,4.99
20.0,5.0,5.01
20.16,5.0,4.98
20.32,5.07,4.98
20.48,5.02,4.98
20.64,5.02,4.98
20.8,5.44,5.0
20.96,5.02,5.0
21.12,4.59,4.96
21.28,5.0,4.96
21.44,5.85,5.0
21.6,5.02,4.98
21.76,5.42,5.03
21.92,5.44,5.07
22.08,5.02,5.07
22.24,5.42,5.11
22.4,5.44,5.13
22.56,5.0,5.13
22.72,5.44,5.17
22.88,5.02,5.15
23.04,5.0,5.15
23.2,5.85,5.19
23.36,5.44,5.22
23.52,5.44,5.24
23.68,5.85,5.28
23.84,5.44,5.3
24.0,5.85,5.32
24.16,5.02,5.32
24.32,5.85,5.38
24.48,5.42,5.4
