time_operate,speed_kmhr_raw,speed_kmhr_filter
0.16,0.0,0.48
0.32,0.41,0.48
0.48,0.0,0.48
0.64,0.0,0.48
0.8,0.0,0.48
0.96,0.0,0.48
1.12,0.41,0.46
1.28,0.41,0.42
1.44,1.22,0.37
1.6,1.16,0.36
1.76,0.91,0.28
1.92,1.47,0.27
2.08,1.47,0.31
2.24,1.29,0.38
2.4,1.47,0.47
2.56,1.82,0.56
2.72,1.74,0.67
2.88,2.06,0.76
3.04,2.05,0.86
3.2,1.67,0.94
3.36,1.82,1.03
3.52,2.38,1.13
3.68,2.05,1.24
3.84,2.38,1.36
4.0,2.38,1.47
4.16,2.38,1.59
4.32,2.38,1.69
4.48,2.62,1.81
4.64,2.38,1.88
4.8,2.38,1.94
4.96,2.95,2.04
5.12,2.38,2.09
5.28,2.73,2.15
5.44,2.73,2.22
5.6,2.73,2.28
5.76,2.73,2.33
5.92,2.73,2.38
6.08,2.73,2.42
6.24,2.57,2.45
6.4,2.95,2.51
6.56,2.73,2.56
6.72,2.73,2.58
6.88,2.73,2.61
7.04,2.95,2.64
7.2,2.73,2.66
7.36,3.1,2.69
7.52,2.95,2.72
7.68,2.95,2.74
7.84,2.73,2.76
8.0,2.95,2.78
8.16,3.29,2.8
8.32,2.38,2.8
8.48,2.95,2.81
8.64,2.95,2.82
8.8,2.73,2.82
8.96,2.95,2.83
9.12,3.29,2.86
9.28,2.95,2.87
9.44,2.73,2.88
9.6,3.29,2.9
9.76,2.57,2.89
9.92,2.73,2.89
10.08,2.73,2.89
10.24,2.73,2.88
10.4,2.95,2.89
10.56,2.73,2.87
10.72,3.29,2.89
10.88,2.57,2.87
11.04,3.1,2.88
11.2,2.73,2.87
11.36,2.73,2.85
11.52,3.29,2.89
11.68,2.38,2.86
11.84,2.95,2.86
12.0,2.73,2.86
12.16,2.95,2.86
12.32,2.73,2.84
12.48,3.29,2.85
12.64,2.38,2.84
12.8,2.73,2.81
12.96,2.73,2.82
13.12,2.73,2.82
