time_operate,raw_speed,raw_speed_filter,filter_speed,filter_speed_filter
0.16,0.0,0,0.1,0
0.32,0.0,0,0.07,0
0.48,0.0,0,0.05,0
0.64,0.0,0,0.02,0
0.8,0.0,0,0.0,0
0.96,0.0,0,0.0,0
1.12,0.0,0,0.02,0
1.28,0.0,0,0.02,0
1.44,0.0,0,0.02,0
1.6,0.0,0,0.02,0
1.76,0.0,0,0.0,0
1.92,0.0,0,0.0,0
2.08,0.0,0,0.0,0
2.24,0.0,0,0.0,0
2.4,0.0,0,0.0,0
2.56,0.41,0,0.02,0
2.72,0.58,0,0.02,0
2.88,0.0,0,0.02,0
3.04,0.91,0,0.06,0
3.2,0.93,0,0.1,0
3.36,0.91,0.19,0.15,0.03
3.52,1.16,0.25,0.2,0.04
3.68,0.93,0.29,0.25,0.05
3.84,1.49,0.37,0.32,0.06
4.0,1.47,0.44,0.39,0.08
4.16,1.82,0.53,0.48,0.1
4.32,2.05,0.63,0.58,0.13
4.48,1.47,0.71,0.65,0.16
4.64,2.33,0.82,0.77,0.2
4.8,1.74,0.91,0.86,0.24
4.96,2.05,1.01,0.96,0.29
5.12,2.06,1.12,1.06,0.34
5.28,2.05,1.22,1.16,0.4
5.44,2.62,1.35,1.29,0.47
5.6,2.05,1.45,1.4,0.54
5.76,2.33,1.55,1.53,0.61
5.92,2.05,1.62,1.6,0.69
6.08,2.33,1.74,1.72,0.78
6.24,2.38,1.81,1.79,0.86
6.4,2.33,1.88,1.86,0.95
6.56,2.05,1.94,1.92,1.04
6.72,2.33,2.0,1.98,1.13
6.88,2.33,2.07,2.05,1.22
7.04,2.62,2.12,2.11,1.31
7.2,2.38,2.17,2.16,1.4
7.36,2.33,2.19,2.18,1.48
7.52,2.05,2.19,2.18,1.56
7.68,2.33,2.24,2.23,1.64
7.84,2.73,2.26,2.24,1.71
8.0,2.33,2.29,2.27,1.78
8.16,2.62,2.31,2.3,1.85
8.32,2.05,2.31,2.3,1.91
8.48,2.05,2.31,2.3,1.91
8.64,2.62,2.34,2.32,1.97
8.8,2.05,2.31,2.32,2.02
8.96,2.62,2.34,2.33,2.07
9.12,2.33,2.34,2.35,2.11
9.28,2.33,2.36,2.35,2.15
9.44,2.62,2.37,2.36,2.18
9.6,2.33,2.37,2.36,2.21
9.76,2.38,2.37,2.38,2.23
9.92,2.33,2.39,2.38,2.26
10.08,2.38,2.39,2.38,2.28
10.24,2.33,2.39,2.36,2.29
10.4,2.33,2.37,2.36,2.31
10.56,2.62,2.39,2.38,2.32
10.72,2.33,2.39,2.39,2.33
10.88,2.05,2.39,2.38,2.34
11.04,2.64,2.4,2.37,2.34
11.2,2.62,2.4,2.39,2.35
11.36,2.73,2.42,2.39,2.36
11.52,2.64,2.42,2.42,2.36
11.68,2.33,2.43,2.41,2.37
11.84,2.62,2.43,2.41,2.37
12.0,2.91,2.47,2.46,2.38
12.16,2.62,2.47,2.46,2.39
12.32,2.33,2.47,2.46,2.39
12.48,2.95,2.5,2.49,2.4
12.64,2.95,2.52,2.5,2.41
12.8,2.91,2.55,2.53,2.42
12.96,2.91,2.58,2.56,2.42
13.12,3.2,2.62,2.6,2.44
13.28,2.95,2.65,2.63,2.45
13.44,2.91,2.68,2.66,2.46
13.6,3.29,2.73,2.71,2.48
13.76,3.29,2.76,2.74,2.5
13.92,3.52,2.82,2.8,2.52
14.08,3.29,2.88,2.86,2.54
14.24,3.2,2.91,2.89,2.57
14.4,4.09,2.98,2.96,2.6
14.56,3.2,3.01,2.99,2.63
14.72,3.52,3.05,3.04,2.66
14.88,3.29,3.1,3.08,2.69
15.04,3.52,3.14,3.13,2.73
15.2,3.52,3.17,3.16,2.76
15.36,3.52,3.22,3.21,2.8
15.52,3.85,3.29,3.28,2.84
15.68,3.78,3.34,3.32,2.88
15.84,3.65,3.37,3.36,2.93
16.0,3.52,3.4,3.39,2.97
16.16,3.52,3.43,3.42,3.01
16.32,3.85,3.46,3.45,3.05
16.48,4.01,3.52,3.5,3.1
16.64,3.52,3.55,3.54,3.14
16.8,3.85,3.58,3.57,3.18
16.96,3.65,3.59,3.58,3.23
17.12,3.85,3.61,3.6,3.27
17.28,3.52,3.62,3.61,3.3
17.44,3.65,3.64,3.63,3.34
17.6,3.29,3.6,3.59,3.37
17.76,3.85,3.64,3.63,3.4
17.92,3.52,3.64,3.63,3.43
18.08,3.55,3.65,3.63,3.46
18.24,3.85,3.67,3.65,3.49
18.4,3.29,3.65,3.63,3.51
18.56,3.29,3.64,3.62,3.53
18.72,3.29,3.62,3.59,3.55
18.88,3.1,3.58,3.56,3.56
19.04,3.29,3.56,3.54,3.57
19.2,2.95,3.53,3.51,3.57
19.36,2.73,3.5,3.47,3.58
19.52,2.38,3.42,3.4,3.57
19.68,2.95,3.37,3.35,3.57
19.84,3.47,3.37,3.34,3.56
20.0,2.73,3.31,3.29,3.54
20.16,3.29,3.29,3.27,3.53
20.32,3.1,3.25,3.23,3.51
20.48,2.73,3.22,3.19,3.49
20.64,3.1,3.19,3.16,3.46
20.8,3.1,3.18,3.15,3.44
20.96,2.57,3.11,3.09,3.42
21.12,2.73,3.07,3.05,3.39
21.28,2.19,3.01,3.0,3.35
21.44,3.1,2.97,2.96,3.32
21.6,2.73,2.94,2.93,3.29
21.76,2.73,2.91,2.91,3.25
21.92,2.73,2.89,2.88,3.21
22.08,2.57,2.86,2.85,3.18
22.24,2.73,2.83,2.82,3.14
22.4,2.73,2.82,2.82,3.11
22.56,2.73,2.82,2.82,3.08
22.72,2.57,2.83,2.82,3.05
22.88,2.57,2.81,2.81,3.02
23.04,2.73,2.77,2.77,2.99
23.2,2.57,2.77,2.76,2.96
23.36,2.95,2.75,2.74,2.94
23.52,2.73,2.73,2.72,2.91
23.68,2.73,2.73,2.72,2.89
23.84,2.96,2.72,2.72,2.87
24.0,2.57,2.7,2.69,2.84
24.16,2.73,2.7,2.7,2.82
24.32,2.38,2.69,2.68,2.81
24.48,2.73,2.71,2.71,2.79
24.64,2.38,2.68,2.67,2.78
24.8,3.86,2.73,2.72,2.77
24.96,2.57,2.73,2.72,2.76
25.12,2.73,2.73,2.72,2.75
25.28,3.47,2.77,2.76,2.74
25.44,3.35,2.8,2.79,2.74
25.6,2.57,2.79,2.78,2.74
25.76,2.57,2.79,2.77,2.74
25.92,2.96,2.81,2.79,2.74
26.08,2.96,2.83,2.81,2.74
26.24,2.38,2.81,2.79,2.74
26.4,3.47,2.85,2.84,2.74
26.56,2.96,2.85,2.84,2.75
26.72,2.96,2.86,2.85,2.75
26.88,2.57,2.86,2.84,2.76
27.04,3.1,2.86,2.85,2.77
27.2,2.73,2.87,2.86,2.77
27.36,2.57,2.86,2.85,2.78
27.52,3.35,2.91,2.9,2.79
27.68,3.47,2.95,2.94,2.8
27.84,2.96,2.98,2.97,2.82
28.0,2.96,2.93,2.92,2.83
28.16,3.35,2.97,2.96,2.84
28.32,2.96,2.98,2.97,2.85
28.48,3.1,2.97,2.96,2.86
28.64,3.35,2.97,2.96,2.87
28.8,3.1,2.99,2.98,2.88
28.96,3.35,3.03,3.02,2.9
29.12,2.96,3.03,3.02,2.91
29.28,2.96,3.03,3.02,2.92
29.44,3.1,3.07,3.06,2.93
29.6,3.1,3.05,3.04,2.94
29.76,2.96,3.05,3.04,2.95
29.92,3.47,3.07,3.07,2.96
30.08,2.96,3.09,3.08,2.97
30.24,3.35,3.11,3.1,2.99
30.4,2.96,3.12,3.11,3.0
30.56,2.96,3.14,3.13,3.01
30.72,2.87,3.11,3.1,3.02
30.88,3.35,3.11,3.1,3.03
31.04,3.1,3.11,3.1,3.04
31.2,2.96,3.11,3.1,3.05
31.36,3.35,3.11,3.1,3.05
31.52,3.35,3.13,3.12,3.06
31.68,2.87,3.12,3.11,3.07
31.84,2.87,3.1,3.08,3.07
32.0,2.87,3.09,3.07,3.08
32.16,2.47,3.04,3.03,3.08
32.32,3.27,3.06,3.04,3.08
32.48,2.38,3.03,3.01,3.08
32.64,2.47,3.0,2.98,3.08
32.8,2.96,2.99,2.97,3.07
32.96,2.87,2.99,2.97,3.07
33.12,2.87,2.96,2.94,3.06
33.28,2.96,2.96,2.94,3.06
33.44,2.47,2.91,2.88,3.04
33.6,2.87,2.91,2.88,3.03
33.76,3.27,2.92,2.9,3.02
33.92,3.35,2.95,2.92,3.01
34.08,2.96,2.93,2.9,3.0
34.24,3.27,2.94,2.91,2.99
34.4,2.87,2.93,2.91,2.98
34.56,3.24,2.93,2.9,2.97
34.72,2.84,2.9,2.87,2.96
34.88,2.96,2.9,2.88,2.95
35.04,3.27,2.92,2.9,2.94
35.2,2.87,2.92,2.9,2.93
35.36,2.96,2.95,2.92,2.93
35.52,2.96,2.93,2.9,2.92
35.68,2.87,2.96,2.94,2.92
35.84,2.87,2.98,2.96,2.91
36.0,2.96,2.98,2.96,2.91
36.16,3.35,3.0,2.98,2.91
36.32,2.87,3.0,2.98,2.92
36.48,2.84,3.0,2.97,2.92
36.64,2.57,3.0,2.98,2.92
36.8,2.87,3.0,2.98,2.93
36.96,2.87,2.98,2.96,2.93
37.12,2.84,2.96,2.94,2.93
37.28,2.96,2.96,2.94,2.93
37.44,2.96,2.94,2.92,2.93
37.6,2.87,2.94,2.92,2.94
37.76,2.96,2.93,2.91,2.94
37.92,2.84,2.93,2.91,2.94
38.08,2.96,2.93,2.91,2.94
38.24,2.43,2.88,2.86,2.94
38.4,2.47,2.86,2.84,2.93
38.56,2.84,2.86,2.84,2.93
38.72,2.47,2.83,2.81,2.93
38.88,2.96,2.84,2.82,2.92
39.04,2.43,2.82,2.79,2.91
39.2,2.03,2.77,2.75,2.9
39.36,2.87,2.75,2.72,2.89
39.52,2.47,2.73,2.7,2.87
39.68,2.87,2.73,2.71,2.86
39.84,2.47,2.72,2.7,2.85
40.0,2.84,2.72,2.7,2.83
40.16,2.47,2.7,2.68,2.82
40.32,2.87,2.7,2.68,2.81
40.48,2.47,2.68,2.66,2.79
40.64,2.84,2.67,2.65,2.78
40.8,2.47,2.65,2.63,2.76
40.96,2.47,2.63,2.61,2.75
41.12,2.03,2.59,2.57,2.73
41.28,2.87,2.58,2.57,2.71
41.44,2.03,2.56,2.55,2.7
41.6,2.87,2.58,2.57,2.69
41.76,2.96,2.59,2.57,2.67
41.92,2.84,2.61,2.59,2.66
42.08,2.87,2.6,2.59,2.65
42.24,2.47,2.6,2.59,2.64
42.4,2.84,2.64,2.63,2.63
42.56,2.47,2.62,2.61,2.63
42.72,2.96,2.65,2.63,2.62
42.88,2.84,2.65,2.63,2.62
43.04,2.87,2.67,2.65,2.62
43.2,2.43,2.65,2.63,2.61
43.36,2.43,2.65,2.63,2.61
43.52,2.47,2.63,2.61,2.61
43.68,2.47,2.63,2.61,2.61
43.84,2.84,2.63,2.61,2.6
44.0,2.43,2.62,2.61,2.6
44.16,2.47,2.62,2.61,2.6
44.32,2.43,2.64,2.63,2.61
44.48,2.47,2.62,2.61,2.61
44.64,2.87,2.67,2.65,2.61
44.8,2.03,2.62,2.61,2.62
44.96,2.47,2.6,2.59,2.62
45.12,2.84,2.6,2.59,2.62
45.28,2.47,2.58,2.56,2.61
45.44,2.47,2.58,2.56,2.61
45.6,2.47,2.56,2.55,2.61
45.76,2.07,2.54,2.53,2.61
45.92,2.43,2.51,2.5,2.6
46.08,2.87,2.52,2.5,2.59
46.24,2.07,2.48,2.46,2.58
46.4,2.84,2.5,2.48,2.58
46.56,2.43,2.5,2.48,2.57
46.72,2.47,2.5,2.48,2.56
46.88,2.43,2.49,2.48,2.55
47.04,2.47,2.48,2.46,2.55
47.2,2.43,2.48,2.46,2.54
47.36,2.84,2.49,2.48,2.53
47.52,2.47,2.5,2.48,2.53
47.68,2.43,2.49,2.48,2.52
47.84,2.96,2.5,2.48,2.51
48.0,2.84,2.54,2.52,2.51
48.16,2.84,2.56,2.54,2.5
48.32,2.43,2.54,2.52,2.5
48.48,2.84,2.56,2.54,2.5
48.64,2.47,2.56,2.54,2.5
48.8,2.84,2.57,2.56,2.5
48.96,2.43,2.59,2.58,2.5
49.12,2.47,2.59,2.58,2.51
49.28,2.47,2.57,2.56,2.51
49.44,2.47,2.59,2.58,2.51
49.6,2.87,2.6,2.58,2.52
49.76,2.84,2.62,2.6,2.53
49.92,2.84,2.63,2.62,2.53
50.08,2.84,2.65,2.64,2.54
50.24,2.84,2.67,2.66,2.55
50.4,2.84,2.69,2.68,2.56
50.56,2.47,2.68,2.66,2.57
50.72,2.43,2.67,2.66,2.58
50.88,2.43,2.67,2.66,2.59
51.04,2.84,2.67,2.66,2.6
51.2,2.87,2.67,2.65,2.6
51.36,2.43,2.65,2.63,2.61
51.52,2.87,2.67,2.66,2.62
51.68,2.47,2.65,2.63,2.62
51.84,2.84,2.67,2.65,2.63
52.0,2.87,2.67,2.65,2.63
52.16,2.47,2.67,2.65,2.63
52.32,2.47,2.67,2.65,2.64
52.48,3.24,2.71,2.7,2.64
52.64,2.47,2.71,2.7,2.65
52.8,3.24,2.73,2.72,2.66
52.96,2.87,2.73,2.72,2.66
53.12,2.87,2.73,2.72,2.67
53.28,2.87,2.74,2.72,2.67
53.44,2.84,2.74,2.72,2.67
53.6,2.87,2.74,2.72,2.68
53.76,2.57,2.74,2.72,2.68
53.92,2.84,2.76,2.74,2.68
54.08,3.27,2.8,2.78,2.69
54.24,2.43,2.78,2.76,2.69
54.4,2.84,2.78,2.76,2.7
54.56,2.84,2.8,2.78,2.71
54.72,2.87,2.8,2.78,2.71
54.88,2.87,2.82,2.8,2.72
55.04,2.47,2.8,2.78,2.73
55.2,2.57,2.79,2.76,2.73
55.36,2.84,2.81,2.78,2.74
55.52,2.43,2.81,2.78,2.75
55.68,3.24,2.81,2.78,2.75
55.84,2.84,2.82,2.8,2.76
56.0,2.47,2.79,2.76,2.76
56.16,3.24,2.8,2.78,2.76
56.32,2.87,2.8,2.78,2.76
56.48,2.87,2.8,2.78,2.77
56.64,2.47,2.79,2.76,2.77
56.8,2.87,2.79,2.76,2.77
56.96,2.87,2.8,2.78,2.77
57.12,2.07,2.76,2.74,2.77
57.28,4.46,2.82,2.81,2.78
57.44,3.27,2.86,2.85,2.78
57.6,3.27,2.89,2.87,2.79
57.76,2.84,2.89,2.87,2.79
57.92,2.07,2.85,2.83,2.79
58.08,2.84,2.84,2.83,2.79
58.24,3.24,2.88,2.86,2.8
58.4,2.87,2.9,2.88,2.8
58.56,3.27,2.92,2.9,2.81
58.72,3.65,2.98,2.96,2.82
58.88,2.84,2.96,2.94,2.83
59.04,2.84,2.96,2.94,2.83
59.2,2.87,2.98,2.96,2.84
59.36,2.84,2.96,2.94,2.85
59.52,2.87,2.96,2.94,2.86
59.68,2.84,2.96,2.94,2.87
59.84,3.24,3.0,2.98,2.88
60.0,2.84,3.0,2.98,2.89
