lon1,lat1,lon2,lat2,distance_m,second_prev,second_now,time,speed_ms,speed_kmhr
100.492865,13.648866333333334,100.492865,13.6488665,0.02,47.28,47.44,09:34:47.440000,0.12500000000000266,0.4500000000000096
100.492865,13.6488665,100.492865,13.648866333333334,0.02,47.44,47.6,09:34:47.600000,0.12499999999999711,0.44999999999998963
100.492865,13.6488665,100.492865,13.6488665,0.0,47.6,47.76,09:34:47.760000,0.0,0.0
100.492865,13.648866166666666,100.492865,13.6488665,0.04,47.76,47.92,09:34:47.920000,0.24999999999999423,0.8999999999999793
100.492865,13.648866166666666,100.492865,13.648866166666666,0.0,47.92,48.08,09:34:48.080000,0.0,0.0
100.492865,13.648866166666666,100.492865,13.648866166666666,0.0,48.08,48.24,09:34:48.240000,0.0,0.0
100.492865,13.648866,100.492865,13.648866166666666,0.02,48.24,48.4,09:34:48.400000,0.12500000000000266,0.4500000000000096
100.492865,13.648866,100.492865,13.648866,0.0,48.4,48.56,09:34:48.560000,0.0,0.0
100.49286516666666,13.648865833333334,100.492865,13.648866,0.03,48.56,48.72,09:34:48.720000,0.187500000000004,0.6750000000000144
100.49286516666666,13.648865666666667,100.49286516666666,13.648865833333334,0.02,48.72,48.88,09:34:48.880000,0.12499999999999711,0.44999999999998963
100.492865,13.648865666666667,100.49286516666666,13.648865666666667,0.02,48.88,49.04,09:34:49.040000,0.12500000000000266,0.4500000000000096
100.492865,13.648865833333334,100.492865,13.648865666666667,0.02,49.04,49.2,09:34:49.200000,0.12499999999999711,0.44999999999998963
100.49286516666666,13.648866,100.492865,13.648865833333334,0.03,49.2,49.36,09:34:49.360000,0.187500000000004,0.6750000000000144
100.49286516666666,13.648866,100.49286516666666,13.648866,0.0,49.36,49.52,09:34:49.520000,0.0,0.0
100.49286516666666,13.648866166666666,100.49286516666666,13.648866,0.02,49.52,49.68,09:34:49.680000,0.12500000000000266,0.4500000000000096
100.49286516666666,13.648866166666666,100.49286516666666,13.648866166666666,0.0,49.68,49.84,09:34:49.840000,0.0,0.0
100.49286516666666,13.648866166666666,100.49286516666666,13.648866166666666,0.0,49.84,50.0,09:34:50,0.0,0.0
100.49286516666666,13.648866166666666,100.49286516666666,13.648866166666666,0.0,50.0,50.16,09:34:50.160000,0.0,0.0
100.49286516666666,13.648866166666666,100.49286516666666,13.648866166666666,0.0,50.16,50.32,09:34:50.320000,0.0,0.0
100.49286516666666,13.648866666666667,100.49286516666666,13.648866166666666,0.06,50.32,50.48,09:34:50.480000,0.375000000000008,1.3500000000000287
100.492865,13.648867,100.49286516666666,13.648866666666667,0.04,50.48,50.64,09:34:50.640000,0.24999999999999423,0.8999999999999793
100.492865,13.6488675,100.492865,13.648867,0.06,50.64,50.8,09:34:50.800000,0.375000000000008,1.3500000000000287
100.492865,13.648867833333334,100.492865,13.6488675,0.04,50.8,50.96,09:34:50.960000,0.24999999999999423,0.8999999999999793
100.49286483333333,13.648868,100.492865,13.648867833333334,0.03,50.96,51.12,09:34:51.120000,0.187500000000004,0.6750000000000144
100.49286483333333,13.6488685,100.49286483333333,13.648868,0.06,51.12,51.28,09:34:51.280000,0.37499999999999134,1.3499999999999688
100.49286483333333,13.648868833333333,100.49286483333333,13.6488685,0.04,51.28,51.44,09:34:51.440000,0.25000000000000533,0.9000000000000192
100.49286483333333,13.648869166666667,100.49286483333333,13.648868833333333,0.04,51.44,51.6,09:34:51.600000,0.24999999999999423,0.8999999999999793
100.49286466666666,13.6488695,100.49286483333333,13.648869166666667,0.04,51.6,51.76,09:34:51.760000,0.25000000000000533,0.9000000000000192
100.49286466666666,13.648869833333332,100.49286466666666,13.6488695,0.04,51.76,51.92,09:34:51.920000,0.24999999999999423,0.8999999999999793
100.4928645,13.6488705,100.49286466666666,13.648869833333332,0.08,51.92,52.08,09:34:52.080000,0.5000000000000107,1.8000000000000385
100.4928645,13.648870666666667,100.4928645,13.6488705,0.02,52.08,52.24,09:34:52.240000,0.12499999999999711,0.44999999999998963
100.4928645,13.648871166666666,100.4928645,13.648870666666667,0.06,52.24,52.4,09:34:52.400000,0.375000000000008,1.3500000000000287
100.49286433333333,13.648871666666667,100.4928645,13.648871166666666,0.06,52.4,52.56,09:34:52.560000,0.37499999999999134,1.3499999999999688
100.49286433333333,13.648872166666667,100.49286433333333,13.648871666666667,0.06,52.56,52.72,09:34:52.720000,0.375000000000008,1.3500000000000287
100.49286416666666,13.648872333333333,100.49286433333333,13.648872166666667,0.03,52.72,52.88,09:34:52.880000,0.18749999999999567,0.6749999999999844
100.49286416666666,13.648872666666668,100.49286416666666,13.648872333333333,0.04,52.88,53.04,09:34:53.040000,0.25000000000000533,0.9000000000000192
100.492864,13.648873166666666,100.49286416666666,13.648872666666668,0.06,53.04,53.2,09:34:53.200000,0.37499999999999134,1.3499999999999688
100.492864,13.648873666666667,100.492864,13.648873166666666,0.06,53.2,53.36,09:34:53.360000,0.375000000000008,1.3500000000000287
100.492864,13.648873666666667,100.492864,13.648873666666667,0.0,53.36,53.52,09:34:53.520000,0.0,0.0
100.492864,13.648874,100.492864,13.648873666666667,0.04,53.52,53.68,09:34:53.680000,0.25000000000000533,0.9000000000000192
100.492864,13.648874333333334,100.492864,13.648874,0.04,53.68,53.84,09:34:53.840000,0.24999999999999423,0.8999999999999793
100.49286383333333,13.648874333333334,100.492864,13.648874333333334,0.02,53.84,54.0,09:34:54,0.12500000000000266,0.4500000000000096
100.49286383333333,13.6488745,100.49286383333333,13.648874333333334,0.02,54.0,54.16,09:34:54.160000,0.12500000000000266,0.4500000000000096
100.49286383333333,13.648874666666666,100.49286383333333,13.6488745,0.02,54.16,54.32,09:34:54.320000,0.12499999999999711,0.44999999999998963
100.49286383333333,13.648874833333334,100.49286383333333,13.648874666666666,0.02,54.32,54.48,09:34:54.480000,0.12500000000000266,0.4500000000000096
100.49286366666666,13.648875166666667,100.49286383333333,13.648874833333334,0.04,54.48,54.64,09:34:54.640000,0.24999999999999423,0.8999999999999793
100.49286366666666,13.648875333333333,100.49286366666666,13.648875166666667,0.02,54.64,54.8,09:34:54.800000,0.12500000000000266,0.4500000000000096
100.49286366666666,13.648875666666667,100.49286366666666,13.648875333333333,0.04,54.8,54.96,09:34:54.960000,0.24999999999999423,0.8999999999999793
