time_operate,raw_speed,filter_speed
0.16,0.0,0.0
0.32,0.0,0.0
0.48,0.0,0.0
0.64,0.0,0.0
0.8,0.0,0.0
0.96,0.0,0.0
1.12,0.0,0.0
1.28,0.0,0.0
1.44,0.0,0.0
1.6,0.0,0.0
1.76,0.0,0.0
1.92,0.0,0.0
2.08,0.0,0.0
2.24,0.42,0.02
2.4,0.83,0.06
2.56,1.25,0.13
2.72,1.31,0.19
2.88,1.67,0.27
3.04,1.67,0.36
3.2,2.12,0.46
3.36,1.67,0.54
3.52,1.72,0.63
3.68,2.12,0.73
3.84,1.72,0.82
4.0,2.12,0.93
4.16,1.67,1.01
4.32,2.12,1.11
4.48,2.12,1.22
4.64,1.72,1.31
4.8,2.08,1.41
4.96,2.5,1.53
5.12,1.72,1.62
5.28,2.53,1.74
5.44,2.12,1.83
5.6,2.12,1.89
5.76,2.12,1.94
5.92,2.08,1.98
6.08,1.67,1.98
6.24,2.08,2.0
6.4,2.24,2.0
6.56,1.72,2.0
6.72,2.08,2.02
6.88,2.08,2.02
7.04,2.08,2.04
7.2,2.63,2.06
7.36,1.67,2.06
7.52,2.63,2.08
7.68,1.67,2.06
7.84,2.53,2.1
8.0,2.12,2.1
8.16,2.08,2.08
8.32,2.12,2.1
8.48,1.67,2.06
8.64,2.12,2.06
8.8,1.72,2.04
8.96,2.12,2.04
9.12,2.08,2.04
9.28,1.72,2.04
9.44,2.53,2.07
9.6,2.12,2.06
9.76,2.12,2.08
9.92,2.08,2.08
10.08,2.12,2.08
10.24,2.12,2.08
10.4,2.53,2.08
10.56,2.08,2.1
10.72,1.72,2.05
10.88,2.08,2.07
11.04,2.08,2.05
11.2,2.12,2.05
11.36,2.12,2.05
11.52,2.08,2.05
11.68,2.08,2.07
11.84,2.08,2.07
12.0,2.08,2.09
12.16,2.08,2.09
12.32,2.08,2.09
12.48,2.08,2.11
12.64,2.08,2.09
12.8,2.08,2.09
12.96,2.08,2.09
13.12,2.08,2.09
13.28,1.67,2.06
13.44,2.08,2.06
13.6,2.08,2.04
13.76,1.72,2.02
13.92,2.08,2.04
14.08,2.12,2.04
14.24,2.08,2.04
14.4,2.12,2.04
14.56,2.08,2.04
14.72,2.08,2.04
14.88,2.12,2.04
15.04,2.12,2.05
15.2,1.72,2.03
15.36,2.08,2.03
15.52,2.24,2.03
15.68,1.67,2.01
15.84,2.12,2.01
16.0,1.72,1.99
16.16,1.72,1.97
16.32,2.12,1.97
16.48,2.12,2.0
16.64,1.72,1.98
16.8,2.12,1.98
16.96,2.12,2.0
17.12,2.12,2.01
17.28,2.12,2.01
17.44,2.12,2.01
17.6,2.24,2.01
17.76,1.72,2.0
17.92,2.24,2.01
18.08,2.08,2.0
18.24,1.85,1.99
18.4,2.12,2.01
18.56,1.72,1.99
18.72,2.24,1.99
18.88,1.72,1.99
19.04,2.12,1.99
19.2,2.12,2.01
19.36,1.72,2.01
19.52,2.12,2.01
19.68,2.24,2.02
19.84,2.24,2.04
20.0,2.08,2.04
20.16,2.08,2.03
20.32,1.72,2.01
20.48,2.08,2.01
20.64,2.12,2.01
20.8,2.12,2.01
20.96,1.72,2.01
21.12,2.08,2.0
21.28,1.72,1.98
21.44,2.08,1.99
21.6,1.72,1.97
21.76,2.08,1.99
21.92,2.08,1.98
22.08,2.53,2.02
22.24,2.08,2.02
22.4,1.67,2.0
22.56,1.67,2.0
22.72,2.12,1.99
22.88,2.08,1.99
23.04,2.12,1.98
23.2,2.08,1.98
23.36,2.12,1.98
23.52,2.08,2.0
23.68,2.12,2.0
23.84,2.12,2.0
24.0,2.53,2.02
24.16,2.24,2.05
24.32,2.08,2.05
24.48,1.72,2.05
24.64,2.12,2.05
24.8,2.12,2.07
24.96,2.24,2.08
25.12,2.24,2.08
25.28,1.67,2.05
25.44,2.24,2.05
25.6,2.12,2.08
25.76,2.12,2.1
25.92,2.12,2.1
26.08,1.72,2.08
26.24,2.24,2.09
26.4,2.08,2.09
26.56,2.08,2.08
26.72,2.12,2.09
26.88,2.12,2.09
27.04,1.67,2.06
27.2,2.12,2.04
27.36,2.12,2.04
