time_operate,raw_speed,filter_speed
0.16,0.0,0.02
0.32,0.0,0.0
0.48,0.0,0.0
0.64,0.0,0.0
0.8,0.0,0.0
0.96,0.0,0.0
1.12,0.0,0.0
1.28,0.0,0.0
1.44,0.0,0.0
1.6,0.0,0.0
1.76,0.0,0.0
1.92,0.0,0.0
2.08,0.0,0.0
2.24,0.0,0.0
2.4,0.0,0.0
2.56,0.0,0.0
2.72,0.0,0.02
2.88,0.0,0.0
3.04,0.83,0.04
3.2,0.83,0.08
3.36,1.31,0.15
3.52,1.67,0.23
3.68,1.25,0.29
3.84,1.25,0.36
4.0,1.25,0.42
4.16,1.25,0.48
4.32,1.67,0.56
4.48,1.67,0.65
4.64,1.67,0.73
4.8,1.25,0.79
4.96,1.72,0.88
5.12,1.72,0.96
5.28,1.67,1.04
5.44,1.72,1.13
5.6,1.67,1.21
5.76,1.67,1.29
5.92,1.72,1.38
6.08,1.67,1.46
6.24,1.67,1.5
6.4,1.67,1.54
6.56,1.67,1.56
6.72,1.67,1.56
6.88,1.67,1.59
7.04,2.08,1.63
7.2,1.72,1.65
7.36,1.31,1.65
7.52,1.67,1.65
7.68,1.72,1.65
7.84,1.67,1.65
8.0,1.67,1.67
8.16,1.67,1.67
8.32,1.67,1.67
8.48,1.67,1.67
8.64,1.67,1.67
8.8,1.67,1.67
8.96,1.67,1.67
9.12,1.72,1.67
9.28,1.67,1.67
9.44,1.72,1.67
9.6,1.72,1.67
9.76,1.72,1.67
9.92,1.67,1.67
10.08,1.25,1.65
10.24,1.67,1.63
10.4,1.67,1.63
10.56,1.31,1.63
10.72,2.08,1.65
10.88,1.67,1.65
11.04,1.72,1.65
11.2,1.67,1.65
11.36,1.25,1.63
11.52,2.08,1.65
11.68,1.25,1.63
11.84,2.08,1.65
12.0,1.72,1.65
12.16,1.67,1.65
12.32,1.72,1.65
12.48,1.67,1.65
12.64,1.72,1.65
12.8,2.08,1.67
12.96,1.67,1.67
13.12,1.67,1.67
13.28,1.67,1.69
13.44,1.67,1.69
13.6,1.67,1.69
13.76,1.72,1.71
13.92,1.67,1.69
14.08,1.67,1.69
14.24,1.72,1.69
14.4,1.72,1.69
14.56,1.67,1.71
14.72,1.67,1.69
14.88,1.72,1.71
15.04,1.67,1.69
15.2,1.67,1.69
15.36,2.12,1.71
15.52,1.67,1.71
15.68,1.72,1.71
15.84,1.72,1.71
16.0,1.67,1.69
16.16,1.67,1.69
16.32,1.67,1.69
16.48,1.67,1.69
16.64,2.12,1.71
16.8,1.25,1.69
16.96,2.12,1.71
17.12,1.49,1.69
17.28,1.31,1.67
17.44,2.12,1.69
17.6,1.72,1.69
17.76,1.67,1.69
17.92,1.67,1.69
18.08,1.25,1.67
18.24,1.67,1.67
18.4,2.08,1.69
18.56,1.67,1.67
18.72,1.67,1.67
18.88,1.67,1.67
19.04,1.72,1.67
19.2,1.67,1.67
19.36,1.67,1.67
19.52,1.67,1.67
19.68,1.67,1.67
19.84,1.67,1.65
20.0,1.72,1.67
20.16,1.67,1.65
20.32,2.08,1.69
20.48,1.67,1.71
20.64,1.67,1.69
20.8,1.25,1.67
20.96,1.67,1.67
21.12,1.67,1.67
21.28,1.67,1.69
21.44,1.72,1.69
21.6,1.67,1.67
21.76,1.67,1.67
21.92,1.67,1.67
22.08,1.72,1.67
22.24,1.67,1.67
22.4,1.72,1.67
22.56,1.72,1.67
22.72,1.72,1.67
22.88,1.67,1.67
23.04,1.67,1.67
23.2,1.72,1.67
23.36,2.12,1.69
23.52,1.67,1.67
23.68,1.72,1.68
23.84,2.08,1.49
24.0,1.72,1.51
24.16,1.67,1.51
24.32,2.12,1.54
24.48,1.67,1.54
24.64,1.67,1.53
24.8,1.72,1.54
24.96,2.12,1.56
25.12,2.08,1.58
25.28,1.72,1.58
25.44,2.08,1.6
25.6,1.72,1.6
25.76,1.67,1.6
25.92,2.08,1.62
26.08,2.24,1.64
26.24,1.72,1.64
26.4,2.08,1.66
26.56,1.72,1.64
26.72,1.67,1.64
26.88,2.08,1.66
27.04,2.12,1.87
27.2,1.67,1.87
27.36,2.08,1.89
27.52,1.67,1.86
27.68,2.53,1.91
27.84,1.25,1.89
28.0,2.08,1.91
28.16,1.72,1.89
28.32,1.72,1.87
28.48,1.67,1.86
28.64,2.08,1.86
28.8,1.67,1.86
28.96,1.72,1.86
29.12,1.67,1.84
29.28,1.67,1.82
29.44,1.72,1.82
29.6,2.12,1.82
29.76,1.67,1.82
29.92,1.67,1.82
