time_operate,raw_speed,filter_speed
0.32,0.0,1.45
0.64,0.0,1.25
0.96,0.0,1.05
1.28,0.0,0.86
1.6,0.0,0.67
1.92,0.2,0.48
2.24,0.0,0.32
2.56,0.0,0.18
2.88,0.0,0.07
3.2,0.86,0.05
3.52,2.09,0.15
3.84,3.34,0.31
4.16,3.6,0.49
4.48,3.8,0.68
4.8,3.8,0.87
5.12,4.01,1.07
5.44,3.98,1.27
5.76,3.77,1.46
6.08,4.01,1.66
6.4,3.98,1.86
6.72,3.8,2.05
7.04,3.77,2.24
7.36,3.98,2.44
7.68,3.98,2.64
8.0,3.77,2.83
8.32,3.98,3.02
8.64,3.97,3.22
8.96,3.98,3.42
9.28,3.97,3.62
9.6,3.97,3.78
9.92,3.98,3.87
10.24,3.97,3.9
10.56,3.96,3.92
10.88,3.97,3.93
11.2,3.97,3.94
11.52,3.96,3.93
11.84,3.76,3.92
12.16,3.96,3.93
12.48,3.96,3.93
12.8,3.76,3.92
13.12,3.97,3.93
13.44,3.96,3.94
13.76,4.17,3.95
14.08,3.97,3.94
14.4,3.97,3.95
14.72,3.96,3.95
15.04,3.97,3.95
15.36,3.75,3.94
15.68,3.97,3.94
16.0,3.96,3.94
16.32,3.97,3.94
16.64,3.96,3.94
16.96,3.76,3.93
17.28,3.97,3.93
17.6,3.97,3.93
17.92,3.96,3.93
18.24,4.17,3.95
18.56,4.17,3.96
18.88,3.97,3.96
19.2,3.97,3.97
19.52,3.97,3.97
19.84,4.17,3.98
20.16,3.96,3.97
20.48,3.97,3.97
20.8,3.97,3.97
21.12,3.96,3.97
21.44,3.97,3.97
21.76,3.96,3.98
22.08,3.97,3.98
22.4,4.17,4.0
22.72,3.97,4.0
23.04,3.76,3.99
23.36,3.96,4.0
23.68,3.97,4.0
24.0,3.96,3.99
24.32,3.96,3.99
24.64,3.96,3.98
24.96,3.96,3.97
25.28,3.96,3.97
25.6,3.97,3.97
25.92,3.96,3.97
26.24,3.96,3.96
26.56,3.75,3.95
26.88,3.76,3.94
27.2,4.17,3.95
27.52,3.76,3.94
27.84,3.96,3.94
28.16,3.97,3.94
28.48,3.96,3.94
28.8,3.97,3.93
29.12,3.97,3.93
29.44,3.75,3.93
29.76,3.96,3.93
30.08,3.54,3.91
30.4,3.75,3.9
30.72,3.75,3.89
31.04,3.96,3.89
31.36,3.96,3.89
31.68,3.75,3.88
32.0,3.96,3.88
32.32,3.96,3.88
32.64,3.75,3.87
32.96,3.96,3.88
33.28,3.96,3.89
33.6,4.17,3.89
33.92,3.97,3.9
34.24,3.96,3.9
34.56,3.96,3.9
34.88,4.17,3.91
35.2,3.96,3.91
35.52,3.96,3.91
35.84,3.96,3.92
36.16,3.96,3.92
36.48,3.75,3.93
36.8,3.96,3.94
37.12,3.96,3.95
37.44,3.96,3.95
37.76,3.75,3.94
38.08,3.75,3.94
38.4,3.96,3.94
38.72,3.96,3.94
39.04,3.96,3.95
39.36,3.96,3.95
39.68,3.96,3.95
40.0,3.96,3.94
40.32,3.96,3.94
40.64,3.97,3.94
40.96,3.75,3.93
41.28,3.76,3.91
41.6,3.97,3.91
41.92,3.76,3.9
42.24,3.76,3.89
42.56,3.98,3.89
42.88,3.76,3.89
43.2,3.77,3.88
43.52,3.96,3.88
43.84,3.77,3.87
44.16,3.97,3.88
44.48,3.77,3.88
44.8,3.76,3.87
45.12,3.97,3.87
45.44,3.98,3.87
45.76,3.96,3.87
46.08,3.96,3.87
46.4,3.97,3.87
46.72,3.96,3.87
47.04,3.76,3.86
47.36,3.96,3.87
47.68,3.97,3.88
48.0,3.75,3.87
48.32,3.97,3.88
48.64,3.75,3.88
48.96,3.75,3.87
49.28,3.98,3.88
49.6,3.76,3.88
49.92,3.97,3.88
50.24,3.76,3.88
50.56,3.97,3.88
50.88,3.76,3.88
51.2,3.77,3.88
51.52,3.97,3.88
51.84,3.97,3.88
52.16,3.76,3.87
52.48,3.97,3.87
52.8,3.97,3.87
53.12,3.97,3.87
53.44,3.97,3.88
53.76,3.96,3.88
54.08,3.97,3.88
54.4,3.97,3.89
54.72,3.96,3.89
55.04,3.97,3.9
55.36,3.96,3.91
55.68,4.17,3.92
56.0,3.76,3.92
56.32,3.96,3.92
56.64,4.17,3.94
56.96,3.96,3.94
57.28,3.75,3.94
57.6,3.96,3.95
57.92,3.97,3.95
58.24,3.75,3.94
58.56,3.96,3.95
58.88,3.97,3.95
59.2,3.96,3.95
59.52,3.96,3.95
59.84,3.97,3.95
