Speed_time,Speed_velocity,Speed_Setpoint,Speed_adjust,Speed_error
3.52,0.14,0.0,0.0,0.0
3.68,0.14,0.0,0.0,0.0
3.84,0.16,0.0,62.040000915527344,5.0
4.0,0.18,0.0,62.040000915527344,5.0
4.16,0.18,0.0,62.040000915527344,5.0
4.32,0.18,0.0,62.040000915527344,5.0
4.48,0.16,0.0,62.040000915527344,5.0
4.64,0.14,0.0,62.040000915527344,5.0
4.8,0.12,0.0,62.040000915527344,5.0
4.96,0.1,0.0,67.59291076660156,4.840000152587891
5.12,0.12,0.0,67.59291076660156,4.840000152587891
5.28,0.12,0.0,67.59291076660156,4.840000152587891
5.44,0.14,0.0,67.59291076660156,4.840000152587891
5.6,0.16,0.0,67.59291076660156,4.840000152587891
5.76,0.18,0.0,67.59291076660156,4.840000152587891
5.92,0.16,0.0,76.19225311279297,4.880000114440918
6.08,0.18,0.0,76.19225311279297,4.880000114440918
6.24,0.18,0.0,76.19225311279297,4.880000114440918
6.4,0.18,0.0,76.19225311279297,4.880000114440918
6.56,0.16,0.0,76.19225311279297,4.880000114440918
6.72,0.16,0.0,76.19225311279297,4.880000114440918
6.88,0.18,0.0,84.25949096679688,4.840000152587891
7.04,0.16,0.0,84.25949096679688,4.840000152587891
7.2,0.14,0.0,84.25949096679688,4.840000152587891
7.36,0.14,0.0,84.25949096679688,4.840000152587891
7.52,0.14,0.0,84.25949096679688,4.840000152587891
7.68,0.14,0.0,84.25949096679688,4.840000152587891
7.84,0.14,0.0,84.25949096679688,4.840000152587891
8.0,0.14,0.0,91.56354522705078,4.820000171661377
8.16,0.14,0.0,91.56354522705078,4.820000171661377
8.32,0.12,0.0,91.56354522705078,4.820000171661377
8.48,0.1,0.0,91.56354522705078,4.820000171661377
8.64,0.08,0.0,91.56354522705078,4.820000171661377
8.8,0.06,0.0,91.56354522705078,4.820000171661377
8.96,0.04,0.0,99.57801055908203,4.860000133514404
9.12,0.04,0.0,99.57801055908203,4.860000133514404
9.28,0.02,0.0,99.57801055908203,4.860000133514404
9.44,0.02,0.0,99.57801055908203,4.860000133514404
9.6,0.02,0.0,99.57801055908203,4.860000133514404
9.76,0.02,0.0,99.57801055908203,4.860000133514404
9.92,0.02,0.0,109.42728424072266,4.960000038146973
10.08,-0.0,0.0,109.42728424072266,4.960000038146973
10.24,-0.0,0.0,109.42728424072266,4.960000038146973
10.4,-0.0,0.0,109.42728424072266,4.960000038146973
10.56,-0.0,0.0,109.42728424072266,4.960000038146973
10.72,-0.0,0.0,109.42728424072266,4.960000038146973
10.88,-0.0,0.0,109.42728424072266,4.980000019073486
11.04,-0.0,0.0,116.97245025634766,4.980000019073486
11.2,-0.0,0.0,116.97245025634766,4.980000019073486
11.36,-0.0,0.0,116.97245025634766,4.980000019073486
11.52,-0.0,0.0,116.97245025634766,4.980000019073486
11.68,-0.0,0.0,116.97245025634766,4.980000019073486
11.84,-0.0,0.0,116.97245025634766,4.980000019073486
12.0,-0.0,0.0,124.80844116210938,5.0
12.16,-0.0,0.0,124.80844116210938,5.0
12.32,-0.0,0.0,124.80844116210938,5.0
12.48,-0.0,0.0,124.80844116210938,5.0
12.64,-0.0,0.0,124.80844116210938,5.0
12.8,0.02,0.0,124.80844116210938,5.0
12.96,0.02,0.0,133.68927001953125,5.0
13.12,0.02,0.0,133.68927001953125,5.0
13.28,0.02,0.0,133.68927001953125,5.0
13.44,0.02,0.0,133.68927001953125,5.0
13.6,0.02,0.0,133.68927001953125,5.0
13.76,0.02,0.0,133.68927001953125,5.0
13.92,0.02,0.0,141.1033935546875,4.980000019073486
14.08,0.02,0.0,141.1033935546875,4.980000019073486
14.24,0.02,0.0,141.1033935546875,4.980000019073486
14.4,0.02,0.0,141.1033935546875,4.980000019073486
14.56,0.04,0.0,141.1033935546875,4.980000019073486
14.72,0.04,0.0,141.1033935546875,4.980000019073486
14.88,0.06,0.0,141.1033935546875,4.980000019073486
15.04,0.06,0.0,148.8318328857422,4.980000019073486
15.2,0.06,0.0,148.8318328857422,4.980000019073486
15.36,0.06,0.0,148.8318328857422,4.980000019073486
15.52,0.06,0.0,148.8318328857422,4.980000019073486
15.68,0.06,0.0,148.8318328857422,4.980000019073486
15.84,0.06,0.0,148.8318328857422,4.980000019073486
16.0,0.04,0.0,157.23660278320312,4.940000057220459
16.16,0.04,0.0,157.23660278320312,4.940000057220459
16.32,0.04,0.0,157.23660278320312,4.940000057220459
16.48,0.04,0.0,157.23660278320312,4.940000057220459
16.64,0.04,0.0,157.23660278320312,4.940000057220459
16.8,0.04,0.0,157.23660278320312,4.940000057220459
16.96,0.06,0.0,165.2260284423828,4.960000038146973
17.12,0.06,0.0,165.2260284423828,4.960000038146973
17.28,0.06,0.0,165.2260284423828,4.960000038146973
17.44,0.06,0.0,165.2260284423828,4.960000038146973
17.6,0.06,0.0,165.2260284423828,4.960000038146973
17.76,0.04,0.0,165.2260284423828,4.960000038146973
17.92,0.04,0.0,165.2260284423828,4.960000038146973
18.08,0.02,0.0,172.49952697753906,4.940000057220459
18.24,0.02,0.0,172.49952697753906,4.940000057220459
18.4,0.02,0.0,172.49952697753906,4.940000057220459
18.56,0.02,0.0,172.49952697753906,4.940000057220459
18.72,0.02,0.0,172.49952697753906,4.940000057220459
18.88,0.04,0.0,172.49952697753906,4.940000057220459
19.04,0.04,0.0,181.95059204101562,4.980000019073486
19.2,0.04,0.0,181.95059204101562,4.980000019073486
19.36,0.04,0.0,181.95059204101562,4.980000019073486
19.52,0.06,0.0,181.95059204101562,4.980000019073486
