time_operate,raw_speed,raw_speed_filter,filter_speed,filter_speed_filter
0.16,0.0,0,0.04,0
0.32,0.0,0,0.04,0
0.48,0.0,0,0.04,0
0.64,0.0,0,0.02,0
0.8,0.0,0,0.02,0
0.96,0.0,0,0.0,0
1.12,0.0,0,0.0,0
1.28,0.0,0,0.02,0
1.44,0.0,0,0.02,0
1.6,0.0,0,0.02,0
1.76,0.0,0,0.02,0
1.92,0.0,0,0.0,0
2.08,0.0,0,0.0,0
2.24,0.0,0,0.0,0
2.4,0.0,0,0.0,0
2.56,0.0,0,0.02,0
2.72,0.83,0,0.04,0
2.88,0.93,0,0.09,0
3.04,0.93,0,0.13,0
3.2,1.25,0,0.19,0
3.36,1.67,0.28,0.27,0.05
3.52,1.31,0.35,0.33,0.06
3.68,1.67,0.43,0.42,0.08
3.84,2.08,0.53,0.52,0.11
4.0,1.67,0.62,0.6,0.13
4.16,2.53,0.74,0.73,0.17
4.32,2.12,0.85,0.83,0.21
4.48,2.12,0.96,0.94,0.26
4.64,2.53,1.08,1.07,0.31
4.8,2.08,1.19,1.17,0.37
4.96,2.53,1.31,1.29,0.43
5.12,2.53,1.44,1.42,0.5
5.28,2.5,1.56,1.54,0.58
5.44,2.95,1.71,1.69,0.66
5.6,2.92,1.86,1.84,0.76
5.76,2.5,1.98,1.96,0.85
5.92,2.92,2.09,2.06,0.95
6.08,2.92,2.19,2.17,1.06
6.24,2.95,2.29,2.27,1.17
6.4,2.5,2.35,2.34,1.27
6.56,2.92,2.41,2.4,1.38
6.72,2.92,2.49,2.48,1.49
6.88,2.92,2.56,2.54,1.59
7.04,2.92,2.6,2.59,1.7
7.2,2.92,2.66,2.65,1.8
7.36,2.92,2.66,2.65,1.8
7.52,2.95,2.68,2.73,1.9
7.68,3.34,2.74,2.79,2.0
7.84,2.92,2.78,2.81,2.09
8.0,2.92,2.8,2.86,2.18
8.16,2.92,2.84,2.88,2.27
8.32,2.92,2.86,2.9,2.35
8.48,2.95,2.88,2.92,2.42
8.64,3.36,2.93,2.94,2.49
8.8,3.34,2.95,2.96,2.55
8.96,2.92,2.95,2.98,2.61
9.12,3.36,2.99,3.0,2.66
9.28,2.92,2.99,3.0,2.71
9.44,2.92,2.99,3.0,2.75
9.6,3.36,3.01,3.04,2.79
9.76,2.95,3.03,3.05,2.83
9.92,3.36,3.05,3.07,2.86
10.08,3.34,3.08,3.09,2.89
10.24,3.34,3.1,3.11,2.92
10.4,2.95,3.1,3.11,2.94
10.56,3.36,3.12,3.11,2.97
10.72,3.36,3.14,3.13,2.99
10.88,3.34,3.14,3.13,3.0
11.04,3.34,3.16,3.15,3.02
11.2,3.34,3.18,3.17,3.04
11.36,2.92,3.18,3.17,3.05
11.52,3.34,3.2,3.19,3.07
11.68,3.75,3.24,3.23,3.08
11.84,3.34,3.24,3.23,3.1
12.0,3.36,3.24,3.23,3.11
12.16,3.34,3.26,3.25,3.12
12.32,3.34,3.26,3.25,3.14
12.48,3.36,3.29,3.27,3.15
12.64,3.34,3.31,3.29,3.16
12.8,3.75,3.33,3.32,3.18
12.96,3.34,3.35,3.34,3.19
13.12,3.75,3.37,3.36,3.21
13.28,3.36,3.37,3.36,3.22
13.44,3.77,3.39,3.38,3.23
13.6,3.34,3.41,3.4,3.25
13.76,3.77,3.43,3.42,3.26
13.92,3.34,3.43,3.42,3.28
14.08,3.75,3.45,3.44,3.29
14.24,3.34,3.45,3.44,3.31
14.4,3.75,3.47,3.46,3.32
14.56,3.75,3.51,3.5,3.34
14.72,3.36,3.51,3.5,3.35
14.88,3.75,3.51,3.5,3.37
15.04,3.36,3.51,3.5,3.38
15.2,3.75,3.53,3.52,3.4
15.36,3.75,3.55,3.55,3.41
15.52,3.75,3.57,3.57,3.43
15.68,3.34,3.57,3.57,3.44
15.84,3.75,3.59,3.59,3.46
16.0,3.75,3.59,3.59,3.47
16.16,3.77,3.61,3.61,3.48
16.32,3.75,3.61,3.61,3.5
16.48,3.75,3.63,3.63,3.51
16.64,3.75,3.63,3.63,3.52
16.8,3.75,3.65,3.65,3.53
16.96,3.34,3.63,3.63,3.55
17.12,3.75,3.65,3.65,3.56
17.28,3.75,3.65,3.65,3.57
17.44,3.77,3.67,3.67,3.58
17.6,3.75,3.67,3.67,3.59
17.76,3.75,3.67,3.67,3.6
17.92,4.17,3.71,3.71,3.61
18.08,3.75,3.71,3.71,3.62
18.24,3.75,3.73,3.73,3.63
18.4,3.75,3.73,3.73,3.64
18.56,4.19,3.75,3.75,3.65
18.72,3.36,3.73,3.73,3.66
18.88,4.17,3.78,3.77,3.67
19.04,3.75,3.78,3.77,3.68
19.2,3.75,3.78,3.77,3.69
19.36,4.17,3.8,3.79,3.7
19.52,3.77,3.8,3.79,3.71
19.68,3.77,3.8,3.8,3.71
19.84,4.19,3.82,3.82,3.72
20.0,3.84,3.82,3.82,3.73
20.16,4.25,3.87,3.86,3.74
20.32,4.19,3.89,3.88,3.75
20.48,3.77,3.89,3.88,3.77
20.64,3.75,3.89,3.88,3.78
20.8,3.77,3.89,3.89,3.79
20.96,3.77,3.89,3.89,3.8
21.12,3.77,3.87,3.87,3.81
21.28,3.77,3.87,3.87,3.81
