time_operate,raw_speed,raw_speed_filter,filter_speed,filter_speed_filter
0.16,0.41,0,0.08,0
0.32,0.0,0,0.08,0
0.48,0.42,0,0.08,0
0.64,0.58,0,0.08,0
0.8,0.42,0,0.25,0
0.96,0.0,0,0.26,0
1.12,0.58,0,0.33,0
1.28,0.0,0,0.25,0
1.44,0.42,0,0.26,0
1.6,0.42,0,0.26,0
1.76,0.58,0,0.33,0
1.92,0.42,0,0.34,0
2.08,0.0,0,0.34,0
2.24,0.0,0,0.26,0
2.4,0.0,0,0.19,0
2.56,0.0,0,0.08,0
2.72,0.42,0,0.08,0
2.88,1.29,0,0.29,0
3.04,1.22,0,0.51,0
3.2,2.07,0,0.93,0
3.36,2.43,0.56,1.4,0.33
3.52,2.47,0.69,1.88,0.42
3.68,2.87,0.81,2.2,0.53
3.84,3.74,0.97,2.71,0.66
4.0,3.24,1.11,2.94,0.79
4.16,3.24,1.27,3.1,0.93
4.32,3.27,1.41,3.25,1.08
4.48,4.05,1.61,3.49,1.24
4.64,3.65,1.77,3.49,1.4
4.8,4.07,1.95,3.65,1.57
4.96,4.05,2.12,3.81,1.75
5.12,4.48,2.33,4.05,1.93
5.28,4.46,2.55,4.13,2.12
5.44,4.46,2.77,4.3,2.32
5.6,4.48,3.0,4.38,2.53
5.76,4.46,3.22,4.46,2.75
5.92,4.46,3.42,4.46,2.97
6.08,4.88,3.6,4.54,3.18
6.24,4.46,3.76,4.54,3.39
6.4,4.88,3.9,4.62,3.57
6.56,4.88,4.03,4.71,3.74
6.72,4.88,4.15,4.78,3.88
6.88,4.86,4.25,4.78,4.01
7.04,5.28,4.32,4.95,4.12
7.2,4.48,4.39,4.87,4.22
7.36,4.88,4.47,4.87,4.31
7.52,4.86,4.55,4.87,4.39
7.68,4.93,4.59,4.88,4.46
7.84,4.88,4.65,4.8,4.52
8.0,5.27,4.71,4.95,4.59
8.16,4.88,4.75,4.95,4.64
8.32,5.41,4.8,5.06,4.7
8.48,5.28,4.84,5.13,4.75
8.64,5.28,4.88,5.21,4.79
8.8,5.69,4.94,5.3,4.84
8.96,5.69,5.01,5.46,4.89
9.12,5.73,5.07,5.53,4.94
9.28,5.28,5.09,5.53,4.99
9.44,5.69,5.15,5.61,5.04
9.6,6.08,5.21,5.69,5.1
9.76,6.08,5.27,5.76,5.15
9.92,5.67,5.31,5.76,5.2
10.08,6.08,5.37,5.92,5.26
10.24,6.09,5.41,6.0,5.31
10.4,5.67,5.47,5.92,5.36
10.56,6.54,5.55,6.0,5.42
10.72,6.09,5.62,6.08,5.48
10.88,6.09,5.67,6.08,5.54
11.04,5.69,5.71,6.01,5.6
11.2,6.09,5.76,6.09,5.65
11.36,6.09,5.82,6.0,5.71
11.52,5.69,5.83,5.92,5.75
11.68,6.09,5.87,5.92,5.79
11.84,6.08,5.91,6.0,5.83
12.0,6.08,5.93,6.0,5.86
12.16,6.09,5.95,6.0,5.89
12.32,5.67,5.95,6.0,5.91
12.48,6.09,5.99,6.0,5.94
12.64,5.69,5.99,5.92,5.95
12.8,5.69,5.97,5.84,5.96
12.96,6.13,5.97,5.85,5.97
13.12,6.08,5.99,5.93,5.97
13.28,5.69,5.97,5.85,5.97
13.44,6.08,5.97,5.93,5.97
13.6,5.69,5.97,5.93,5.97
13.76,6.13,5.95,5.93,5.96
13.92,6.13,5.95,5.94,5.96
14.08,5.73,5.94,5.94,5.95
14.24,6.09,5.96,5.95,5.95
14.4,6.13,5.96,6.04,5.94
14.56,6.09,5.96,6.03,5.95
14.72,6.09,5.98,6.03,5.95
14.88,5.69,5.96,6.02,5.96
15.04,5.67,5.94,5.93,5.95
15.2,6.09,5.94,5.93,5.95
15.36,6.08,5.94,5.92,5.95
