time_operate,raw_speed,raw_speed_filter,filter_speed,filter_speed_filter
0.16,0.0,0,0.0,0
0.32,0.42,0,0.08,0
0.48,0.0,0,0.08,0
0.64,0.58,0,0.19,0
0.8,0.0,0,0.19,0
0.96,0.58,0,0.3,0
1.12,0.0,0,0.23,0
1.28,0.42,0,0.3,0
1.44,0.42,0,0.12,0
1.6,0.0,0,0.12,0
1.76,0.0,0,0.0,0
1.92,0.0,0,0.0,0
2.08,0.42,0,0.17,0
2.24,0.0,0,0.08,0
2.4,0.42,0,0.0,0
2.56,0.0,0,0.0,0
2.72,0.42,0,0.08,0
2.88,0.58,0,0.26,0
3.04,0.58,0,0.37,0
3.2,0.42,0,0.37,0
3.36,0.42,0.28,0.45,0.17
3.52,0.0,0.26,0.37,0.18
3.68,0.58,0.29,0.37,0.2
3.84,0.0,0.26,0.26,0.2
4.0,0.0,0.26,0.19,0.2
4.16,0.41,0.25,0.08,0.19
4.32,0.42,0.28,0.17,0.19
4.48,0.0,0.25,0.12,0.18
4.64,0.0,0.23,0.12,0.18
4.8,0.0,0.23,0.12,0.18
4.96,0.0,0.23,0.08,0.18
5.12,0.41,0.25,0.08,0.19
5.28,0.41,0.25,0.16,0.19
5.44,0.0,0.25,0.16,0.19
5.6,0.0,0.23,0.16,0.2
5.76,0.41,0.25,0.24,0.21
5.92,0.0,0.23,0.16,0.21
6.08,0.0,0.2,0.08,0.21
6.24,0.0,0.17,0.08,0.19
6.4,0.0,0.15,0.08,0.18
6.56,0.0,0.13,0.0,0.15
6.72,0.41,0.15,0.08,0.14
6.88,0.0,0.12,0.08,0.13
7.04,0.0,0.12,0.08,0.12
7.2,0.42,0.14,0.12,0.11
7.36,0.0,0.12,0.12,0.11
7.52,0.0,0.1,0.08,0.11
7.68,0.58,0.13,0.19,0.11
7.84,0.41,0.15,0.23,0.12
8.0,0.42,0.17,0.23,0.12
8.16,0.0,0.17,0.23,0.13
8.32,0.0,0.15,0.23,0.14
8.48,0.0,0.13,0.12,0.14
8.64,0.0,0.13,0.08,0.13
