time_operate,raw_speed,raw_speed_filter,filter_speed,filter_speed_filter
0.16,0.0,0,0.0,0
0.32,0.58,0,0.12,0
0.48,0.41,0,0.18,0
0.64,0.0,0,0.18,0
0.8,0.58,0,0.24,0
0.96,0.42,0,0.26,0
1.12,0.0,0,0.16,0
1.28,0.0,0,0.08,0
1.44,0.41,0,0.16,0
1.6,0.0,0,0.12,0
1.76,0.41,0,0.16,0
1.92,0.0,0,0.16,0
2.08,0.42,0,0.18,0
2.24,0.0,0,0.12,0
2.4,0.0,0,0.12,0
2.56,0.83,0,0.25,0
2.72,1.31,0,0.51,0
2.88,1.72,0,0.77,0
3.04,2.08,0,1.18,0
3.2,2.53,0,1.69,0
3.36,2.95,0.73,2.11,0.44
3.52,2.95,0.85,2.44,0.55
3.68,2.53,0.96,2.59,0.67
3.84,3.36,1.12,2.85,0.81
4.0,3.34,1.26,3.01,0.95
4.16,3.36,1.41,3.09,1.09
4.32,3.77,1.6,3.26,1.24
4.48,3.75,1.79,3.51,1.41
4.64,4.17,1.97,3.67,1.59
4.8,3.75,2.16,3.76,1.77
4.96,3.75,2.33,3.84,1.96
5.12,4.17,2.54,3.92,2.14
5.28,4.19,2.73,4.0,2.33
5.44,4.19,2.94,4.0,2.53
5.6,4.17,3.14,4.09,2.73
5.76,4.6,3.33,4.25,2.93
5.92,4.59,3.5,4.34,3.12
6.08,4.19,3.62,4.34,3.3
6.24,4.6,3.75,4.43,3.46
6.4,5.02,3.87,4.59,3.6
6.56,4.6,3.95,4.59,3.73
6.72,4.59,4.03,4.59,3.84
6.88,5.02,4.16,4.76,3.94
7.04,4.66,4.22,4.76,4.04
7.2,5.02,4.31,4.77,4.13
7.36,5.07,4.39,4.86,4.22
7.52,5.0,4.45,4.94,4.3
7.68,4.6,4.5,4.85,4.37
7.84,5.0,4.54,4.92,4.43
8.0,5.07,4.6,4.93,4.49
8.16,5.02,4.67,4.92,4.54
8.32,4.6,4.69,4.84,4.59
8.48,5.42,4.75,5.01,4.64
8.64,5.02,4.79,5.02,4.69
8.8,5.0,4.83,5.01,4.74
8.96,5.0,4.85,5.01,4.77
9.12,4.59,4.85,5.0,4.81
9.28,5.0,4.89,4.92,4.84
9.44,5.0,4.91,4.92,4.86
9.6,5.0,4.91,4.92,4.88
9.76,5.0,4.93,4.92,4.89
9.92,5.0,4.95,5.0,4.91
10.08,5.0,4.95,5.0,4.93
10.24,5.0,4.95,5.0,4.93
10.4,5.0,4.97,5.09,4.94
10.56,5.42,4.99,5.17,4.96
10.72,5.42,5.01,5.25,4.98
10.88,5.42,5.03,5.34,5.0
11.04,5.44,5.07,5.34,5.03
11.2,5.42,5.09,5.42,5.05
11.36,5.42,5.11,5.42,5.08
11.52,6.25,5.17,5.59,5.11
11.68,5.85,5.23,5.67,5.15
11.84,5.85,5.25,5.75,5.19
12.0,5.85,5.3,5.84,5.23
12.16,5.85,5.34,5.92,5.27
12.32,5.84,5.38,5.84,5.32
12.48,5.85,5.44,5.84,5.36
12.64,5.44,5.47,5.75,5.4
12.8,5.44,5.49,5.67,5.44
12.96,5.42,5.51,5.59,5.47
13.12,5.84,5.55,5.59,5.5
13.28,5.44,5.57,5.51,5.53
13.44,5.84,5.61,5.59,5.56
13.6,5.42,5.64,5.59,5.58
13.76,5.84,5.66,5.67,5.61
13.92,5.44,5.66,5.59,5.63
14.08,5.42,5.66,5.59,5.64
14.24,5.84,5.68,5.59,5.65
14.4,5.84,5.7,5.67,5.66
14.56,5.84,5.72,5.67,5.68
14.72,5.85,5.7,5.75,5.68
14.88,5.44,5.68,5.76,5.69
15.04,5.85,5.68,5.76,5.69
15.2,5.85,5.68,5.76,5.69
15.36,5.84,5.68,5.76,5.68
15.52,5.84,5.68,5.75,5.67
15.68,5.84,5.68,5.84,5.67
15.84,5.85,5.7,5.84,5.68
16.0,4.86,5.67,5.59,5.67
16.16,5.44,5.67,5.51,5.67
16.32,5.44,5.65,5.44,5.66
16.48,5.85,5.67,5.44,5.66
16.64,5.84,5.67,5.45,5.65
16.8,5.44,5.67,5.6,5.65
16.96,5.84,5.67,5.68,5.65
17.12,5.48,5.67,5.68,5.66
17.28,5.84,5.7,5.68,5.66
17.44,5.48,5.68,5.6,5.66
17.6,5.44,5.66,5.6,5.66
17.76,5.42,5.64,5.52,5.65
17.92,5.85,5.64,5.6,5.64
18.08,5.44,5.64,5.52,5.63
18.24,5.44,5.62,5.51,5.62
18.4,5.44,5.6,5.51,5.61
18.56,5.84,5.6,5.6,5.6
18.72,5.42,5.57,5.51,5.59
18.88,5.85,5.57,5.59,5.57
19.04,5.42,5.55,5.59,5.56
19.2,5.44,5.58,5.59,5.56
19.36,5.84,5.6,5.59,5.56
19.52,5.42,5.6,5.59,5.57
19.68,5.42,5.58,5.5,5.58
19.84,5.42,5.56,5.5,5.58
20.0,5.44,5.56,5.5,5.57
20.16,5.42,5.54,5.42,5.56
20.32,5.84,5.56,5.5,5.55
20.48,5.42,5.54,5.5,5.54
20.64,5.44,5.53,5.51,5.54
20.8,5.42,5.53,5.5,5.53
20.96,5.48,5.54,5.51,5.53
21.12,5.44,5.51,5.43,5.52
21.28,5.42,5.51,5.43,5.52
21.44,5.42,5.51,5.43,5.51
21.6,5.42,5.51,5.43,5.51
21.76,5.44,5.49,5.42,5.5
21.92,5.84,5.51,5.5,5.5
22.08,5.02,5.47,5.42,5.49
22.24,5.85,5.49,5.5,5.49
22.4,5.85,5.51,5.59,5.49
22.56,5.84,5.51,5.67,5.49
22.72,5.44,5.51,5.59,5.49
22.88,5.42,5.51,5.67,5.5
23.04,5.84,5.54,5.67,5.51
23.2,5.85,5.56,5.67,5.52
23.36,5.44,5.56,5.59,5.53
23.52,5.85,5.56,5.68,5.54
23.68,5.85,5.58,5.76,5.55
23.84,5.44,5.58,5.69,5.56
24.0,6.25,5.62,5.76,5.57
24.16,5.42,5.62,5.76,5.58
24.32,5.85,5.64,5.76,5.6
24.48,5.89,5.66,5.76,5.62
24.64,5.44,5.66,5.76,5.63
24.8,5.85,5.68,5.69,5.65
24.96,5.85,5.7,5.77,5.66
25.12,5.42,5.68,5.69,5.67
25.28,5.44,5.7,5.6,5.68
25.44,5.85,5.7,5.68,5.69
25.6,5.85,5.7,5.68,5.69
25.76,5.84,5.7,5.68,5.7
25.92,5.85,5.72,5.76,5.7
26.08,5.84,5.75,5.84,5.71
26.24,5.84,5.75,5.84,5.72
26.4,5.89,5.75,5.84,5.73
26.56,5.89,5.77,5.85,5.74
26.72,5.96,5.78,5.87,5.75
26.88,5.89,5.78,5.88,5.76
27.04,6.31,5.82,5.99,5.77
27.2,5.56,5.79,5.92,5.78
27.36,5.66,5.8,5.87,5.79
27.52,6.06,5.81,5.88,5.79
27.68,6.27,5.83,5.95,5.8
27.84,5.89,5.85,5.87,5.81
28.0,5.85,5.85,5.92,5.82
28.16,5.89,5.85,5.98,5.83
28.32,5.48,5.86,5.85,5.84
28.48,5.42,5.85,5.68,5.84
28.64,5.42,5.83,5.59,5.84
28.8,5.85,5.83,5.59,5.83
28.96,5.85,5.83,5.59,5.83
29.12,5.44,5.81,5.59,5.82
29.28,5.85,5.81,5.67,5.81
29.44,5.07,5.77,5.59,5.8
29.6,5.42,5.75,5.5,5.78
29.76,5.42,5.73,5.42,5.76
29.92,5.42,5.7,5.43,5.74
30.08,5.85,5.7,5.43,5.72
30.24,5.42,5.65,5.5,5.69
30.4,5.89,5.67,5.59,5.67
30.56,5.0,5.64,5.5,5.66
30.72,5.42,5.61,5.5,5.64
30.88,5.48,5.57,5.42,5.61
31.04,5.85,5.56,5.5,5.59
31.2,5.85,5.56,5.5,5.57
31.36,5.44,5.54,5.59,5.55
31.52,5.42,5.54,5.59,5.54
31.68,5.42,5.54,5.59,5.53
31.84,5.42,5.54,5.51,5.53
32.0,5.44,5.52,5.42,5.52
32.16,5.84,5.52,5.5,5.52
32.32,5.42,5.52,5.5,5.51
32.48,5.85,5.52,5.59,5.51
32.64,5.42,5.53,5.59,5.51
32.8,5.85,5.56,5.67,5.52
32.96,5.44,5.56,5.59,5.53
33.12,5.42,5.56,5.59,5.53
33.28,5.85,5.56,5.59,5.54
33.44,5.84,5.58,5.67,5.55
33.6,5.42,5.55,5.59,5.55
33.76,5.44,5.58,5.59,5.55
33.92,5.85,5.6,5.67,5.56
34.08,5.42,5.59,5.59,5.57
34.24,5.0,5.55,5.42,5.57
34.4,5.84,5.55,5.5,5.57
34.56,5.42,5.55,5.5,5.56
34.72,5.48,5.55,5.42,5.55
34.88,5.84,5.58,5.51,5.55
35.04,5.44,5.58,5.59,5.55
35.2,5.84,5.6,5.59,5.56
35.36,5.42,5.58,5.59,5.57
35.52,5.44,5.58,5.59,5.57
35.68,5.42,5.55,5.51,5.57
35.84,5.42,5.55,5.5,5.56
36.0,5.44,5.53,5.42,5.55
36.16,5.0,5.51,5.34,5.54
36.32,5.44,5.51,5.34,5.53
36.48,5.84,5.51,5.42,5.52
36.64,5.44,5.49,5.42,5.5
36.8,5.42,5.49,5.42,5.5
36.96,5.44,5.49,5.51,5.49
37.12,5.85,5.49,5.59,5.49
37.28,5.44,5.49,5.51,5.48
37.44,5.84,5.54,5.59,5.49
37.6,5.85,5.54,5.68,5.5
37.76,5.44,5.54,5.68,5.51
37.92,5.42,5.53,5.59,5.52
38.08,5.85,5.53,5.68,5.53
38.24,5.85,5.55,5.68,5.53
38.4,5.85,5.56,5.68,5.54
38.56,5.42,5.56,5.68,5.54
38.72,5.85,5.58,5.76,5.55
38.88,5.85,5.6,5.76,5.56
39.04,5.85,5.62,5.76,5.58
39.2,5.85,5.64,5.76,5.59
39.36,5.42,5.66,5.76,5.61
39.52,5.44,5.66,5.68,5.63
39.68,5.85,5.66,5.68,5.64
39.84,5.85,5.68,5.68,5.66
40.0,5.44,5.68,5.6,5.67
40.16,5.84,5.7,5.68,5.67
40.32,5.42,5.68,5.68,5.68
40.48,5.84,5.7,5.67,5.69
40.64,5.85,5.7,5.67,5.69
40.8,5.02,5.66,5.59,5.69
40.96,5.42,5.66,5.5,5.68
41.12,5.44,5.66,5.5,5.67
41.28,5.85,5.66,5.5,5.66
41.44,5.44,5.64,5.42,5.65
41.6,5.85,5.64,5.59,5.65
41.76,5.42,5.64,5.59,5.64
41.92,5.85,5.64,5.67,5.64
42.08,5.42,5.62,5.59,5.63
42.24,5.84,5.62,5.67,5.62
42.4,5.42,5.6,5.59,5.62
42.56,5.85,5.62,5.67,5.61
42.72,5.42,5.62,5.59,5.61
42.88,5.44,5.6,5.59,5.6
43.04,5.84,5.6,5.59,5.6
43.2,5.85,5.62,5.67,5.6
43.36,5.84,5.62,5.67,5.6
43.52,5.85,5.64,5.75,5.6
43.68,5.84,5.64,5.84,5.61
43.84,5.84,5.64,5.84,5.62
44.0,5.42,5.66,5.75,5.63
44.16,5.42,5.66,5.67,5.64
44.32,5.44,5.66,5.59,5.64
44.48,5.84,5.66,5.59,5.65
44.64,5.42,5.66,5.5,5.65
44.8,5.42,5.63,5.5,5.65
44.96,5.84,5.66,5.59,5.65
45.12,4.25,5.58,5.34,5.63
45.28,5.42,5.58,5.26,5.61
45.44,5.02,5.53,5.18,5.59
45.6,5.48,5.54,5.19,5.57
45.76,5.44,5.52,5.11,5.54
45.92,5.42,5.52,5.35,5.53
46.08,5.84,5.54,5.43,5.52
46.24,5.44,5.52,5.51,5.52
46.4,5.84,5.52,5.59,5.51
46.56,5.42,5.5,5.59,5.51
46.72,5.85,5.5,5.67,5.5
46.88,5.85,5.5,5.67,5.5
47.04,5.44,5.48,5.67,5.49
47.2,5.84,5.5,5.67,5.48
47.36,5.42,5.5,5.67,5.48
47.52,5.42,5.5,5.59,5.48
47.68,5.84,5.5,5.59,5.48
47.84,5.42,5.5,5.59,5.49
48.0,5.42,5.5,5.5,5.49
48.16,5.84,5.5,5.59,5.49
48.32,5.42,5.55,5.59,5.5
48.48,5.44,5.56,5.5,5.51
48.64,5.42,5.58,5.5,5.53
48.8,5.42,5.57,5.5,5.54
48.96,5.44,5.57,5.42,5.56
49.12,5.44,5.57,5.42,5.56
49.28,5.85,5.57,5.5,5.57
49.44,5.44,5.57,5.5,5.57
49.6,5.44,5.55,5.5,5.56
49.76,5.85,5.57,5.59,5.56
49.92,5.44,5.55,5.59,5.56
50.08,5.42,5.53,5.51,5.55
50.24,5.85,5.55,5.59,5.55
50.4,5.42,5.53,5.59,5.54
50.56,5.42,5.53,5.51,5.53
50.72,5.84,5.55,5.59,5.53
50.88,5.44,5.53,5.59,5.53
51.04,5.42,5.53,5.5,5.53
51.2,5.42,5.53,5.5,5.53
51.36,5.85,5.53,5.59,5.53
51.52,5.84,5.55,5.59,5.53
51.68,5.85,5.58,5.67,5.54
51.84,5.48,5.58,5.67,5.55
52.0,5.44,5.58,5.68,5.55
52.16,5.84,5.6,5.67,5.57
52.32,5.84,5.62,5.67,5.58
52.48,5.84,5.62,5.68,5.59
52.64,5.84,5.64,5.75,5.6
52.8,6.25,5.68,5.92,5.62
52.96,5.85,5.68,5.92,5.64
53.12,5.89,5.7,5.92,5.66
53.28,6.27,5.74,6.01,5.68
53.44,5.84,5.74,6.01,5.7
53.6,6.25,5.79,6.01,5.72
53.76,5.84,5.81,6.01,5.75
53.92,6.27,5.83,6.09,5.77
54.08,5.42,5.83,5.92,5.79
54.24,5.44,5.83,5.84,5.81
54.4,6.25,5.87,5.84,5.82
54.56,5.44,5.85,5.76,5.83
54.72,6.27,5.87,5.76,5.84
54.88,5.84,5.87,5.84,5.85
55.04,5.85,5.89,5.93,5.86
55.2,6.31,5.93,5.92,5.87
55.36,5.85,5.93,6.01,5.89
55.52,5.42,5.91,5.84,5.9
55.68,5.85,5.91,5.84,5.91
55.84,5.85,5.91,5.85,5.91
56.0,5.44,5.87,5.68,5.9
56.16,5.85,5.87,5.68,5.89
56.32,5.44,5.85,5.69,5.88
56.48,5.85,5.83,5.69,5.86
56.64,5.02,5.79,5.52,5.84
56.8,5.42,5.75,5.51,5.81
56.96,5.44,5.73,5.42,5.78
57.12,5.44,5.68,5.42,5.75
57.28,5.48,5.69,5.34,5.72
57.44,5.48,5.69,5.42,5.7
57.6,5.48,5.65,5.43,5.68
57.76,5.85,5.67,5.53,5.67
57.92,5.07,5.61,5.47,5.65
58.08,5.48,5.59,5.47,5.63
58.24,5.48,5.57,5.47,5.61
58.4,5.48,5.53,5.47,5.59
58.56,5.48,5.51,5.4,5.56
58.72,5.07,5.5,5.4,5.53
58.88,5.85,5.5,5.47,5.52
59.04,5.44,5.48,5.46,5.5
59.2,5.42,5.48,5.44,5.48
59.36,5.02,5.43,5.35,5.47
59.52,5.02,5.41,5.35,5.45
59.68,5.89,5.42,5.35,5.43
59.84,5.84,5.46,5.43,5.43
60.0,5.44,5.46,5.44,5.43
