raw_x_east,raw_y_north,x_east,y_north
661490.701,1509586.063,661490.6946,1509586.074
661490.701,1509586.063,661490.6982,1509586.073
661490.701,1509586.063,661490.7,1509586.072
661490.701,1509586.063,661490.7009,1509586.071
661490.701,1509586.063,661490.7009,1509586.07
661490.701,1509586.063,661490.7009,1509586.069
661490.7008,1509586.081,661490.7009,1509586.069
661490.7008,1509586.081,661490.7009,1509586.069
661490.7008,1509586.081,661490.7009,1509586.07
661490.7008,1509586.081,661490.7009,1509586.07
661490.7189,1509586.081,661490.7018,1509586.07
661490.7369,1509586.082,661490.7036,1509586.07
661490.773,1509586.082,661490.7072,1509586.07
661490.8091,1509586.064,661490.7126,1509586.07
661490.8632,1509586.064,661490.7207,1509586.07
661490.9354,1509586.064,661490.7325,1509586.07
661491.0076,1509586.046,661490.7478,1509586.07
661491.0797,1509586.047,661490.7667,1509586.068
661491.17,1509586.029,661490.7902,1509586.066
661491.2601,1509586.029,661490.8182,1509586.065
661491.3683,1509586.03,661490.8515,1509586.063
661491.4586,1509586.012,661490.8894,1509586.06
661491.5848,1509586.013,661490.9336,1509586.058
661491.693,1509586.014,661490.9832,1509586.055
661491.8193,1509585.996,661491.0391,1509586.052
661491.9455,1509585.997,661491.1013,1509586.049
661492.0898,1509585.998,661491.1708,1509586.045
661492.216,1509585.998,661491.2465,1509586.04
661492.3602,1509585.999,661491.3295,1509586.036
661492.5226,1509585.982,661491.4206,1509586.031
661492.6669,1509585.983,661491.518,1509586.026
661492.8472,1509585.984,661491.6235,1509586.022
661493.0095,1509585.985,661491.7353,1509586.017
661493.1716,1509586.004,661491.8535,1509586.014
661493.3519,1509586.005,661491.9779,1509586.011
661493.5322,1509586.007,661492.1078,1509586.008
661493.7127,1509585.989,661492.243,1509586.005
661493.893,1509585.99,661492.3837,1509586.002
661494.0733,1509585.991,661492.5288,1509586
661494.2716,1509585.993,661492.6794,1509585.999
661494.47,1509585.994,661492.8345,1509585.997
661494.6683,1509585.995,661492.995,1509585.996
661494.8666,1509585.996,661493.1591,1509585.995
661495.065,1509585.998,661493.3277,1509585.994
661495.2634,1509585.98,661493.4999,1509585.993
