raw_x_east,raw_y_north,x_east,y_north
661490.1943,1509586.355,661490.0861,1509586.354
661490.1943,1509586.355,661490.1167,1509586.354
661490.1943,1509586.355,661490.142,1509586.354
661490.1943,1509586.355,661490.1618,1509586.355
661490.1943,1509586.355,661490.1762,1509586.355
661490.1943,1509586.355,661490.1871,1509586.355
661490.1943,1509586.355,661490.1925,1509586.355
661490.1943,1509586.355,661490.1943,1509586.355
661490.1943,1509586.355,661490.1943,1509586.355
661490.1943,1509586.355,661490.1943,1509586.355
661490.1762,1509586.355,661490.1925,1509586.355
661490.1762,1509586.355,661490.1907,1509586.355
661490.1762,1509586.355,661490.1889,1509586.355
661490.1943,1509586.355,661490.1889,1509586.355
661490.1943,1509586.355,661490.1889,1509586.355
661490.1943,1509586.355,661490.1889,1509586.355
661490.2123,1509586.355,661490.1907,1509586.355
661490.2303,1509586.355,661490.1943,1509586.355
661490.2484,1509586.355,661490.1997,1509586.355
661490.2844,1509586.355,661490.2087,1509586.355
661490.3386,1509586.337,661490.2249,1509586.353
661490.3747,1509586.337,661490.2448,1509586.351
661490.4467,1509586.356,661490.2718,1509586.352
661490.5189,1509586.338,661490.3043,1509586.35
661490.6091,1509586.339,661490.3458,1509586.348
661490.6993,1509586.339,661490.3963,1509586.347
661490.8074,1509586.34,661490.4558,1509586.345
661490.9517,1509586.341,661490.5279,1509586.344
661491.0959,1509586.342,661490.6127,1509586.343
661491.2582,1509586.343,661490.7101,1509586.341
661491.4565,1509586.344,661490.8219,1509586.342
661491.673,1509586.327,661490.9517,1509586.341
661491.8894,1509586.328,661491.096,1509586.338
661492.1418,1509586.33,661491.2582,1509586.337
661492.3943,1509586.331,661491.4368,1509586.337
661492.6648,1509586.315,661491.6333,1509586.334
661492.9534,1509586.298,661491.8479,1509586.33
661493.26,1509586.3,661492.0787,1509586.326
661493.5845,1509586.302,661492.3276,1509586.322
661493.9092,1509586.285,661492.5927,1509586.316
661494.2518,1509586.288,661492.8722,1509586.31
661494.6125,1509586.271,661493.1662,1509586.305
661494.9731,1509586.274,661493.4745,1509586.299
661495.3339,1509586.257,661493.7937,1509586.292
661495.7125,1509586.26,661494.1256,1509586.285
661496.0731,1509586.262,661494.4664,1509586.28
661496.4338,1509586.246,661494.8144,1509586.274
661496.7945,1509586.248,661495.1679,1509586.269
661497.1731,1509586.25,661495.5267,1509586.264
661497.5518,1509586.253,661495.891,1509586.261
661497.9305,1509586.236,661496.2589,1509586.256
661498.3272,1509586.239,661496.6303,1509586.252
661498.7058,1509586.241,661497.0036,1509586.249
661499.1026,1509586.225,661497.3805,1509586.246
661499.5173,1509586.228,661497.761,1509586.243
661499.932,1509586.23,661498.1469,1509586.24
661500.3648,1509586.233,661498.54,1509586.238
661500.7975,1509586.236,661498.9403,1509586.237
661501.2122,1509586.238,661499.3442,1509586.236
661501.645,1509586.241,661499.7535,1509586.235
661502.0777,1509586.243,661500.1682,1509586.235
661502.4745,1509586.227,661500.583,1509586.234
661502.8892,1509586.23,661501.0013,1509586.233
661503.3039,1509586.233,661501.4214,1509586.234
661503.7187,1509586.217,661501.8416,1509586.233
661504.1154,1509586.219,661502.2599,1509586.232
661504.5121,1509586.222,661502.6746,1509586.231
661504.9268,1509586.224,661503.0876,1509586.229
661505.3415,1509586.227,661503.5005,1509586.228
661505.7382,1509586.229,661503.9098,1509586.227
661506.153,1509586.213,661504.3173,1509586.224
661506.5497,1509586.216,661504.7249,1509586.223
661506.9283,1509586.218,661505.1288,1509586.222
661507.325,1509586.22,661505.5309,1509586.22
661507.7038,1509586.204,661505.9294,1509586.219
661508.0824,1509586.207,661506.3261,1509586.218
661508.4611,1509586.209,661506.721,1509586.217
661508.8217,1509586.211,661507.1105,1509586.215
661509.2003,1509586.214,661507.4963,1509586.214
661509.5609,1509586.216,661507.8786,1509586.213
661509.9395,1509586.237,661508.2573,1509586.215
661510.3001,1509586.239,661508.6323,1509586.217
661510.6607,1509586.241,661509.0056,1509586.22
661511.0394,1509586.243,661509.377,1509586.222
661511.418,1509586.246,661509.7484,1509586.226
661511.7966,1509586.248,661510.1198,1509586.23
661512.1753,1509586.25,661510.4913,1509586.234
661512.5359,1509586.252,661510.8627,1509586.239
661512.9146,1509586.255,661511.2341,1509586.243
661513.2753,1509586.239,661511.6055,1509586.245
661513.6538,1509586.259,661511.977,1509586.247
661514.0505,1509586.262,661512.352,1509586.25
661514.4291,1509586.264,661512.7289,1509586.252
661514.8079,1509586.248,661513.1057,1509586.252
661515.1866,1509586.25,661513.4826,1509586.253
661515.5652,1509586.253,661513.8594,1509586.253
661515.944,1509586.237,661514.2363,1509586.252
661516.3225,1509586.257,661514.6149,1509586.252
661516.7193,1509586.241,661514.9954,1509586.251
661517.116,1509586.244,661515.3795,1509586.252
661517.5126,1509586.246,661515.7654,1509586.25
661517.9093,1509586.249,661516.1512,1509586.249
661518.3241,1509586.233,661516.5407,1509586.246
661518.7568,1509586.254,661516.9356,1509586.246
661519.1715,1509586.256,661517.3341,1509586.247
661519.5862,1509586.259,661517.7362,1509586.248
661520.0009,1509586.262,661518.1419,1509586.25
661520.4157,1509586.246,661518.5512,1509586.249
661520.8304,1509586.248,661518.9623,1509586.25
661521.2451,1509586.251,661519.3753,1509586.25
661521.6418,1509586.253,661519.7882,1509586.251
661522.0565,1509586.256,661520.2029,1509586.252
661522.4533,1509586.24,661520.6158,1509586.252
661522.868,1509586.242,661521.0269,1509586.251
661523.2828,1509586.226,661521.4381,1509586.248
661523.6975,1509586.229,661521.8492,1509586.245
661524.1123,1509586.232,661522.2604,1509586.242
661524.5271,1509586.216,661522.6715,1509586.239
661524.9598,1509586.218,661523.0844,1509586.236
661525.3926,1509586.221,661523.4992,1509586.233
661525.8253,1509586.224,661523.9175,1509586.23
661526.2761,1509586.226,661524.3395,1509586.227
661526.7088,1509586.229,661524.765,1509586.226
661527.1597,1509586.213,661525.1942,1509586.223
661527.5924,1509586.216,661525.6251,1509586.222
661528.0253,1509586.2,661526.0579,1509586.22
661528.44,1509586.203,661526.4907,1509586.217
661528.8726,1509586.224,661526.9252,1509586.217
661529.3053,1509586.227,661527.3598,1509586.218
661529.7202,1509586.211,661527.7926,1509586.217
661530.1529,1509586.213,661528.2253,1509586.216
661530.5676,1509586.216,661528.6545,1509586.215
661531.0004,1509586.219,661529.0836,1509586.214
661531.4151,1509586.221,661529.5092,1509586.215
661531.8298,1509586.224,661529.9329,1509586.216
661532.2263,1509586.245,661530.353,1509586.22
661532.6412,1509586.229,661530.7731,1509586.223
661533.0377,1509586.25,661531.1896,1509586.225
661533.4345,1509586.234,661531.6026,1509586.226
661533.8312,1509586.236,661532.0137,1509586.229
661534.2279,1509586.238,661532.4212,1509586.231
661534.6426,1509586.241,661532.8287,1509586.234
661535.0393,1509586.243,661533.2325,1509586.236
661535.4179,1509586.246,661533.6328,1509586.238
661535.8146,1509586.248,661534.0313,1509586.241
661536.1932,1509586.251,661534.428,1509586.242
661536.5719,1509586.253,661534.8211,1509586.244
661536.9505,1509586.255,661535.2124,1509586.245
661537.3113,1509586.239,661535.6,1509586.245
661537.6899,1509586.241,661535.9859,1509586.246
661538.0505,1509586.244,661536.3682,1509586.246
661538.4292,1509586.246,661536.7468,1509586.247
661538.7898,1509586.248,661537.1219,1509586.247
661539.1684,1509586.25,661537.4969,1509586.247
661539.529,1509586.253,661537.8684,1509586.248
661539.8897,1509586.255,661538.238,1509586.248
661540.2503,1509586.257,661538.6059,1509586.249
661540.5929,1509586.259,661538.9701,1509586.249
661540.9356,1509586.243,661539.3325,1509586.25
661541.278,1509586.263,661539.6913,1509586.252
661541.6207,1509586.247,661540.0483,1509586.252
661541.9633,1509586.249,661540.4018,1509586.252
661542.2879,1509586.251,661540.7516,1509586.253
661542.6124,1509586.253,661541.096,1509586.253
661542.937,1509586.255,661541.4368,1509586.253
661543.2615,1509586.257,661541.774,1509586.254
661543.586,1509586.278,661542.1075,1509586.256
661543.8925,1509586.279,661542.4375,1509586.258
661544.199,1509586.281,661542.7638,1509586.261
