raw_x_east,raw_y_north,x_east,y_north
661489.6729,1509586.112,661489.6729,1509586.112
661489.6729,1509586.112,661489.6729,1509586.112
661489.6729,1509586.112,661489.6729,1509586.112
661489.6729,1509586.112,661489.6729,1509586.112
661489.6727,1509586.13,661489.6729,1509586.114
661489.6727,1509586.13,661489.6728,1509586.116
661489.6729,1509586.112,661489.6728,1509586.116
661489.6729,1509586.112,661489.6728,1509586.116
661489.6727,1509586.13,661489.6728,1509586.117
661489.6729,1509586.112,661489.6728,1509586.117
661489.6727,1509586.13,661489.6728,1509586.119
661489.6729,1509586.112,661489.6728,1509586.119
661489.6729,1509586.112,661489.6728,1509586.119
661489.6729,1509586.112,661489.6728,1509586.119
661489.6729,1509586.112,661489.6728,1509586.117
661489.6729,1509586.112,661489.6728,1509586.116
661489.6729,1509586.112,661489.6728,1509586.116
661489.6547,1509586.13,661489.671,1509586.117
661489.6367,1509586.13,661489.6674,1509586.117
661489.6006,1509586.13,661489.6602,1509586.119
661489.5646,1509586.13,661489.6494,1509586.119
661489.5285,1509586.129,661489.6349,1509586.121
661489.4744,1509586.129,661489.6151,1509586.123
661489.4383,1509586.129,661489.5916,1509586.124
661489.4023,1509586.129,661489.5646,1509586.126
661489.3843,1509586.129,661489.5357,1509586.128
661489.3843,1509586.129,661489.5069,1509586.129
661489.3843,1509586.129,661489.4798,1509586.129
661489.3843,1509586.129,661489.4546,1509586.129
661489.3843,1509586.129,661489.4329,1509586.129
661489.3843,1509586.129,661489.4149,1509586.129
661489.3843,1509586.129,661489.4005,1509586.129
661489.3843,1509586.129,661489.3915,1509586.129
661489.4023,1509586.129,661489.3879,1509586.129
661489.4023,1509586.129,661489.3879,1509586.129
661489.4203,1509586.129,661489.3915,1509586.129
661489.4383,1509586.129,661489.3969,1509586.129
661489.4744,1509586.129,661489.4059,1509586.129
661489.5285,1509586.129,661489.4203,1509586.129
661489.5826,1509586.13,661489.4402,1509586.129
661489.6367,1509586.13,661489.4654,1509586.129
661489.7089,1509586.112,661489.4979,1509586.127
661489.781,1509586.113,661489.5375,1509586.126
661489.8712,1509586.113,661489.5844,1509586.124
661489.9433,1509586.114,661489.6385,1509586.123
661490.0336,1509586.096,661489.6999,1509586.119
661490.1418,1509586.096,661489.7702,1509586.116
661490.25,1509586.097,661489.8478,1509586.113
661490.3762,1509586.098,661489.9325,1509586.11
661490.5204,1509586.099,661490.0263,1509586.107
661490.6827,1509586.1,661490.1309,1509586.104
661490.8451,1509586.082,661490.2445,1509586.101
661491.0074,1509586.083,661490.3672,1509586.098
661491.2057,1509586.084,661490.5006,1509586.095
661491.386,1509586.086,661490.6449,1509586.092
661491.5845,1509586.068,661490.8,1509586.089
661491.7828,1509586.07,661490.9641,1509586.087
661491.9992,1509586.071,661491.139,1509586.084
661492.1975,1509586.072,661491.3211,1509586.081
661492.3959,1509586.073,661491.5087,1509586.079
661492.6303,1509586.075,661491.7034,1509586.076
661492.8467,1509586.058,661491.9036,1509586.074
661493.0811,1509586.059,661492.111,1509586.072
661493.3336,1509586.061,661492.3238,1509586.069
661493.586,1509586.062,661492.5438,1509586.067
661493.8384,1509586.064,661492.7691,1509586.066
661494.0909,1509586.065,661493,1509586.066
661494.3433,1509586.067,661493.2344,1509586.066
661494.5958,1509586.05,661493.4742,1509586.063
661494.8663,1509586.052,661493.7212,1509586.061
661495.1368,1509586.053,661493.9719,1509586.059
661495.3892,1509586.055,661494.2261,1509586.059
661495.6777,1509586.057,661494.4858,1509586.058
661495.9663,1509586.04,661494.7491,1509586.056
661496.2548,1509586.042,661495.0159,1509586.054
661496.5613,1509586.044,661495.2882,1509586.052
661496.8859,1509586.046,661495.5677,1509586.05
661497.2104,1509586.048,661495.8544,1509586.048
661497.5531,1509586.031,661496.1502,1509586.047
661497.8957,1509586.033,661496.4531,1509586.045
661498.2203,1509586.035,661496.7615,1509586.043
661498.5449,1509586.019,661497.077,1509586.039
661498.8516,1509586.002,661497.3944,1509586.034
661499.1581,1509586.004,661497.7136,1509586.03
661499.4646,1509586.006,661498.0346,1509586.027
661499.7711,1509586.008,661498.3556,1509586.023
661500.0777,1509586.01,661498.6747,1509586.02
661500.3661,1509586.012,661498.9903,1509586.016
661500.6546,1509586.013,661499.3005,1509586.014
661500.9612,1509586.015,661499.607,1509586.013
661501.2498,1509585.999,661499.91,1509586.009
661501.5383,1509586,661500.2093,1509586.007
661501.8448,1509586.002,661500.5086,1509586.007
661502.1334,1509585.986,661500.8062,1509586.005
661502.4579,1509585.988,661501.1055,1509586.003
661502.7645,1509585.99,661501.4048,1509586.001
661503.089,1509585.992,661501.706,1509586
661503.4136,1509585.994,661502.0107,1509585.998
661503.7562,1509585.996,661502.3209,1509585.996
661504.0987,1509585.998,661502.6346,1509585.994
661504.4234,1509585.981,661502.952,1509585.993
661504.766,1509585.983,661503.2748,1509585.991
661505.0906,1509585.985,661503.5993,1509585.989
661505.4152,1509585.969,661503.9275,1509585.987
661505.7398,1509585.971,661504.2557,1509585.986
661506.0643,1509585.973,661504.5857,1509585.984
661506.371,1509585.956,661504.9139,1509585.981
661506.6955,1509585.958,661505.2421,1509585.977
661507.002,1509585.96,661505.5667,1509585.974
661507.3086,1509585.962,661505.8876,1509585.97
661507.6152,1509585.946,661506.2068,1509585.966
661507.9398,1509585.948,661506.5242,1509585.963
661508.2823,1509585.95,661506.8434,1509585.959
661508.607,1509585.933,661507.1626,1509585.956
661508.9496,1509585.935,661507.4835,1509585.952
661509.2922,1509585.938,661507.8063,1509585.949
661509.6348,1509585.94,661508.1327,1509585.947
661509.9774,1509585.942,661508.4609,1509585.945
661510.302,1509585.925,661508.7909,1509585.942
661510.6266,1509585.927,661509.1227,1509585.938
661510.9511,1509585.929,661509.4563,1509585.937
661511.2937,1509585.931,661509.7917,1509585.935
661511.6183,1509585.933,661510.1253,1509585.933
661511.9429,1509585.917,661510.4589,1509585.932
661512.2855,1509585.919,661510.7924,1509585.93
661512.6281,1509585.921,661511.126,1509585.929
661512.9707,1509585.923,661511.4596,1509585.927
661513.3314,1509585.907,661511.795,1509585.923
661513.6919,1509585.928,661512.134,1509585.924
661514.0706,1509585.93,661512.4784,1509585.924
661514.4492,1509585.932,661512.8282,1509585.924
661514.846,1509585.916,661513.1835,1509585.923
661515.2427,1509585.919,661513.5459,1509585.921
661515.6213,1509585.921,661513.9137,1509585.922
661516.018,1509585.924,661514.287,1509585.922
661516.3967,1509585.926,661514.6639,1509585.923
661516.7753,1509585.928,661515.0443,1509585.923
661517.154,1509585.931,661515.4266,1509585.925
661517.5146,1509585.933,661515.8088,1509585.926
661517.8932,1509585.935,661516.1911,1509585.926
661518.2358,1509585.937,661516.5698,1509585.927
661518.5964,1509585.939,661516.9448,1509585.929
661518.9569,1509585.96,661517.3162,1509585.933
661519.2996,1509585.944,661517.684,1509585.936
661519.6422,1509585.946,661518.0465,1509585.938
661519.9668,1509585.948,661518.4035,1509585.94
661520.3092,1509585.968,661518.7569,1509585.944
661520.6519,1509585.952,661519.1067,1509585.946
661520.9944,1509585.973,661519.4546,1509585.95
661521.337,1509585.975,661519.799,1509585.954
661521.6976,1509585.977,661520.1452,1509585.958
661522.0764,1509585.961,661520.4932,1509585.96
661522.437,1509585.963,661520.8412,1509585.961
661522.8155,1509585.984,661521.1928,1509585.965
661523.1761,1509585.986,661521.5462,1509585.969
661523.5548,1509585.988,661521.905,1509585.973
661523.8974,1509585.991,661522.2638,1509585.975
661524.258,1509585.993,661522.6244,1509585.979
661524.6186,1509585.995,661522.9868,1509585.981
661524.9612,1509585.997,661523.3492,1509585.983
661525.3218,1509585.999,661523.7117,1509585.986
661525.6824,1509586.001,661524.0723,1509585.99
661526.043,1509586.004,661524.4329,1509585.994
661526.3857,1509585.987,661524.7899,1509585.994
661526.7463,1509585.99,661525.1469,1509585.995
661527.0889,1509585.992,661525.5003,1509585.995
661527.4315,1509585.994,661525.8537,1509585.995
661527.7561,1509585.996,661526.2036,1509585.995
661528.0986,1509585.998,661526.5516,1509585.996
661528.4232,1509586,661526.8978,1509585.996
661528.7658,1509586.002,661527.2422,1509585.996
661529.1085,1509585.986,661527.5848,1509585.995
661529.4511,1509585.988,661527.9256,1509585.993
661529.7756,1509585.99,661528.2646,1509585.993
661530.1182,1509585.992,661528.6018,1509585.994
661530.4428,1509585.994,661528.9371,1509585.994
661530.7672,1509586.014,661529.2707,1509585.996
